"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6"
"interview";-0,745;0,211;-0,291;-0,547;3,782;-0,437
"identifier";-0,745;-0,864;12,556;0,746;-0,801;-0,437
"hl";-0,994;6,441;-0,388;-0,73;0,039;-0,583
"h";4,152;0,211;-0,291;-0,547;-0,801;-0,437
"galley";-0,994;-1,153;-0,388;-0,73;15,11;-0,583
"femme";0,067;-1,153;-0,388;3,703;0,039;-0,583
"faux";-0,745;3,42;2,257;-0,547;-0,801;-0,437
"famille";4,152;0,211;-0,291;-0,547;-0,801;-0,437
"existence";0,067;0,017;-0,388;3,703;-1,069;-0,583
"ex";0,345;-0,864;-0,291;0,746;0,276;-0,437
"eau";4,152;-0,864;-0,291;0,746;-0,801;-0,437
"défunt";-0,745;-0,864;-0,291;0,746;3,782;-0,437
"documentaire";-0,745;0,211;2,257;0,746;-0,801;-0,437
"cure";-0,994;-1,153;-0,388;-0,73;-1,069;27,686
"communication";-0,745;-0,864;-0,291;0,746;3,782;-0,437
"combat";-0,745;0,211;2,257;0,746;-0,801;-0,437
"chipmunks";-0,745;10,49;-0,291;-0,547;-0,801;-0,437
"cancro";-0,994;-1,153;-0,388;-0,73;-1,069;27,686
"bientôt";-0,994;0,017;-0,388;-0,73;7,059;-0,583
"astrophysicien";-0,994;-1,153;41,635;-0,73;-1,069;-0,583
"association";16,242;-1,153;-0,388;-0,73;-1,069;-0,583
"armée";16,242;-1,153;-0,388;-0,73;-1,069;-0,583
"apollo";-0,994;-1,153;-0,388;22,119;-1,069;-0,583
"alvinnn";-0,745;10,49;-0,291;-0,547;-0,801;-0,437
"air";4,152;-0,864;-0,291;0,746;-0,801;-0,437
"aimer";-0,745;3,42;-0,291;-0,547;0,276;-0,437
"ado";-0,745;3,42;-0,291;-0,547;0,276;-0,437
"abonner";-0,994;14,003;-0,388;-0,73;-1,069;-0,583
"30z";-0,994;14,003;-0,388;-0,73;-1,069;-0,583
"29z";-0,994;14,003;-0,388;-0,73;-1,069;-0,583
"11z";-0,994;14,003;-0,388;-0,73;-1,069;-0,583
"07z";-0,994;14,003;-0,388;-0,73;-1,069;-0,583
"étudier";4,152;-0,864;-0,291;0,746;-0,801;-0,437
"énergie";-0,745;-0,864;-0,291;0,746;3,782;-0,437
"écouter";-0,745;3,42;-0,291;-0,547;0,276;-0,437
"è";-0,745;-0,864;-0,291;-0,547;-0,801;20,74
"youcurious";4,152;-0,864;-0,291;0,746;-0,801;-0,437
"wiki";-0,745;10,49;-0,291;-0,547;-0,801;-0,437
"wigs";-0,745;10,49;-0,291;-0,547;-0,801;-0,437
"walton";4,152;-0,864;-0,291;0,746;-0,801;-0,437
"vost";-0,745;3,42;2,257;-0,547;-0,801;-0,437
"vivre";-0,745;-0,864;-0,291;0,746;3,782;-0,437
"visuel";-0,745;3,42;2,257;-0,547;-0,801;-0,437
"visiteur";0,345;0,211;-0,291;-0,547;0,276;-0,437
"vinyle";-0,745;0,211;-0,291;0,746;0,276;-0,437
"vague";4,152;-0,864;-0,291;0,746;-0,801;-0,437
"ucciso";-0,745;-0,864;-0,291;-0,547;-0,801;20,74
"tueur";-0,745;0,211;2,257;0,746;-0,801;-0,437
"travis";4,152;-0,864;-0,291;0,746;-0,801;-0,437
"trailer";-0,745;0,211;2,257;0,746;-0,801;-0,437
"thomas";0,345;-0,864;-0,291;-0,547;3,782;-0,437
"texas";0,345;3,42;-0,291;-0,547;-0,801;-0,437
"survivant";0,345;-0,864;-0,291;0,746;0,276;-0,437
"surprenant";-0,745;-0,864;31,19;-0,547;-0,801;-0,437
"surnaturel";-0,745;-0,864;-0,291;-0,547;11,319;-0,437
"storia";-0,745;-0,864;-0,291;-0,547;-0,801;20,74
"station";-0,745;0,211;-0,291;-0,547;-0,801;7,928
"source";-0,745;10,49;-0,291;-0,547;-0,801;-0,437
"sound";-0,745;10,49;-0,291;-0,547;-0,801;-0,437
"sortie";0,345;0,211;2,257;-0,547;-0,801;-0,437
"sonde";-0,745;0,211;-0,291;6,087;-0,801;-0,437
"shag";12,167;-0,864;-0,291;-0,547;-0,801;-0,437
"self";0,345;3,42;-0,291;-0,547;-0,801;-0,437
"scène";4,152;-0,864;2,257;-0,547;-0,801;-0,437
"saoudien";0,345;-0,864;2,257;0,746;-0,801;-0,437
"réincarnation";0,345;-0,864;-0,291;-0,547;3,782;-0,437
"rythme";-0,745;3,42;-0,291;0,746;-0,801;-0,437
"russe";-0,745;3,42;-0,291;0,746;-0,801;-0,437
"robin";4,152;0,211;-0,291;-0,547;-0,801;-0,437
"rfk";-0,745;-0,864;-0,291;-0,547;-0,801;20,74
"rester";-0,745;3,42;-0,291;0,746;-0,801;-0,437
"repas";4,152;0,211;-0,291;-0,547;-0,801;-0,437
"raconter";-0,745;0,211;-0,291;-0,547;3,782;-0,437
"qi";-0,745;-0,864;31,19;-0,547;-0,801;-0,437
"père";-0,745;10,49;-0,291;-0,547;-0,801;-0,437
"prototype";-0,745;3,42;-0,291;-0,547;0,276;-0,437
"proibita";-0,745;-0,864;-0,291;-0,547;-0,801;20,74
"pooyard";-0,745;-0,864;-0,291;-0,547;11,319;-0,437
"podcast";-0,745;3,42;-0,291;-0,547;0,276;-0,437
"peur";-0,745;0,211;-0,291;0,746;0,276;-0,437
"pentagone";0,345;-0,864;-0,291;6,087;-0,801;-0,437
"paul";4,152;-0,864;-0,291;-0,547;0,276;-0,437
"page";-0,745;3,42;-0,291;0,746;-0,801;-0,437
"pachaqueer";4,152;0,211;-0,291;-0,547;-0,801;-0,437
"nvous";-0,745;10,49;-0,291;-0,547;-0,801;-0,437
"nun";0,345;0,211;2,257;-0,547;-0,801;-0,437
"nspace";-0,745;10,49;-0,291;-0,547;-0,801;-0,437
"npenseur";-0,745;10,49;-0,291;-0,547;-0,801;-0,437
"novnis";-0,745;10,49;-0,291;-0,547;-0,801;-0,437
"nmike";-0,745;10,49;-0,291;-0,547;-0,801;-0,437
"nlibre";-0,745;10,49;-0,291;-0,547;-0,801;-0,437
"nl";-0,745;10,49;-0,291;-0,547;-0,801;-0,437
"nhttp";-0,745;10,49;-0,291;-0,547;-0,801;-0,437
"nhadopi";-0,745;10,49;-0,291;-0,547;-0,801;-0,437
"nghost";-0,745;10,49;-0,291;-0,547;-0,801;-0,437
"nbande";-0,745;10,49;-0,291;-0,547;-0,801;-0,437
"navette";-0,745;3,42;-0,291;0,746;-0,801;-0,437
"nattraction";-0,745;3,42;2,257;-0,547;-0,801;-0,437
"nabonnez";-0,745;3,42;2,257;-0,547;-0,801;-0,437
"mouvement";12,167;-0,864;-0,291;-0,547;-0,801;-0,437
"mondial";-0,745;0,211;-0,291;0,746;0,276;-0,437
"min";-0,745;0,211;-0,291;-0,547;3,782;-0,437
"millier";-0,745;0,211;-0,291;6,087;-0,801;-0,437
"mentir";0,345;-0,864;2,257;-0,547;0,276;-0,437
"marioncameleon";-0,745;10,49;-0,291;-0,547;-0,801;-0,437
"magiche";-0,745;-0,864;-0,291;-0,547;-0,801;20,74
"machine";-0,745;0,211;-0,291;0,746;0,276;-0,437
"macchine";-0,745;-0,864;-0,291;-0,547;-0,801;20,74
"linda";-0,745;0,211;-0,291;0,746;0,276;-0,437
"ligne";-0,745;-0,864;-0,291;0,746;3,782;-0,437
"jeune";0,345;0,211;-0,291;0,746;-0,801;-0,437
"jardin";-0,745;10,49;-0,291;-0,547;-0,801;-0,437
"imaginer";-0,745;-0,864;31,19;-0,547;-0,801;-0,437
"igor";-0,745;-0,864;-0,291;0,746;3,782;-0,437
"hyper";-0,745;-0,864;-0,291;6,087;0,276;-0,437
"harbour";12,167;-0,864;-0,291;-0,547;-0,801;-0,437
"gérard";12,167;-0,864;-0,291;-0,547;-0,801;-0,437
"guérison";-0,745;-0,864;-0,291;0,746;3,782;-0,437
"grichka";-0,745;-0,864;-0,291;0,746;3,782;-0,437
"georges";12,167;-0,864;-0,291;-0,547;-0,801;-0,437
"futuriste";0,345;-0,864;-0,291;6,087;-0,801;-0,437
"french";4,152;-0,864;-0,291;0,746;-0,801;-0,437
"fou";0,345;0,211;2,257;-0,547;-0,801;-0,437
"forme";0,345;-0,864;2,257;0,746;-0,801;-0,437
"fondateur";0,345;-0,864;-0,291;0,746;0,276;-0,437
"fils";-0,745;-0,864;2,257;0,746;0,276;-0,437
"figure";12,167;-0,864;-0,291;-0,547;-0,801;-0,437
"enigmes";-0,745;-0,864;-0,291;-0,547;11,319;-0,437
"disponible";0,345;0,211;-0,291;0,746;-0,801;-0,437
"difficile";-0,745;-0,864;31,19;-0,547;-0,801;-0,437
"deuxième";4,152;0,211;-0,291;-0,547;-0,801;-0,437
"degorges";12,167;-0,864;-0,291;-0,547;-0,801;-0,437
"dark";-0,745;-0,864;-0,291;-0,547;-0,801;20,74
"crâne";-0,745;-0,864;-0,291;-0,547;11,319;-0,437
"courir";-0,745;0,211;2,257;0,746;-0,801;-0,437
"couple";-0,745;3,42;-0,291;0,746;-0,801;-0,437
"cosmos";-0,745;0,211;2,257;0,746;-0,801;-0,437
"corps";0,345;-0,864;-0,291;0,746;0,276;-0,437
"continuer";-0,745;0,211;-0,291;-0,547;3,782;-0,437
"complot";-0,745;-0,864;2,257;-0,547;3,782;-0,437
"communiquer";-0,745;3,42;-0,291;-0,547;0,276;-0,437
"commencer";-0,745;0,211;-0,291;-0,547;3,782;-0,437
"colares";-0,745;-0,864;-0,291;16,57;-0,801;-0,437
"claude";0,345;-0,864;-0,291;-0,547;3,782;-0,437
"btlvmedia";-0,745;10,49;-0,291;-0,547;-0,801;-0,437
"bogdanov";-0,745;-0,864;-0,291;0,746;3,782;-0,437
"body";4,152;0,211;-0,291;-0,547;-0,801;-0,437
"behind";-0,745;-0,864;-0,291;-0,547;0,276;7,928
"aventure";-0,745;3,42;2,257;-0,547;-0,801;-0,437
"autorité";0,345;-0,864;-0,291;0,746;0,276;-0,437
"atterrissage";4,152;-0,864;-0,291;0,746;-0,801;-0,437
"assurer";0,345;-0,864;2,257;0,746;-0,801;-0,437
"artificiel";-0,745;-0,864;31,19;-0,547;-0,801;-0,437
"archeologia";-0,745;-0,864;-0,291;-0,547;-0,801;20,74
"ancient";-0,745;-0,864;-0,291;16,57;-0,801;-0,437
"amzn";-0,745;10,49;-0,291;-0,547;-0,801;-0,437
"action";0,345;-0,864;12,556;-0,547;-0,801;-0,437
"accident";12,167;-0,864;-0,291;-0,547;-0,801;-0,437
"abduction";0,345;-0,864;-0,291;0,746;0,276;-0,437
"41z";-0,745;10,49;-0,291;-0,547;-0,801;-0,437
"38z";-0,745;3,42;-0,291;-0,547;0,276;-0,437
"37z";-0,745;10,49;-0,291;-0,547;-0,801;-0,437
"23z";-0,745;3,42;-0,291;-0,547;0,276;-0,437
"21z";-0,745;10,49;-0,291;-0,547;-0,801;-0,437
"12z";-0,745;10,49;-0,291;-0,547;-0,801;-0,437
"06z";-0,745;10,49;-0,291;-0,547;-0,801;-0,437
"04z";-0,745;10,49;-0,291;-0,547;-0,801;-0,437
"de";-4,247;-6,308;10,01;14,32;22,436;-48,783
"ne";-42,508;203,212;-2,05;-2,552;-2,253;-27,371
"la";-11,252;-8,239;10,244;2,082;19,508;-4,354
"les";0,188;-4,386;9,533;9,789;3,107;-36,952
"l";-1,964;-4,697;-0,08;4,527;14,843;-5,721
"le";-8,989;2,108;2,228;0,72;3,593;-7,484
"et";-13,301;-1,861;0,869;0,387;65,854;-28,376
"sur";-15,763;-1,64;-2,127;0,254;109,832;-33,362
"d";-2,359;-0,453;5,006;9,516;2,013;-18,527
"un";0,256;-4,581;16,269;3,827;-4,321;-0,882
"être";-13,102;-5,128;1,512;35,359;11,534;-20,079
"en";1,236;-0,712;11,938;-0,165;1,087;-16,446
"des";-2,009;-9,084;0,878;20,348;7,908;-13,41
"à";-5,059;0,078;8,387;22,624;-2,403;-11,416
"1";-2,336;-0,233;-0,906;-7,209;-4,218;75,205
"avoir";0,268;-0,002;3,17;1,9;-0,119;-9,899
"2";1,083;-9,105;-2,405;-0,682;-8,001;67,37
"3";0,01;-4,166;-1,867;-2,813;-6,428;72,558
"du";21,5;-2,072;0,108;-2,855;0,88;-11,243
"une";-7,001;-4,504;5,253;43,529;-0,001;-10,556
"avec";-0,617;-7,25;6,555;9,459;1,065;-6,092
"pour";-6,291;-2,71;1,178;0,606;27,897;-10,045
"dans";-1,161;0,029;0,001;4,267;2,065;-8,701
"12";16,999;0,029;-5,786;-10,891;-8,849;16,928
"4";-1,121;-8,441;0,379;-0,574;-9,815;81,671
"on";-5,836;-4,403;-0,171;1,876;35,642;-8,535
"vous";-8,115;0,001;-0,465;-0,392;36,413;-7,547
"que";-6,313;-0,809;3,403;8,238;2,632;-6,413
"nous";-1,285;-1,013;0,004;2,074;6,992;-4,983
"5";-0,972;-0,707;4,462;0,392;-4,108;5,011
"10";-2,493;10,622;-1,425;-1,042;-2,938;4,149
"il";-3,346;0,091;-0,023;8,649;-5,675;2,796
"v";-9,571;91,967;-3,734;-1,57;-5,675;-5,615
"s";-0,972;0,091;-0,023;2,381;1,772;-5,615
"qui";-1,451;-0,443;1,537;5,362;0,636;-5,141
"11";9,458;1,398;-0,74;-1,077;-4,49;-0,509
"7";-0,972;-0,707;16,399;-1,969;-4,108;7,775
"par";7,234;-0,345;-0,041;5,63;-4,122;-5,774
"9";-3,077;-2,028;0,014;-0,567;-3,425;47,139
"e";-0,039;10;-0,51;-2,036;-1,933;0,019
"6";-1,701;-2,477;0,931;-5,455;-7,985;75,73
"au";-0,442;0,212;1,255;2,385;-0,104;-4,048
"cette";-1,335;-3,569;20,901;2,385;0,025;-4,048
"ce";-0,334;-0,146;0,25;19,525;-2,866;-3,893
"8";-3,566;-0,329;-0,584;-4,295;-6,287;80,08
"t";-0,116;2,92;1,416;0,024;-1,086;-2,669
"faire";-0,417;0,489;6,04;5,336;-5,727;-3,125
"si";-7,164;-5,861;-0,099;-0,026;50,853;-4,203
"16";-5,328;5,251;-0,438;-0,567;-5,727;17,718
"pas";-0,334;2,347;0,25;4,884;-2,866;-3,893
"se";-0,442;-3,569;3,279;2,385;2,552;-4,048
"04";0,729;26,448;-1,775;-3,341;-4,891;-2,669
"17";-0,711;1,69;0,19;0,886;-0,893;-0,723
"son";-0,008;0,028;0,806;2,881;-0,587;-3,125
"plus";-0,116;1,292;-0,242;0,662;0,016;-2,669
"ou";-2,358;0,318;1,416;-0,257;1,683;-0,842
"2011";-3,267;29,585;-1,274;-2,399;-3,511;0,087
"06";7,003;11,736;-1,775;-3,341;-4,891;-2,669
"03";11,956;6,136;-1,674;-3,152;-4,614;-2,518
"pouvoir";-5,328;0,028;10,481;5,336;-0,587;-3,125
"2012";-1,244;0,909;-0,485;2,344;-0,003;-0,73
"13";0,683;0,323;-0,049;-2,586;-3,786;6,825
"01";0,023;14,481;-0,049;-2,586;-1,649;-2,066
"y";0,018;-0,475;0,072;-0,351;5,211;-2,821
"ses";-4,292;-1,111;0,19;-0,174;19,958;-2,518
"c";-0,276;-0,006;0,533;0,401;0,49;-2,066
"2015";0;5,232;6,069;-2,774;-1,893;-2,216
"mais";-1,246;-3,538;0,037;-0,455;23,882;-2,973
"dire";-0,406;-0,709;-0,087;-0,89;13,987;-2,216
"19";-0,994;6,441;-0,388;-0,73;0,039;-0,583
"qu";-0,406;1,073;0,39;0,251;-0,009;-2,216
"point";-1,244;0,909;6,098;0,083;-1,338;-0,73
"02";-0,012;15,208;-0,132;-2,963;-4,337;0
"tout";-1,893;0,069;-0,132;15,024;-0,711;-2,367
"notre";-4,035;-0,904;-1,574;-0,104;28,642;-2,367
"nos";-3,522;0,323;-1,374;0,401;7,209;-2,066
"j";1,395;0,051;0,938;0,866;-3,237;-1,767
"2019";-2,251;16,157;-0,878;0,328;-2,419;-1,32
"2018";-3,012;19,508;0,938;-0,464;-3,237;-1,767
"14";2,257;0,323;0,533;-0,741;-1,649;-0,394
"où";-3,522;-1,887;2,826;-0,741;16,063;-2,066
"là";-3,778;-2,154;-1,474;-0,049;32,017;-2,216
"comment";-3,012;0,051;9,123;3,017;-1,178;-1,767
"aux";-1,013;-3,493;3,978;3,017;1,114;-1,767
"08";0,992;11,73;-0,02;-2,399;-3,511;-1,916
"05";-0,019;10,989;0,001;-2,025;-0,954;-1,618
"très";-0,552;-0,904;0,278;20,938;-2,14;-2,367
"mieux";-3,778;-4,382;-1,474;-2,774;57,407;-2,216
"ils";-0,077;-1,37;0,938;6,466;-0,138;-1,767
"07";0;19,442;-0,977;-1,838;-2,691;-1,469
"tu";-2,251;-0,657;53,906;-0,127;-2,419;-1,32
"ton";-2,757;-0,109;74,005;-2,025;-2,964;-1,618
"savoir";-1,224;0,005;-0,02;-2,399;0,758;3,904
"croire";0,657;-0,031;0,018;1,663;-0,739;-1,469
"2010";-2,757;30,273;-1,076;-0,338;-2,964;-1,618
"toute";-1,224;0,005;-1,274;-2,399;18,497;-1,916
"tous";-0,616;8,3;1,58;-1,838;-0,739;-1,469
"comme";-1,998;-0,448;8,284;0,575;0,077;-1,172
"alerte";47,731;-1,887;-1,374;-2,586;-3,786;-2,066
"2014";-3,267;45,997;-1,274;-2,399;-3,511;-1,916
"2013";-2,757;6,687;-1,076;-2,025;4,013;-1,618
"20";-0,164;7,582;0,712;-0,599;-3,511;-0,296
"vouloir";-2,757;0,159;1,221;-0,338;4,013;-1,618
"m";0,135;3,576;-0,78;0,575;-2,148;-1,172
"in";-1,495;12,99;-0,583;-1,098;-1,607;0,087
"51";-1,998;1,077;29,006;-1,467;-2,148;-1,172
"2020";-0,273;12,944;-0,78;-0,051;-2,148;-1,172
"15";-0,435;16,157;0,06;-1,653;-2,419;-1,32
"to";-1,746;16,38;-0,681;-0,006;-1,877;-1,025
"o";-1,746;9,831;-0,681;-1,282;-0,192;0,017
"an";0,388;-3,198;-1,076;0,067;7,552;-1,618
"29";1,042;2,574;2,04;-1,653;-2,419;-1,32
"00";-0,809;30,273;-1,076;-2,025;-2,964;-1,618
"sans";-1,244;-0,015;-0,485;7,697;-0,003;-0,73
"quelle";-2,504;-0,884;0,018;-1,838;9,27;0,49
"elle";0,135;-0,448;-0,78;7,441;-0,352;-1,172
"depuis";-0,809;-1,122;0,001;0,067;7,552;-1,618
"30";-0,019;10,989;-1,076;-2,025;-0,054;-1,618
"09";3,464;5,805;-0,878;-1,653;-2,419;-1,32
"ça";-1,495;0,424;-0,583;-1,098;7,59;-0,877
"je";-2,251;5,805;0,06;-0,127;0,008;-1,32
"elles";-0,616;-0,031;0,018;9,323;-0,739;-1,469
"ces";-1,998;-2,318;0,138;0,575;8,377;-1,172
"aussi";-2,504;-2,904;-0,977;-1,838;38,044;-1,469
"alors";-2,251;0,639;2,04;5,907;-2,419;-1,32
"2016";-1,746;-0,262;34,481;-1,282;-0,192;-1,025
"1990";20,326;-1,444;-0,485;-0,914;-1,338;-0,73
"18";7,691;-1,153;1,313;-0,73;-1,069;-0,583
"or";-1,244;-1,444;-0,485;-0,914;-1,338;34,648
"f";-0,038;0,424;-0,583;0,008;-0,069;0,087
"autres";-1,746;4,945;0,264;-1,282;0,243;-1,025
"après";-1,998;0,034;0,138;3,038;0,077;-1,172
"24";0,692;2,676;-0,583;0,008;-1,607;-0,877
"21";0,339;-0,262;3,436;0,945;-1,877;-1,025
"2021";-0,745;10,49;-0,291;-0,547;-0,801;-0,437
"2017";0,692;6,864;-0,583;-1,098;-1,607;-0,877
"trois";-1,495;-1,734;0,465;-1,098;14,143;-0,877
"toutes";-1,746;-0,262;-0,681;-1,282;17,806;-1,025
"sa";-1,244;-0,015;-0,485;2,344;1,093;-0,73
"personne";-1,746;0,16;-0,681;-0,006;5,553;-1,025
"mon";-0,745;3,42;-0,291;0,746;-0,801;-0,437
"mes";-1,746;9,831;-0,681;0,945;-1,877;-1,025
"falloir";-0,994;-1,153;-0,388;22,119;-1,069;-0,583
"contre";-0,994;-1,153;8,496;0,286;0,039;-0,583
"cela";-1,746;-0,262;-0,681;-0,006;10,811;-1,025
"autre";-1,244;-1,444;-0,485;2,344;4,607;-0,73
"36";-1,495;12,99;0,465;-1,098;-1,607;-0,877
"2023";-0,745;0,211;-0,291;-0,547;3,782;-0,437
"2022";-0,994;0,017;8,496;-0,73;0,039;-0,583
"u";-1,244;17,524;-0,485;-0,914;-1,338;-0,73
"toujours";-1,244;-1,444;-0,485;-0,914;18,91;-0,73
"ta";-1,244;-1,444;52,106;-0,914;-1,338;-0,73
"pourquoi";-1,495;0,424;-0,583;5,567;-0,069;-0,877
"plein";3,458;-0,111;-0,583;-1,098;0,553;-0,877
"chaque";-1,495;-0,111;-0,583;0,008;7,59;-0,877
"47";-1,244;9,664;-0,485;-0,914;-0,003;-0,73
"46";-0,994;14,003;-0,388;-0,73;-1,069;-0,583
"28";0,067;6,441;-0,388;-0,73;-1,069;-0,583
"25";0,692;6,864;-0,583;-1,098;-1,607;-0,877
"1995";15,322;-1,734;0,465;-1,098;-1,607;-0,877
"votre";-0,745;-0,864;-0,291;6,087;0,276;-0,437
"vos";-0,994;0,017;1,313;0,286;0,039;-0,583
"toi";-0,745;0,211;12,556;-0,547;-0,801;-0,437
"moins";-1,244;-0,015;0,785;2,344;-0,003;-0,73
"lui";0,067;0,017;1,313;-0,73;0,039;-0,583
"ici";-0,994;6,441;-0,388;0,286;-1,069;-0,583
"grâce";0,067;-1,153;1,313;3,703;-1,069;-0,583
"certains";-0,745;3,42;-0,291;-0,547;0,276;-0,437
"attention";-0,745;0,211;12,556;-0,547;-0,801;-0,437
"ailleurs";-0,994;0,017;1,313;3,703;-1,069;-0,583
"afin";-1,244;-1,444;-0,485;-0,914;18,91;-0,73
"70";5,102;-1,444;-0,485;0,083;-0,003;-0,73
"57";-1,244;9,664;-0,485;-0,914;-0,003;-0,73
"35";-1,244;17,524;-0,485;-0,914;-1,338;-0,73
"33";-0,994;6,441;-0,388;-0,73;0,039;-0,583
"26";-1,244;17,524;-0,485;-0,914;-1,338;-0,73
"22";-1,244;9,664;0,785;-0,914;-1,338;-0,73
"2009";-0,994;14,003;-0,388;-0,73;-1,069;-0,583
"000";-1,244;-1,444;-0,485;2,344;4,607;-0,73
"voici";-0,745;10,49;-0,291;-0,547;-0,801;-0,437
"tes";-0,745;0,211;12,556;-0,547;-0,801;-0,437
"non";0,345;0,211;2,257;-0,547;-0,801;-0,437
"moi";-0,994;6,441;1,313;-0,73;-1,069;-0,583
"loin";-0,745;0,211;2,257;0,746;-0,801;-0,437
"hors";-0,994;-1,153;8,496;3,703;-1,069;-0,583
"ha";-0,994;-1,153;-0,388;-0,73;-1,069;27,686
"déjà";-0,994;-1,153;-0,388;0,286;7,059;-0,583
"divers";-0,994;6,441;-0,388;0,286;-1,069;-0,583
"car";0,345;-0,864;2,257;0,746;-0,801;-0,437
"bon";-0,994;-1,153;-0,388;22,119;-1,069;-0,583
"bien";0,345;0,211;-0,291;-0,547;0,276;-0,437
"b";-0,745;0,211;2,257;0,746;-0,801;-0,437
"50";-0,745;-0,864;2,257;6,087;-0,801;-0,437
"41";-0,994;6,441;-0,388;-0,73;0,039;-0,583
"32";-0,994;0,017;21,937;-0,73;-1,069;-0,583
"23";0,345;3,42;-0,291;-0,547;-0,801;-0,437
"100";-0,745;0,211;-0,291;0,746;0,276;-0,437
"vers";-0,745;0,211;-0,291;0,746;0,276;-0,437
"sous";-0,745;-0,864;12,556;0,746;-0,801;-0,437
"me";-0,745;10,49;-0,291;-0,547;-0,801;-0,437
"leur";-0,745;0,211;2,257;0,746;-0,801;-0,437
"deux";-0,745;-0,864;12,556;0,746;-0,801;-0,437
"80";-0,745;3,42;-0,291;0,746;-0,801;-0,437
"42";-0,745;3,42;2,257;-0,547;-0,801;-0,437
"40";-0,745;3,42;-0,291;0,746;-0,801;-0,437
"38";-0,745;0,211;-0,291;0,746;0,276;-0,437
"2007";-0,745;10,49;-0,291;-0,547;-0,801;-0,437
"*provider_wat";21,889;-49,119;-14,548;-28,642;-47,928;428,02
"*user_BTLVRadioTV";0,023;-4,085;-1,374;-0,741;21,804;-2,066
"*user_NURÉATVAucoeurdelinexpliqué";5,102;-1,444;-0,485;0,083;-0,003;-0,73
"*id_aPJbOb5lAa4";-3,433;46,366;0,068;0,215;-11,861;-7,875
"*user_BTLVNuméro1surleMystèreetlInexpliqué";-8,694;57,827;-8,376;-3,917;9,625;-26,713
"*user_shamballah13";12,167;-0,864;-0,291;-0,547;-0,801;-0,437
"*user_Gentside";12,167;-0,864;-0,291;-0,547;-0,801;-0,437
"*id_weCpNpgemig";-10,9;41,762;18,817;-1,294;-9,545;-7,875
"*user_ÉNIGMESEN7SECONDES";-0,496;-0,575;4,238;1,847;-0,533;-0,291
"*user_ExtraterrestresTV";-1,244;17,524;-0,485;-0,914;-1,338;-0,73
"*user_INTROCRATE";15,455;-2,318;-0,78;-0,051;-0,352;-1,172
"*user_LesZinzinsdelespace";0;0;0;0;0;0
"*user_androbate";-1,495;-1,734;-0,583;33,257;-1,607;-0,877
"*user_Lavéritéestailleurs";2,365;-9,853;-3,314;40,481;-0,71;-4,983
"*user_noriko";21,963;-2,698;-1,674;0,069;-0,893;-2,518
"*user_MikeCrissBlog";-28,034;-32,518;-10,936;-20,585;-30,134;780,496
"*user_BTLVBobVousDitTouteLaVérité";-12,221;15,963;-0,717;-2,979;10,413;-4,7
"*user_secureteam10";-5,068;16,799;-1,977;1,458;-3,163;-0,133
"*provider_dailymotion";19,509;-5,271;-0,821;7,63;-4,76;-3,893
"*user_bySankahOfficiel";-2,358;-5,278;127,236;-0,257;-4,891;-2,669
"*user_MrSamPointdinterrogation";0,087;-0,364;7,935;0;-0,252;-1,916
"*user_Introcrate";6,178;-0,262;-0,681;0,945;-1,877;-1,025
"*user_Shamballahtreize";32,638;-2,318;-0,78;-1,467;-2,148;-1,172
"*id_5pggPAvOhM";-4,455;55,493;-2,961;-1,069;-6,943;-0,957
"*user_Brut";1,147;-0,575;4,238;-0,364;-0,533;-0,291
"*user_LeHuffPost";5,102;-1,444;0,785;0,083;-1,338;-0,73
"*provider_youtube";-39,141;57,557;15,895;15,426;55,63;-352,672
"*user_ODHTv";160,617;-9,348;-1,281;-9,038;-13,231;-7,221
"*user_TrèsCurieuxYouCuriousFrench";0,119;-6,482;0,657;40,425;-6,007;-3,278
"*user_odezenne";0;0;0;0;0;0
"*user_BTLVLemédiacomplémentaire";-1,799;-10,788;2,895;0,478;19,036;-3,327
"*user_FuriousJumper";-1,244;-1,444;31,758;0,083;-1,338;-0,73
"*user_Scicos";-0,474;-7,357;-1,425;106,094;-9,131;-4,983
"*user_BobVousDitTouteLaVérité";-26,646;21,555;5,605;-6,109;29,363;-31,283
"*user_GillusZG";58,765;-6,18;0,806;-3,912;-5,727;-3,125
"*id_xp18wTH8Kd0";-35,908;102,348;-7,366;-2,669;6,817;-21,066
