"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16";"classe 17";"classe 18"
"*notice_4010937001";13,922;0,887;0,034;-0,528;-0,493;-0,546;-0,708;-0,708;-0,671;-0,415;-0,372;22,906;0,144;-0,726;-0,441;-0,875;-0,662;-0,363
"*notice_338089005";-0,101;-0,086;-0,183;-0,105;-0,098;-0,109;-0,141;-0,141;-0,133;-0,082;-0,074;-0,117;-0,15;-0,144;-0,088;-0,174;-0,132;55,588
"*duree_01572800";0,008;1,31;-0,025;-0,496;2,83;2,163;-2,826;-0,135;2,972;4,212;5,264;1,717;0,034;-2,899;-1,76;-3,492;-2,644;-1,45
"*notice_818268001";-0,101;-0,086;-0,183;-0,105;9,259;-0,109;-0,141;-0,141;-0,133;-0,082;-0,074;-0,117;5,734;-0,144;-0,088;-0,174;-0,132;-0,072
"*annéededatediffusion_2005";1,187;-0,871;35,497;4,311;1,301;-1,101;-1,427;-0,081;-0,054;-0,836;-0,75;-0,011;-0,12;-1,464;-0,889;-1,763;-1,335;-0,732
"*annéededatediffusion_2006";67,31;-0,915;0,036;-0,002;-1,045;-1,157;-1,5;-1,5;-0,08;0,037;7,164;-0,024;1,772;-1,538;-0,934;-1,853;-1,403;-0,77
"*annéededatediffusion_2007";5,055;0,065;0,116;1,254;0,016;-1,045;-1,355;19,693;-0,032;7,119;-0,712;-1,13;-1,442;-1,39;-0,844;-1,674;-1,268;-0,695
"*annéededatediffusion_2000";-0,038;-0,001;-0,637;12,158;3,087;-1,381;-1,791;1,231;1,443;-1,05;5,299;0,297;0,043;-1,837;-1,115;-2,213;-1,676;0,021
"*annéededatediffusion_2001";-0,101;-0,086;-0,183;-0,105;-0,098;-0,109;-0,141;6,165;-0,133;-0,082;-0,074;7,577;-0,15;-0,144;-0,088;-0,174;-0,132;-0,072
"*annéededatediffusion_2002";-0,977;-0,827;0,116;18,555;79,114;-1,045;-1,355;-1,355;-0,032;-0,794;0,164;-1,13;-0,085;-1,39;-0,844;-1,674;-1,268;-0,695
"*annéededatediffusion_2003";-0,203;-0,172;-0,367;41,573;3,732;-0,217;-0,282;-0,282;-0,267;-0,165;-0,148;-0,235;-0,3;-0,289;-0,175;-0,348;-0,264;-0,145
"*annéededatediffusion_2008";-1,398;-0,012;-0,034;5,639;0,467;-1,494;-0,367;-0,367;0,064;-1,135;0,002;14,699;9,933;-0,4;-1,206;-2,394;-1,813;-0,994
"*annéededatediffusion_2009";6,175;8,01;0,257;-0,903;-0,843;0,02;-1,21;-1,21;-0,004;2,77;-0,636;10,675;-0,031;-1,241;-0,754;-1,495;-1,132;-0,621
"*notice_340923007";-0,101;-0,086;-0,183;-0,105;-0,098;-0,109;-0,141;-0,141;-0,133;-0,082;-0,074;-0,117;-0,15;-0,144;-0,088;-0,174;-0,132;55,588
"*duree_00554700";-0,101;-0,086;-0,183;-0,105;-0,098;-0,109;-0,141;-0,141;-0,133;-0,082;-0,074;-0,117;26,792;-0,144;-0,088;-0,174;-0,132;-0,072
"*annéededatediffusion_2018";-6,779;3,758;-6,067;-4,878;0,026;-1,941;-0,131;-5,258;-1,02;-3,444;-2,908;4,919;-0,025;-9,638;0,848;267,105;-8,792;-4,822
"*notice_1057726064";-0,203;-0,172;-0,367;-0,21;-0,196;-0,217;-0,282;-0,282;-0,267;-0,165;-0,148;-0,235;-0,3;-0,289;-0,175;46,245;-0,264;-0,145
"*duree_00235200";-0,254;-0,215;-0,459;-0,263;-0,246;-0,272;-0,352;-0,352;1,622;-0,207;-0,185;-0,294;-0,375;-0,362;-0,22;-0,436;-0,33;87,553
"*duree_01340300";0,781;-0,389;-0,829;-0,475;0,847;-0,491;-0,637;-0,637;-0,604;-0,373;1,508;13,401;9,743;-0,653;-0,396;-0,787;-0,596;-0,327
"*duree_00093300";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;34,656;-0,198;-0,108
"*notice_1172103001";-0,459;-0,389;-0,829;-0,475;16,756;-0,491;-0,637;-0,637;-0,604;-0,373;105,23;-0,531;-0,678;-0,653;-0,396;-0,787;-0,596;-0,327
"*notice_5516512001";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*notice_6795508001";-0,203;-0,172;1,444;-0,21;-0,196;-0,217;-0,282;-0,282;2,411;-0,165;-0,148;15,178;-0,3;-0,289;-0,175;-0,348;-0,264;-0,145
"*partdemarche_89";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*duree_01333500";-0,101;-0,086;-0,183;-0,105;-0,098;-0,109;-0,141;-0,141;30,073;-0,082;-0,074;-0,117;-0,15;-0,144;-0,088;-0,174;-0,132;-0,072
"*notice_1198194014";-0,051;-0,043;10,943;-0,052;-0,049;-0,054;-0,07;-0,07;-0,067;-0,041;-0,037;-0,059;-0,075;-0,072;-0,044;-0,087;-0,066;-0,036
"*partdemarche_83";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*partdemarche_82";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*annéededatediffusion_2011";0,325;0,548;1,084;-0,635;-0,593;-0,656;-0,851;14,163;0,09;-0,499;-0,447;0,182;-0,906;-0,873;-0,53;-1,051;-0,796;6,277
"*partdemarche_87";-0,717;-0,607;57,633;-0,742;-0,693;-0,767;1,378;0,008;-0,943;0,38;0,53;-0,829;-1,058;-1,02;-0,619;-1,228;-0,93;-0,51
"*partdemarche_86";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;4,446;3,232;3,398;-0,131;-0,261;-0,198;-0,108
"*audiencehomme_62";-0,203;-0,172;1,444;-0,21;-0,196;-0,217;2,225;2,225;-0,267;-0,165;-0,148;2,909;-0,3;-0,289;-0,175;-0,348;-0,264;-0,145
"*partdemarche_18";-0,203;-0,172;-0,367;-0,21;-0,196;16,568;-0,282;-0,282;-0,267;-0,165;-0,148;-0,235;-0,3;-0,289;-0,175;-0,348;2,46;5,536
"*partdemarche_19";-0,977;-0,827;-1,764;-1,011;-0,944;-1,045;-1,355;-0,053;3,001;0,087;-0,712;-1,13;-1,442;-1,39;-0,844;-1,674;7,388;138,818
"*audience_28";-1,557;-1,317;32,027;1,636;1,968;-1,664;-0,522;-2,158;0,009;30,403;3,718;-1,8;-2,297;-2,214;-1,344;-2,666;-2,019;-1,107
"*partdemarche_17";-0,925;-0,783;-1,67;-0,957;-0,893;-0,989;-1,282;-1,282;3,387;-0,751;-0,674;-1,07;-1,365;-1,315;-0,798;-1,584;33,794;91,277
"*partdemarche_14";-0,925;-0,783;-0,19;-0,957;-0,893;0,007;7,305;0,617;-1,216;7,775;-0,674;-1,07;-1,365;-1,315;-0,798;-1,584;33,794;-0,658
"*partdemarche_15";-0,562;-0,476;1,389;-0,582;-0,543;0,356;-0,779;-0,779;2,7;-0,457;-0,409;0,269;-0,83;-0,799;-0,485;-0,963;8,544;7,146
"*partdemarche_12";-1,931;-0,192;0,293;0,015;-1,865;2,516;3,005;-0,083;1,357;4,722;-1,406;4,643;2,532;-2,746;-1,667;-3,307;-0,79;-1,374
"*partdemarche_13";-0,873;-0,739;0,257;-0,903;-0,843;20,829;14,676;-0,013;-1,148;0,169;-0,636;-1,009;-1,288;-1,241;-0,754;-1,495;3,926;-0,621
"*partdemarche_10";-0,203;-0,172;-0,367;-0,21;-0,196;-0,217;2,225;2,225;13,121;-0,165;-0,148;-0,235;-0,3;-0,289;-0,175;-0,348;-0,264;-0,145
"*partdemarche_11";-2,692;-0,005;-0,02;5,169;-0,873;8,039;14,754;-0,604;-0,012;2,119;0,021;0,012;-0,095;-3,828;-2,324;-0,32;-1,624;-1,915
"*duree_00402700";-0,152;6,515;-0,275;5,108;-0,147;-0,163;-0,211;3,516;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"*annéededatediffusion_2014";-1,366;-0,954;-0,937;-3,301;-1,273;8,678;0,323;4,712;0,469;-2,592;-0,656;-0,583;117,244;-4,537;-2,754;-5,465;-4,139;-2,27
"*duree_00471500";-0,305;-0,258;-0,551;-0,316;-0,295;-0,327;7,048;35,525;-0,402;-0,248;-0,222;-0,353;-0,451;-0,434;-0,264;-0,523;-0,396;-0,217
"*audience_14";-0,101;-0,086;-0,183;-0,105;-0,098;-0,109;6,165;-0,141;-0,133;-0,082;-0,074;-0,117;5,734;-0,144;-0,088;-0,174;-0,132;-0,072
"*audience_15";-0,333;0,106;31,709;-0,392;-3,135;-3,472;-1,126;0;-0,963;-0,903;-0,015;2,27;0,152;32,656;-2,803;-5,561;-4,212;-2,31
"*partdemarche_178";-0,152;-0,129;-0,275;-0,158;-0,147;4,904;3,516;-0,211;-0,2;-0,124;-0,111;4,446;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"*audience_17";-0,152;-0,129;13,307;-0,158;-0,147;-0,163;-0,211;-0,211;3,769;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"*notice_5905674001";1,843;2,411;0,539;-0,316;-0,295;-0,327;-0,423;1,004;1,118;-0,248;3,02;-0,353;-0,451;-0,434;-0,264;-0,523;-0,396;-0,217
"*duree_00465400";-0,101;-0,086;-0,183;-0,105;-0,098;-0,109;28,527;-0,141;-0,133;-0,082;-0,074;-0,117;-0,15;-0,144;-0,088;-0,174;-0,132;-0,072
"*audience_12";13,674;6,099;-4,86;-4,001;-0,611;-4,135;-3,332;-5,361;-3,075;-1,322;-2,816;-0,273;-2,06;-5,499;616,22;-6,624;-5,017;-2,751
"*notice_364519007";-0,101;-0,086;-0,183;-0,105;-0,098;-0,109;-0,141;-0,141;-0,133;-0,082;-0,074;-0,117;-0,15;-0,144;-0,088;-0,174;-0,132;55,588
"*partdemarche_07";-0,977;-0,827;-1,764;-1,011;-0,944;0,001;2,679;-1,355;-0,032;2,196;-0,712;-1,13;-1,442;-1,39;-0,844;79,928;-1,268;-0,695
"*notice_2579461001";-0,254;-0,215;-0,459;-0,263;14,096;-0,272;-0,352;-0,352;-0,334;-0,207;-0,185;-0,294;21,821;-0,362;-0,22;-0,436;-0,33;-0,181
"*audience_19";-0,203;-0,172;-0,367;-0,21;-0,196;-0,217;-0,282;2,225;-0,267;-0,165;-0,148;2,909;2,018;2,139;-0,175;-0,348;-0,264;-0,145
"*partdemarche_175";-0,203;-0,172;-0,367;-0,21;-0,196;-0,217;-0,282;30,657;-0,267;4,682;-0,148;-0,235;-0,3;-0,289;-0,175;-0,348;-0,264;-0,145
"*duree_01390200";-0,459;-0,389;-0,829;-0,475;16,756;-0,491;-0,637;-0,637;-0,604;-0,373;105,23;-0,531;-0,678;-0,653;-0,396;-0,787;-0,596;-0,327
"*duree_00244800";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*notice_4586949001";-0,203;-0,172;-0,367;-0,21;-0,196;-0,217;-0,282;57,145;-0,267;-0,165;-0,148;-0,235;-0,3;-0,289;-0,175;-0,348;-0,264;-0,145
"*notice_6394432001";-0,051;-0,043;-0,092;-0,052;-0,049;-0,054;-0,07;14,252;-0,067;-0,041;-0,037;-0,059;-0,075;-0,072;-0,044;-0,087;-0,066;-0,036
"*notice_1065362011";-0,101;-0,086;-0,183;-0,105;-0,098;-0,109;28,527;-0,141;-0,133;-0,082;-0,074;-0,117;-0,15;-0,144;-0,088;-0,174;-0,132;-0,072
"*notice_583377018";-0,101;-0,086;21,903;-0,105;-0,098;-0,109;-0,141;-0,141;-0,133;-0,082;-0,074;-0,117;-0,15;-0,144;-0,088;-0,174;-0,132;-0,072
"*chaine_Gulli";-0,717;0,33;-1,295;2,59;-0,693;-0,767;-0,994;5,104;12,052;0,38;-0,522;-0,829;4,581;-1,02;-0,619;-1,228;-0,93;-0,51
"*audience_64";0,166;-0,607;-1,295;8,094;46,442;-0,767;-0,994;5,104;-0,943;0,38;-0,522;-0,829;-1,058;-1,02;-0,619;-1,228;-0,93;-0,51
"*publicgroupe_Plusdedouzeans";0,325;0,548;1,084;-0,635;-0,593;-0,656;2,018;-0,851;2,247;-0,499;0,805;2,873;0,035;-0,873;-0,53;-1,051;-0,796;-0,437
"*audience_66";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;-0,211;42,824;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"*duree_00465100";-0,152;6,515;-0,275;-0,158;-0,147;-0,163;-0,211;3,516;-0,2;-0,124;7,771;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"*notice_71438207";-0,203;-0,172;-0,367;-0,21;-0,196;-0,217;-0,282;-0,282;-0,267;-0,165;-0,148;-0,235;-0,3;-0,289;-0,175;46,245;-0,264;-0,145
"*notice_341175007";-0,101;-0,086;-0,183;-0,105;-0,098;-0,109;-0,141;-0,141;-0,133;-0,082;-0,074;-0,117;-0,15;-0,144;-0,088;-0,174;-0,132;55,588
"*notice_341175006";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;-0,211;3,516;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;35,763
"*duree_01010400";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;-0,211;42,824;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"*audiencefemme_85";0,589;-0,432;-0,922;13,334;69,413;-0,546;-0,708;-0,708;-0,671;-0,415;-0,372;-0,59;-0,754;-0,726;-0,441;-0,875;-0,662;-0,363
"*notice_6794148001";-0,203;-0,172;-0,367;-0,21;-0,196;-0,217;-0,282;-0,282;32,398;4,682;-0,148;-0,235;-0,3;-0,289;-0,175;-0,348;-0,264;-0,145
"*duree_00511600";-0,101;-0,086;21,903;-0,105;-0,098;-0,109;-0,141;-0,141;-0,133;-0,082;-0,074;-0,117;-0,15;-0,144;-0,088;-0,174;-0,132;-0,072
"*notice_2975409001";10,678;-0,258;-0,551;25,82;-0,295;-0,327;-0,423;-0,423;-0,402;-0,248;-0,222;-0,353;0,878;-0,434;-0,264;-0,523;-0,396;-0,217
"*audiencehomme_29";-1,557;-1,317;32,027;1,636;1,968;-1,664;-0,522;-2,158;0,009;30,403;3,718;-1,8;-2,297;-2,214;-1,344;-2,666;-2,019;-1,107
"*audiencehomme_26";3,193;-1,588;-0,385;0,026;-0,296;-0,424;-2,602;0,19;-0,03;-1,525;-1,367;0;-0,112;96,982;-1,62;-3,215;-2,435;-1,335
"*audiencehomme_24";-0,254;-0,215;-0,459;-0,263;2,655;-0,272;-0,352;23,382;-0,334;-0,207;-0,185;-0,294;1,319;-0,362;-0,22;-0,436;-0,33;-0,181
"*audiencehomme_25";-0,152;-0,129;13,307;-0,158;-0,147;-0,163;-0,211;-0,211;3,769;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"*audiencehomme_22";-1,134;0,011;16,021;3,545;-0,001;-1,213;-1,572;-0,148;0,31;-0,921;0,064;6,852;0,158;-1,613;-0,979;-1,943;-1,471;-0,807
"*audiencefemme_89";-0,152;6,515;-0,275;-0,158;-0,147;-0,163;-0,211;3,516;-0,2;-0,124;7,771;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"*audience_81";-0,101;46,728;-0,183;-0,105;-0,098;-0,109;-0,141;-0,141;-0,133;-0,082;-0,074;-0,117;-0,15;-0,144;-0,088;-0,174;-0,132;-0,072
"*audiencehomme_21";-0,101;-0,086;21,903;-0,105;-0,098;-0,109;-0,141;-0,141;-0,133;-0,082;-0,074;-0,117;-0,15;-0,144;-0,088;-0,174;-0,132;-0,072
"*audiencefemme_19";-0,203;-0,172;-0,367;41,573;3,732;-0,217;-0,282;-0,282;-0,267;-0,165;-0,148;-0,235;-0,3;-0,289;-0,175;-0,348;-0,264;-0,145
"*audiencefemme_18";-0,769;-0,651;-0,058;25,787;60,229;-0,822;-1,066;-1,066;0,005;-0,625;0,428;-0,889;-1,135;-1,093;-0,664;-1,317;-0,998;-0,547
"*notice_5480252001";-0,614;0,548;0;-0,635;-0,593;-0,656;-0,851;6,718;0,09;-0,499;-0,447;0,182;22,55;-0,873;-0,53;-1,051;-0,796;-0,437
"*notice_584296018";-0,101;-0,086;-0,183;8,579;-0,098;8,271;-0,141;-0,141;-0,133;-0,082;-0,074;-0,117;-0,15;-0,144;-0,088;-0,174;-0,132;-0,072
"*audiencefemme_13";2,751;-0,036;0,253;-1,153;-0,179;-4,688;-6,077;-6,077;-5,765;-0,502;1,726;-1,555;-0,082;-6,234;541,806;-7,509;-5,687;-3,119
"*audiencefemme_12";-1,663;26,284;-0,194;7,861;40,64;-0,273;-2,305;-2,305;-2,187;-1,351;-0,018;3,048;0,297;-2,365;-1,436;-2,849;-2,157;-1,183
"*audiencefemme_11";13,876;-0,081;-1,181;1,34;-1,606;-1,778;-2,305;-0,632;0;-1,351;-1,211;3,048;-2,455;71,826;-1,436;-2,849;-2,157;-1,183
"*audiencefemme_17";1,81;-0,739;-1,576;1,676;13,792;-0,933;-1,21;-1,21;-1,148;-0,709;50,589;0,004;-0,031;-0,019;-0,754;-1,495;-1,132;-0,621
"*duree_00521400";22,187;-0,302;0,32;1,288;-0,344;-0,381;-0,494;-0,494;-0,469;1,98;2,361;-0,412;-0,526;-0,507;-0,308;-0,611;-0,463;-0,254
"*audiencefemme_15";58,631;0,174;-5,559;0,005;-2,974;-1,454;-0,961;-4,268;-2,122;-0,795;-0,595;0,216;-2,571;140,841;-2,658;-5,274;-3,994;-2,191
"*audiencefemme_14";0,184;27,503;0,07;8,347;1,796;-1,721;-0,001;-2,232;0,002;-1,308;-1,172;3,302;0,363;-2,289;-1,39;-2,757;-2,088;-1,145
"*duree_00445500";13,535;-0,215;-0,459;-0,263;-0,246;-0,272;-0,352;-0,352;-0,334;-0,207;19,432;-0,294;1,319;-0,362;-0,22;-0,436;-0,33;-0,181
"*duree_00472900";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;42,824;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"*partdemarche_31";-1,038;-0,016;-1,529;-2,899;-2,706;-2,996;-3,884;-3,884;-1,795;-2,276;-2,04;-3,24;-2,197;-3,985;856,328;-4,8;-0,547;-1,993
"*partdemarche_426";-0,717;3,718;7,518;-0,742;0,196;-0,767;-0,994;0,008;1,563;-0,583;25,819;-0,829;-1,058;-1,02;-0,619;-1,228;-0,93;-0,51
"*audiencefemme_116";0,008;1,31;-0,025;-0,496;2,83;2,163;-2,826;-0,135;2,972;4,212;5,264;1,717;0,034;-2,899;-1,76;-3,492;-2,644;-1,45
"*chaine_NRJ12";-2,528;-2,139;-4,563;-2,615;-2,441;-2,703;-3,503;-0,467;0;-2,053;-1,84;-2,923;-3,73;-3,594;-2,182;-4,329;-3,279;1101,822
"*duree_01262100";0,589;-0,432;-0,922;0,537;-0,493;-0,546;-0,708;-0,708;0,243;-0,415;-0,372;4,035;28,852;-0,726;-0,441;-0,875;-0,662;-0,363
"*duree_00425400";11,072;0,065;-1,764;-1,011;-0,944;0,001;0,495;-1,355;-1,285;-0,794;-0,712;-1,13;-1,442;80,599;-0,844;-1,674;-1,268;-0,695
"*notice_550476001";-0,152;-0,129;-0,275;5,108;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;7,771;4,446;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"*duree_00464000";-0,101;-0,086;21,903;-0,105;-0,098;-0,109;-0,141;-0,141;-0,133;-0,082;-0,074;-0,117;-0,15;-0,144;-0,088;-0,174;-0,132;-0,072
"*duree_00102400";-0,203;-0,172;-0,367;-0,21;-0,196;-0,217;-0,282;-0,282;-0,267;-0,165;-0,148;-0,235;-0,3;-0,289;-0,175;46,245;-0,264;-0,145
"*notice_781122027";-0,859;0;-2,668;-2,672;-2,494;-2,761;-3,579;-3,579;-3,395;-2,098;-1,88;-2,986;-1,903;-3,672;930,606;-4,423;-3,35;-1,837
"*duree_00232500";-0,101;-0,086;-0,183;-0,105;-0,098;-0,109;-0,141;6,165;6,55;-0,082;-0,074;-0,117;-0,15;-0,144;-0,088;-0,174;-0,132;-0,072
"*notice_337967005";-0,101;-0,086;-0,183;-0,105;-0,098;-0,109;-0,141;-0,141;-0,133;-0,082;-0,074;-0,117;-0,15;-0,144;-0,088;-0,174;-0,132;55,588
"*duree_00242000";-0,101;-0,086;-0,183;-0,105;-0,098;-0,109;-0,141;-0,141;-0,133;-0,082;-0,074;-0,117;26,792;-0,144;-0,088;-0,174;-0,132;-0,072
"*notice_1287763012";-0,101;-0,086;-0,183;-0,105;-0,098;36,982;-0,141;-0,141;-0,133;-0,082;-0,074;-0,117;-0,15;-0,144;-0,088;-0,174;-0,132;-0,072
"*notice_1287763013";-0,101;-0,086;-0,183;-0,105;-0,098;36,982;-0,141;-0,141;-0,133;-0,082;-0,074;-0,117;-0,15;-0,144;-0,088;-0,174;-0,132;-0,072
"*duree_00524400";-0,305;-0,258;-0,551;-0,316;-0,295;9,832;18,555;-0,423;-0,402;2,567;-0,222;-0,353;-0,451;-0,434;-0,264;-0,523;-0,396;-0,217
"*notice_536194069";-0,101;-0,086;-0,183;-0,105;-0,098;-0,109;-0,141;28,527;-0,133;-0,082;-0,074;-0,117;-0,15;-0,144;-0,088;-0,174;-0,132;-0,072
"*notice_1057960062";-0,203;-0,172;-0,367;-0,21;-0,196;-0,217;-0,282;-0,282;-0,267;-0,165;-0,148;-0,235;-0,3;-0,289;-0,175;46,245;-0,264;-0,145
"*duree_00221100";-0,101;-0,086;-0,183;-0,105;-0,098;-0,109;-0,141;-0,141;-0,133;-0,082;-0,074;-0,117;-0,15;-0,144;-0,088;-0,174;-0,132;55,588
"*notice_446480033";-0,101;-0,086;4,52;-0,105;-0,098;-0,109;-0,141;-0,141;6,55;-0,082;-0,074;-0,117;-0,15;-0,144;-0,088;-0,174;-0,132;-0,072
"*duree_00274200";-0,101;-0,086;-0,183;-0,105;-0,098;-0,109;-0,141;-0,141;-0,133;-0,082;-0,074;-0,117;-0,15;-0,144;-0,088;-0,174;-0,132;55,588
"*partdemarche_395";0,589;-0,432;-0,922;13,334;69,413;-0,546;-0,708;-0,708;-0,671;-0,415;-0,372;-0,59;-0,754;-0,726;-0,441;-0,875;-0,662;-0,363
"*notice_6195467001";-0,101;-0,086;-0,183;-0,105;-0,098;-0,109;-0,141;-0,141;-0,133;11,188;12,594;-0,117;-0,15;-0,144;-0,088;-0,174;-0,132;-0,072
"*notice_1192436013";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*notice_189392001";-0,203;-0,172;-0,367;17,186;3,732;-0,217;-0,282;-0,282;-0,267;-0,165;-0,148;-0,235;2,018;-0,289;-0,175;-0,348;-0,264;-0,145
"*notice_338353005";-0,101;-0,086;-0,183;-0,105;-0,098;-0,109;-0,141;-0,141;-0,133;-0,082;-0,074;-0,117;-0,15;-0,144;-0,088;-0,174;-0,132;55,588
"*duree_00100200";-0,203;-0,172;-0,367;-0,21;-0,196;-0,217;-0,282;-0,282;-0,267;-0,165;-0,148;-0,235;-0,3;-0,289;-0,175;46,245;-0,264;-0,145
"*duree_00102100";-0,203;-0,172;-0,367;-0,21;-0,196;-0,217;-0,282;-0,282;-0,267;-0,165;-0,148;-0,235;-0,3;-0,289;-0,175;46,245;-0,264;-0,145
"*partdemarche_16";-0,357;-0,302;-0,644;-0,369;-0,344;-0,381;5,562;-0,494;-0,469;1,98;-0,26;-0,412;0,584;-0,507;-0,308;-0,611;16,378;-0,254
"*notice_4202382001";1,843;2,411;0,539;-0,316;-0,295;-0,327;1,004;-0,423;-0,402;-0,248;3,02;-0,353;0,878;-0,434;-0,264;-0,523;-0,396;-0,217
"*notice_2954287001";-0,101;-0,086;-0,183;-0,105;-0,098;-0,109;-0,141;6,165;6,55;-0,082;-0,074;-0,117;-0,15;-0,144;-0,088;-0,174;-0,132;-0,072
"*duree_00383500";0,657;1,107;-0,566;-1,282;-0,014;-1,325;-1,718;-0,229;-1,63;0,003;-0,902;-1,433;-0,294;121,444;-1,07;-2,123;-1,608;-0,882
"*audiencefemme_23";-0,614;0,548;0;-0,635;-0,593;-0,656;-0,851;6,718;0,09;-0,499;-0,447;0,182;22,55;-0,873;-0,53;-1,051;-0,796;-0,437
"*duree_00101300";-0,203;-0,172;-0,367;-0,21;-0,196;-0,217;-0,282;-0,282;-0,267;-0,165;-0,148;-0,235;-0,3;-0,289;-0,175;46,245;-0,264;-0,145
"*notice_1056738059";-0,203;-0,172;-0,367;-0,21;-0,196;-0,217;-0,282;-0,282;-0,267;-0,165;-0,148;-0,235;-0,3;-0,289;-0,175;46,245;-0,264;-0,145
"*duree_00215000";-0,101;-0,086;-0,183;-0,105;-0,098;-0,109;-0,141;28,527;-0,133;-0,082;-0,074;-0,117;-0,15;-0,144;-0,088;-0,174;-0,132;-0,072
"*duree_00102900";-0,203;-0,172;-0,367;-0,21;-0,196;-0,217;-0,282;-0,282;-0,267;-0,165;-0,148;-0,235;-0,3;-0,289;-0,175;46,245;-0,264;-0,145
"*notice_714248058";-0,203;-0,172;-0,367;-0,21;-0,196;-0,217;-0,282;-0,282;-0,267;-0,165;-0,148;-0,235;-0,3;-0,289;-0,175;46,245;-0,264;-0,145
"*notice_1137894018";-0,101;-0,086;-0,183;-0,105;-0,098;-0,109;28,527;-0,141;-0,133;-0,082;-0,074;-0,117;-0,15;-0,144;-0,088;-0,174;-0,132;-0,072
"*partdemarche_51";-0,101;-0,086;-0,183;-0,105;-0,098;-0,109;-0,141;-0,141;-0,133;11,188;12,594;-0,117;-0,15;-0,144;-0,088;-0,174;-0,132;-0,072
"*partdemarche_56";4,522;-1,362;-0,154;0,145;-0,148;-0,238;-2,232;-2,232;-0,495;-1,308;-1,172;1,044;-0,683;102,184;-1,39;-2,757;-2,088;-1,145
"*partdemarche_55";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*duree_00492800";-0,101;-0,086;-0,183;8,579;-0,098;-0,109;-0,141;-0,141;-0,133;-0,082;-0,074;-0,117;5,734;-0,144;-0,088;-0,174;-0,132;-0,072
"*duree_00211700";-0,101;-0,086;-0,183;-0,105;-0,098;-0,109;-0,141;6,165;6,55;-0,082;-0,074;-0,117;-0,15;-0,144;-0,088;-0,174;-0,132;-0,072
"*notice_89320607";-0,101;-0,086;4,52;-0,105;-0,098;-0,109;-0,141;6,165;-0,133;-0,082;-0,074;-0,117;-0,15;-0,144;-0,088;-0,174;-0,132;-0,072
"*partdemarche_135";8,908;-0,086;-0,183;-0,105;-0,098;-0,109;-0,141;6,165;-0,133;-0,082;-0,074;-0,117;-0,15;-0,144;-0,088;-0,174;-0,132;-0,072
"*partdemarche_132";-0,357;-0,302;-0,644;1,288;23,092;1,208;-0,494;-0,494;-0,469;-0,29;-0,26;-0,412;5,081;-0,507;-0,308;-0,611;-0,463;-0,254
"*partdemarche_133";-0,269;-0,121;-3,195;-1,831;-0,233;-1,893;-2,453;0,292;-2,327;-1,438;-0,039;0,008;239,237;-2,517;-1,528;-3,032;-2,296;-1,259
"*audiencefemme_63";5,326;-0,129;-0,275;5,108;-0,147;-0,163;-0,211;-0,211;3,769;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"*duree_00210400";-0,101;-0,086;-0,183;-0,105;-0,098;8,271;-0,141;-0,141;6,55;-0,082;-0,074;-0,117;-0,15;-0,144;-0,088;-0,174;-0,132;-0,072
