"";"X.chaine_6ter";"X.chaine_ARTE";"X.chaine_C8";"X.chaine_Canal";"X.chaine_CanalFamily";"X.chaine_D17";"X.chaine_Direct8";"X.chaine_France2";"X.chaine_France3";"X.chaine_France4";"X.chaine_France5";"X.chaine_FranceO";"X.chaine_Gulli";"X.chaine_LaCinquième";"X.chaine_M6";"X.chaine_MonteCarloTMC";"X.chaine_NRJ12";"X.chaine_NT1";"X.chaine_Numéro23";"X.chaine_RMCDécouverteHD24";"X.chaine_RMCStory";"X.chaine_TF1";"X.chaine_TFX";"X.chaine_W9"
"spatial";-0,0238;0,2989;-0,6302;0,7674;-0,0092;-0,0085;-0,3263;-0,5975;2,8386;-3,1161;3,4055;-0,0085;1,5732;-0,0035;-0,1828;-0,7079;-0,2852;-0,0551;-0,0355;-0,1412;-0,233;0,7447;-0,011;-0,0046
"écrivain";-0,0321;-0,4093;6,0607;1,6256;-0,0125;-0,0115;-0,4406;1,5154;-0,3022;-4,2074;0,2252;-0,0115;-0,1513;-0,0048;-0,2468;0,4499;-0,385;-0,0745;-0,048;-0,1907;-0,855;-0,8999;-0,0149;-0,0062
"terre";0,5063;-2,0663;-4,2958;8,458;0,8703;-0,058;-2,2242;-2,311;2,0919;-14,4646;-0,2723;-0,058;3,4211;-0,0242;0,5025;-2,3017;-0,2584;0,2372;-0,2422;3,4296;13,8009;-1,2356;0,7998;-0,0314
"tv";-0,0167;0,4129;1,8683;0,7126;-0,0065;-0,006;-0,2284;0,2089;0,5188;-2,1809;-0,2037;-0,006;-0,0784;-0,0025;-0,1279;1,7035;-0,1996;-0,0386;-0,0249;-0,0988;-0,4432;-0,4665;-0,0077;-0,0032
"criminalité";-0,0655;-0,8342;-1,7343;-2,7867;-0,0254;-0,0234;-0,898;-1,6442;-0,6159;28,7135;-0,8009;-0,0234;-0,3084;-0,0098;-0,503;-1,9483;-0,7848;-0,1518;-0,0978;-0,3887;-1,7427;-1,8342;-0,0303;-0,0127
"projet";1,5276;0,4966;-0,3465;-0,1839;-0,0051;-0,0047;2,1808;-0,3285;-0,1231;-1,7135;-0,16;-0,0047;0,8784;-0,002;-0,1005;1,3094;-0,1568;-0,0303;-0,0195;-0,0777;0,2585;-0,3665;-0,006;-0,0025
"retourner";-0,0119;-0,1515;-0,315;1,7503;-0,0046;-0,0043;-0,1631;0,3034;0,6438;-1,5577;-0,1455;-0,0043;-0,056;-0,0018;-0,0914;0,2539;-0,1425;-0,0276;-0,0178;-0,0706;0,286;0,7816;-0,0055;-0,0023
"animer";-0,0119;-0,1515;-0,315;-0,1566;-0,0046;-0,0043;-0,1631;3,6117;-0,1119;-1,5577;0,5457;-0,0043;-0,056;-0,0018;-0,0914;-0,3539;-0,1425;-0,0276;-0,0178;-0,0706;-0,3166;1,4875;-0,0055;-0,0023
"christophe";-0,0643;0,2543;39,2362;-1,264;-0,0249;-0,023;0,2243;0,3128;-0,6047;-8,4204;-0,3325;-0,023;-0,3028;-0,0096;-0,4939;-1,9128;-0,7705;-0,149;-0,096;-0,3816;-1,711;-1,8008;-0,0297;-0,0125
"espace";-0,0619;0,579;-1,6396;-0,5096;-0,024;-0,0222;0,2395;-1,5544;9,3773;-6,7372;4,3462;2,9269;4,2809;-0,0092;1,0272;0,659;-0,3044;-0,1435;-0,0925;-0,3674;-0,549;-1,7341;-0,0286;-0,012
"vie";-0,1443;3,0293;-2,1079;4,8449;-0,0559;-0,0516;0,7969;5,3734;1,052;-15,746;-1,0532;-0,0516;-0,2681;-0,0215;-0,2698;-0,8068;-1,7288;0,2701;1,0572;1,3329;1,3487;-0,4918;-0,0667;-0,028
"mort";-0,019;0,3687;-0,5041;-0,3359;-0,0074;-0,0068;0,9361;0,5404;0,4713;-2,4926;-0,2328;-0,0068;-0,0897;-0,0028;0,5439;0,4441;0,3887;-0,0441;4,4492;-0,113;-0,5065;0,4775;-0,0088;-0,0037
"teen";-0,1251;-1,5943;-3,3145;-4,1785;-0,0485;-0,0448;-1,7161;-3,1423;-1,177;52,5313;-1,5306;-0,0448;-0,5894;-0,0187;-0,9613;-3,7234;-1,4997;-0,29;-0,1869;-0,7427;-3,3305;-3,5054;-0,0579;-0,0243
"tester";-0,0119;-0,1515;-0,315;1,7503;-0,0046;-0,0043;-0,1631;1,6076;-0,1119;-1,5577;-0,1455;-0,0043;-0,056;-0,0018;0,7219;0,2539;-0,1425;-0,0276;-0,0178;-0,0706;-0,3166;0,2711;-0,0055;-0,0023
"science";-0,0155;0,4381;0,2143;2,0148;-0,006;-0,0055;0,413;0,2284;-0,1455;-2,0251;0,4521;-0,0055;-0,0728;-0,0023;0,621;-0,137;-0,1853;-0,0358;-0,0231;0,7201;-0,4115;-0,4332;-0,0071;-0,003
"information";-0,0238;1,5282;-0,2313;2,3876;-0,0092;-0,0085;-0,3263;-0,2128;-0,2238;-3,1161;-0,291;-0,0085;-0,1121;-0,0035;-0,1828;0,6931;-0,2852;-0,0551;-0,0355;-0,1412;0,3817;0,7447;-0,011;-0,0046
"débat";-0,0405;3,8861;13,1629;-0,3216;-0,0157;-0,0145;-0,5549;-1,016;-0,3806;-5,2991;-0,1605;-0,0145;-0,1906;-0,006;-0,3108;0,5625;-0,4849;-0,0938;-0,0604;-0,2402;-1,0768;-1,1334;-0,0187;-0,0078
"signe";-0,0131;-0,1667;-0,3465;-0,1839;-0,0051;-0,0047;1,2229;0,2752;0,6077;-1,7135;-0,16;-0,0047;-0,0616;-0,002;-0,1005;-0,3893;-0,1568;-0,0303;-0,0195;-0,0777;0,2585;3,1605;-0,006;-0,0025
"visuel";-0,0369;0,541;23,2622;-1,5699;-0,0143;-0,0132;-0,5059;-0,4199;-0,347;-4,8312;-0,4512;-0,0132;-0,1738;-0,0055;-0,2834;0,3551;-0,4421;-0,0855;-0,0551;-0,219;-0,9817;-1,0333;-0,0171;-0,0071
"boucherie";-0,0119;-0,1515;11,5624;-0,5062;-0,0046;-0,0043;-0,1631;-0,2987;-0,1119;-1,5577;-0,1455;-0,0043;-0,056;-0,0018;-0,0914;-0,3539;-0,1425;-0,0276;-0,0178;-0,0706;-0,3166;-0,3332;-0,0055;-0,0023
"recette";-0,0167;-0,2122;-0,4411;-0,7087;-0,0065;-0,006;2,865;6,1072;-0,1566;-2,1809;0,4267;-0,006;-0,0784;-0,0025;-0,1279;-0,1552;-0,1996;-0,0386;-0,0249;-0,0988;-0,4432;-0,4665;-0,0077;-0,0032
"comprendre";2,0983;-0,7431;5,3774;1,4174;-0,0226;-0,0209;-0,7999;0,6488;-0,5487;-5,2557;-0,2866;-0,0209;0,329;-0,0087;-0,1377;-0,3377;-0,6991;0,5727;0,7405;-0,3462;-1,5524;1,5852;-0,027;-0,0113
"jeu";-0,0274;0,2581;-0,7248;-0,5796;-0,0106;-0,0098;1,2918;0,7124;4,7349;-3,5837;-0,3347;-0,0098;0,5904;2,0292;1,0857;-0,8142;0,2757;0,8669;-0,0409;-0,1624;-0,7283;0,6216;-0,0127;-0,0053
"diffusion";-0,0131;-0,1667;-0,3465;-0,5568;-0,0051;-0,0047;6,0125;-0,3285;-0,1231;-1,7135;-0,16;-0,0047;-0,0616;-0,002;0,6849;-0,3893;-0,1568;-0,0303;-0,0195;-0,0777;-0,3482;2,193;-0,006;-0,0025
"dernier";-0,0607;0,5946;-0,9228;2,5431;-0,0235;-0,0217;0,928;0,3544;-0,5711;-6,5892;-0,7426;-0,0217;0,3166;-0,0091;1,6682;0,242;-0,7276;0,5579;-0,0907;-0,3604;1,1898;1,0992;-0,0281;1,573
"leçon";-0,0167;-0,2122;-0,4411;0,3317;-0,0065;-0,006;-0,2284;-0,4182;-0,1566;-1,3332;0,4267;-0,006;-0,0784;-0,0025;-0,1279;5,5674;-0,1996;2,4631;-0,0249;-0,0988;-0,4432;-0,4665;-0,0077;-0,0032
"grandir";-0,1025;-1,3053;-2,7136;-3,2932;-0,0397;-0,0367;-1,405;-0,5003;-0,9637;35,5491;-1,2531;-0,0367;-0,4826;-0,0153;-0,787;-3,0484;-1,2279;-0,2374;-0,153;-0,6081;-2,7267;-2,8699;-0,0474;-0,0199
"plan";-0,0309;0,2244;-0,8193;1,2296;-0,012;-0,0111;-0,4242;-0,3215;-0,291;-2,9641;0,6765;-0,0111;0,5451;-0,0046;0,3753;-0,1758;-0,3708;-0,0717;-0,0462;-0,1836;0,5609;3,3907;-0,0143;-0,006
"ahmed";-0,0119;-0,1515;-0,315;-0,5062;-0,0046;-0,0043;-0,1631;-0,2987;-0,1119;-1,5577;-0,1455;-0,0043;-0,056;-0,0018;-0,0914;11,075;-0,1425;-0,0276;-0,0178;-0,0706;-0,3166;-0,3332;-0,0055;-0,0023
"secte";-0,0178;-0,2273;-0,4726;-0,7593;-0,0069;-0,0064;-0,2447;17,6892;-0,1678;-2,3368;-0,2182;-0,0064;-0,0841;-0,0027;-0,1371;-0,5309;-0,2138;-0,0414;-0,0267;-0,1059;-0,4749;-0,4998;-0,0082;-0,0035
"notamment";-0,0131;2,2684;-0,3465;-0,5568;-0,0051;-0,0047;0,4705;0,2752;-0,1231;-1,7135;2,3171;-0,0047;-0,0616;-0,002;-0,1005;0,6761;-0,1568;-0,0303;-0,0195;0,7858;-0,3482;-0,3665;-0,006;-0,0025
"europe";-0,0178;2,8589;1,7579;0,2983;-0,0069;-0,0064;0,3658;0,1914;-0,1678;-2,3368;0,4034;-0,0064;-0,0841;-0,0027;-0,1371;0,4811;-0,2138;-0,0414;-0,0267;-0,1059;-0,4749;-0,4998;-0,0082;-0,0035
"incident";-0,1036;-1,3205;-2,7452;-4,4111;-0,0402;-0,0371;-1,4214;-2,6026;-0,9749;33,104;-1,2677;-0,0371;-0,4882;-0,0155;-0,3404;-3,084;-1,2422;-0,2402;-0,1548;-0,6152;-0,8814;-0,9682;-0,0479;-0,0201
"recherche";-0,0702;15,6889;-1,8606;2,3884;-0,0272;-0,0251;0,4302;-1,0471;0,7226;-7,7774;-0,8592;-0,0251;0,2731;-0,0105;0,9043;-1,3105;-0,8419;-0,1628;-0,1049;0,6089;-1,1315;1,1719;-0,0325;-0,0136
"garçon";-0,0274;-0,3486;-0,7248;-0,5796;-0,0106;-0,0098;0,6834;-0,6871;2,6029;-3,5837;1,4132;-0,0098;-0,1289;-0,0041;2,9209;-0,8142;-0,328;-0,0634;-0,0409;-0,1624;-0,7283;3,8073;1,5419;-0,0053
"environnement";-0,0369;-0,47;-0,977;-0,8853;-0,0143;-0,0132;-0,5059;-0,1804;0,7307;-4,8312;0,5653;-0,0132;-0,1738;-0,0055;-0,2834;-1,0976;29,6053;-0,0855;-0,0551;-0,219;-0,9817;-1,0333;-0,0171;-0,0071
"robin";-0,1921;-2,4474;-5,0882;-8,1762;-0,0745;-0,0688;-2,6345;-4,8239;-1,8069;81,8248;-2,3496;-0,0688;-0,9049;-0,0286;-1,4757;-5,7161;-2,3023;-0,4452;-0,2869;-1,1402;-5,1129;-4,2375;-0,0888;-0,0372
"vol";-0,0119;0,5308;-0,315;-0,5062;-0,0046;-0,0043;-0,1631;-0,2987;-0,1119;-1,5577;-0,1455;-0,0043;-0,056;-0,0018;0,7219;-0,3539;-0,1425;-0,0276;-0,0178;-0,0706;-0,3166;7,4657;-0,0055;-0,0023
"belhousse";-0,0178;-0,2273;-0,4726;14,3945;-0,0069;-0,0064;-0,2447;-0,448;-0,1678;-2,3368;-0,2182;-0,0064;-0,0841;-0,0027;-0,1371;-0,5309;-0,2138;-0,0414;-0,0267;-0,1059;-0,4749;-0,4998;-0,0082;-0,0035
"consacrer";-0,0262;-0,3335;-0,6932;1,064;-0,0101;-0,0094;2,979;7,4157;-0,2462;-3,4278;-0,3201;-0,0094;-0,1233;-0,0039;-0,2011;-0,321;-0,3137;-0,0607;-0,0391;-0,1554;-0,6966;-0,7332;-0,0121;-0,0051
"témoin";-0,0309;-0,3941;8,3943;-1,3165;-0,012;-0,0111;-0,4242;0,2814;-0,291;-4,0515;-0,3784;-0,0111;-0,1457;-0,0046;-0,2376;-0,414;0,6895;-0,0717;-0,0462;0,4624;1,4883;0,2352;-0,0143;-0,006
"mystère";-0,0202;-0,2576;-0,5356;0,2423;-0,0078;-0,0072;-0,2773;-0,1632;1,1659;-1,7274;-0,2474;-0,0072;-0,0953;-0,003;0,5218;-0,6017;-0,2424;-0,0469;6,2241;0,6171;-0,1791;1,489;-0,0094;-0,0039
"kelly";-0,0143;-0,1819;13,8777;-0,6074;-0,0055;-0,0051;-0,1957;-0,3584;-0,1343;-1,8693;-0,1746;-0,0051;-0,0672;-0,0021;-0,1097;-0,4247;-0,1711;-0,0331;-0,0213;-0,0847;-0,3799;-0,3998;-0,0066;-0,0028
"hôpital";-0,0119;-0,1515;0,2875;-0,5062;-0,0046;-0,0043;-0,1631;-0,2987;-0,1119;-0,4211;-0,1455;-0,0043;-0,056;-0,0018;-0,0914;0,2539;-0,1425;-0,0276;-0,0178;-0,0706;-0,3166;4,5846;-0,0055;-0,0023
"retrouver";0,7872;-0,4658;-2,0501;0,762;-0,03;-0,0277;-0,5181;1,563;0,6401;-6,5406;-0,4389;-0,0277;1,2932;-0,0115;2,6363;-2,303;-0,426;1,1948;-0,1156;0,5497;-1,2871;8,4071;-0,0358;-0,015
"couple";-0,0238;-0,3031;-0,6302;11,8586;-0,0092;-0,0085;0,2771;-0,5975;-0,2238;-3,1161;0,3113;-0,0085;-0,1121;-0,0035;0,464;-0,2767;-0,2852;-0,0551;-0,0355;-0,1412;-0,6332;-0,6665;-0,011;-0,0046
"victime";-0,0178;-0,2273;-0,4726;0,2983;-0,0069;-0,0064;0,3658;5,8024;-0,1678;-2,3368;-0,2182;-0,0064;-0,0841;-0,0027;0,5676;-0,5309;-0,2138;-0,0414;-0,0267;-0,1059;-0,4749;1,0275;-0,0082;-0,0035
"personnalité";-0,0131;-0,1667;0,2598;-0,5568;-0,0051;-0,0047;1,2229;4,5308;0,6077;-1,7135;0,5111;-0,0047;-0,0616;-0,002;-0,1005;-0,3893;-0,1568;-0,0303;-0,0195;-0,0777;-0,3482;-0,3665;-0,006;-0,0025
"alexandre";-0,0214;-0,2728;14,5283;-0,9113;-0,0083;-0,0077;-0,2937;-0,1793;-0,2014;-2,8043;-0,2619;-0,0077;-0,1009;-0,0032;-0,1645;-0,6371;-0,2566;-0,0496;-0,032;-0,1271;-0,5699;0,4114;-0,0099;-0,0042
"frère";-0,0202;1,7197;-0,5356;-0,8606;-0,0078;-0,0072;0,3261;1,6381;0,4502;-2,6485;0,973;-0,0072;-0,0953;-0,003;-0,1554;2,0898;-0,2424;-0,0469;-0,0302;-0,12;-0,5382;-0,1943;-0,0094;-0,0039
"directeur";-0,0262;6,4144;-0,6932;-0,5431;-0,0101;-0,0094;0,2499;-0,2477;-0,2462;-3,4278;4,2255;-0,0094;-0,1233;-0,0039;1,1193;0,6106;-0,3137;-0,0607;-0,0391;-0,1554;-0,6966;-0,7332;-0,0121;-0,0051
"millénaire";-0,0536;-0,6824;-1,4187;-1,4618;-0,0208;-0,0192;-0,7346;-1,345;-0,5038;-7,0155;-0,6551;-0,0192;-0,2523;-0,008;-0,4115;-1,5937;58,9758;-0,1241;-0,08;0,7856;-1,4255;-1,5004;-0,0248;-0,0104
"bientôt";-0,0131;-0,1667;-0,3465;0,9509;-0,0051;-0,0047;-0,1794;-0,3285;5,3709;-1,7135;0,5111;-0,0047;-0,0616;-0,002;-0,1005;-0,3893;-0,1568;-0,0303;-0,0195;-0,0777;-0,3482;0,7151;-0,006;-0,0025
"meilleur";-0,0178;-0,2273;3,4747;-0,3037;-0,0069;-0,0064;0,3658;0,5803;-0,1678;-1,4632;-0,2182;-0,0064;0,7546;-0,0027;-0,1371;-0,1741;-0,2138;-0,0414;-0,0267;-0,1059;-0,4749;-0,1581;1,7255;-0,0035
"menace";1,4562;1,1468;-0,4096;1,3343;-0,006;-0,0055;-0,2121;-0,3883;-0,1455;-1,2048;-0,1891;-0,0055;-0,0728;-0,0023;-0,1188;-0,4601;-0,1853;-0,0358;-0,0231;-0,0918;0,6361;1,182;-0,0071;-0,003
"coda";-0,0202;-0,2576;-0,5356;12,3549;3,8362;-0,0072;-0,2773;-0,5078;-0,1902;-2,6485;-0,2474;-0,0072;-0,0953;-0,003;-0,1554;-0,6017;-0,2424;-0,0469;-0,0302;-0,12;-0,5382;-0,5665;-0,0094;-0,0039
"tirailleur";-0,0119;-0,1515;-0,315;-0,5062;-0,0046;-0,0043;-0,1631;-0,2987;-0,1119;-1,5577;-0,1455;-0,0043;-0,056;-0,0018;-0,0914;11,075;-0,1425;-0,0276;-0,0178;-0,0706;-0,3166;-0,3332;-0,0055;-0,0023
"astronaute";-0,0488;-0,2311;-1,2925;-2,0767;1,3703;-0,0175;-0,6692;-1,2253;-0,1427;-6,3912;1,9682;-0,0175;-0,2299;-0,0073;-0,3749;-0,8;-0,5848;-0,1131;4,6279;6,5932;12,3017;-1,3669;-0,0226;-0,0095
"découverte";-0,0405;-0,5155;-0,2428;2,0239;1,45;-0,0145;-0,5549;-0,4815;0,2338;-5,2991;-0,1605;-0,0145;-0,1906;-0,006;-0,3108;-0,3039;-0,1553;-0,0938;-0,0604;-0,2402;3,3669;1,9641;-0,0187;-0,0078
"millier";-0,019;0,3687;-0,5041;-0,3359;-0,0074;-0,0068;-0,261;-0,4779;-0,179;-2,4926;0,382;-0,0068;-0,0897;-0,0028;-0,1462;-0,5663;-0,2281;-0,0441;-0,0284;2,7007;7,8094;-0,5331;-0,0088;-0,0037
"continuer";1,3178;-0,2728;-0,5671;-0,4026;-0,0083;-0,0077;0,3085;0,9454;-0,2014;-2,8043;0,344;-0,0077;0,6835;-0,0032;-0,1645;0,3801;-0,2566;-0,0496;-0,032;-0,1271;3,8746;-0,2131;-0,0099;-0,0042
"garder";-0,0119;0,5308;-0,315;-0,5062;-0,0046;-0,0043;0,5043;-0,2987;2,765;-1,5577;-0,1455;-0,0043;-0,056;-0,0018;-0,0914;0,2539;-0,1425;-0,0276;1,3971;-0,0706;0,286;0,7816;-0,0055;-0,0023
"apparence";-0,0131;-0,1667;-0,3465;0,462;-0,0051;-0,0047;0,4705;-0,3285;-0,1231;-0,2475;-0,16;-0,0047;-0,0616;-0,002;1,6777;-0,3893;-0,1568;-0,0303;-0,0195;-0,0777;-0,3482;1,3732;-0,006;-0,0025
"marc";-0,0178;1,037;-0,4726;0,2983;-0,0069;-0,0064;-0,2447;1,1359;-0,1678;-2,3368;0,4034;-0,0064;-0,0841;-0,0027;-0,1371;3,2119;-0,2138;-0,0414;-0,0267;-0,1059;-0,4749;-0,1581;-0,0082;-0,0035
"laëtitia";-0,0178;-0,2273;17,3524;-0,7593;-0,0069;-0,0064;-0,2447;-0,448;-0,1678;-2,3368;-0,2182;-0,0064;-0,0841;-0,0027;-0,1371;-0,5309;-0,2138;-0,0414;-0,0267;-0,1059;-0,4749;-0,4998;-0,0082;-0,0035
"animal";-0,0274;0,2581;1,1376;-0,2771;-0,0106;-0,0098;-0,3753;1,2039;0,3495;-3,5837;0,7582;-0,0098;0,5904;-0,0041;-0,2102;-0,3437;-0,328;0,8669;-0,0409;-0,1624;1,1317;0,2885;-0,0127;-0,0053
"pyramide";-0,0167;-0,2122;-0,4411;-0,7087;-0,0065;-0,006;-0,2284;-0,4182;-0,1566;-2,1809;-0,2037;-0,006;-0,0784;-0,0025;-0,1279;-0,4955;-0,1996;-0,0386;-0,0249;0,6913;13,8923;-0,4665;-0,0077;-0,0032
"robot";-0,044;-0,561;-1,1663;-0,3896;-0,0171;-0,0158;-0,6039;-0,5449;0,2113;-4,5369;-0,1841;-0,0158;0,4205;-0,0066;0,2667;-1,3102;30,1548;-0,1021;-0,0658;-0,2614;-1,1719;-0,3198;-0,0204;-0,0085
"temps";1,1469;-0,4093;-0,8509;0,2344;-0,0125;-0,0115;-0,4406;0,5756;0,2999;-3,1049;0,652;-0,0115;0,5313;-0,0048;-0,2468;-0,1904;-0,385;0,8026;-0,048;1,1558;2,0077;0,8715;-0,0149;-0,0062
"oeil";-0,0155;0,4381;-0,4096;-0,2418;-0,006;-0,0055;-0,2121;0,2284;0,5458;-2,0251;1,1774;-0,0055;-0,0728;-0,0023;1,5379;-0,4601;-0,1853;-0,0358;-0,0231;-0,0918;0,213;1,9089;-0,0071;-0,003
"david";-0,0357;0,5609;-0,9455;5,183;-0,0138;-0,0128;-0,1572;4,0069;1,3985;-4,6753;-0,4366;-0,0128;-0,1682;-0,0053;-0,2742;-1,0621;-0,4278;-0,0827;-0,0533;-0,2119;-0,1895;-0,9999;-0,0165;-0,0069
"façon";-0,0119;0,5308;-0,315;1,0536;1,9762;-0,0043;-0,1631;-0,2987;-0,1119;-1,5577;-0,1455;-0,0043;-0,056;-0,0018;-0,0914;1,4223;-0,1425;-0,0276;-0,0178;-0,0706;0,8162;-0,3332;-0,0055;-0,0023
"envoyer";-0,019;-0,2425;-0,5041;0,5944;-0,0074;-0,0068;0,3451;0,5404;-0,179;-1,0117;1,8396;-0,0068;-0,0897;-0,0028;-0,1462;0,4441;0,3887;-0,0441;-0,0284;0,6401;-0,5065;-0,1759;-0,0088;-0,0037
"voyage";-0,0333;4,4657;5,8724;-1,4178;-0,0129;-0,0119;-0,4569;-0,3601;2,2824;-4,3634;0,2156;-0,0119;-0,1569;-0,005;-0,2559;-0,2054;0,221;-0,0772;-0,0498;-0,1978;-0,8867;-0,4234;-0,0154;-0,0065
"chien";-0,0202;-0,2576;-0,5356;-0,3689;-0,0078;-0,0072;0,3261;-0,1632;10,0703;-1,7274;0,3623;-0,0072;-0,0953;-0,003;0,5218;-0,2136;-0,2424;-0,0469;-0,0302;-0,12;-0,5382;-0,1943;-0,0094;-0,0039
"face";-0,0226;0,3145;-0,5987;0,8272;-0,0088;-0,0081;0,2923;3,8548;-0,2126;-1,3466;0,3271;-0,0081;0,6627;-0,0034;0,4821;-0,6725;-0,2709;-0,0524;-0,0338;-0,1342;-0,6016;-0,2325;-0,0105;-0,0044
"rouge";-0,0131;-0,1667;-0,3465;-0,1839;-0,0051;-0,0047;1,2229;0,7876;-0,1231;-1,7135;0,5111;4,2984;0,8784;-0,002;0,6849;0,2277;-0,1568;-0,0303;-0,0195;-0,0777;-0,3482;-0,3665;-0,006;-0,0025
"montrer";-0,0178;-0,2273;-0,1444;-0,7593;-0,0069;-0,0064;0,3658;1,8336;2,2273;-2,3368;0,4034;-0,0064;-0,0841;-0,0027;0,5676;-0,1741;-0,2138;1,0418;-0,0267;-0,1059;-0,1456;-0,1581;-0,0082;-0,0035
"tenter";-0,1192;-1,5182;-3,1563;10,4057;-0,0462;-0,0426;-1,6342;-0,7037;-0,275;-13,9639;-1,4575;2,3672;0,4348;-0,0178;0,4614;-3,5458;35,4025;-0,2762;-0,178;-0,7073;-3,1716;0,3368;-0,0551;-0,0231
"attaquer";-0,0119;-0,1515;-0,315;2,6003;-0,0046;-0,0043;-0,1631;0,3034;-0,1119;-1,5577;-0,1455;-0,0043;3,6307;-0,0018;-0,0914;-0,3539;-0,1425;-0,0276;-0,0178;-0,0706;-0,3166;-0,3332;1,9002;-0,0023
"télévision";-0,0167;-0,2122;0,1953;0,3317;-0,0065;-0,006;2,865;0,6243;-0,1566;-2,1809;-0,2037;-0,006;-0,0784;-0,0025;-0,1279;1,0413;-0,1996;1,0704;-0,0249;-0,0988;-0,4432;-0,1408;-0,0077;-0,0032
"quitter";-0,1216;-1,5486;-2,2797;-1,2298;-0,0471;-0,0435;-0,5694;-0,3197;-1,1433;24,0113;-1,4868;-0,0435;-0,5726;-0,0181;-0,4317;-1,4311;-0,8116;-0,2817;-0,1815;-0,7215;-3,2351;-2,4428;-0,0562;-0,0236
"astrobiologiste";-0,0178;6,5611;-0,4726;-0,7593;-0,0069;-0,0064;-0,2447;-0,448;-0,1678;-2,3368;-0,2182;-0,0064;-0,0841;-0,0027;-0,1371;5,2674;-0,2138;-0,0414;-0,0267;-0,1059;-0,4749;-0,4998;-0,0082;-0,0035
"inviter";-0,0655;2,5798;-1,7343;1,4552;-0,0254;-0,0234;6,2259;1,5528;-0,6159;-8,5766;0,9702;-0,0234;-0,3084;-0,0098;-0,1662;2,5016;-0,7848;-0,1518;-0,0978;-0,3887;-1,7427;-1,1022;-0,0303;-0,0127
"seuil";-0,0167;6,821;-0,4411;-0,7087;-0,0065;-0,006;-0,2284;-0,4182;-0,1566;-2,1809;-0,2037;-0,006;-0,0784;-0,0025;-0,1279;4,4288;-0,1996;-0,0386;-0,0249;-0,0988;-0,4432;-0,4665;-0,0077;-0,0032
"ados";-0,0989;-1,2597;-2,6188;-3,155;-0,0383;-0,0354;-0,734;-2,4827;-0,93;39,103;-1,2093;-0,0354;-0,4657;-0,0147;-0,7595;-2,9419;-1,185;-0,2291;-0,1477;-0,5869;-2,6315;-2,7696;-0,0457;-0,0192
"éléphant";-0,0321;-0,4093;-0,8509;-1,3672;-0,0125;-0,0115;-0,4406;-0,8067;-0,3022;12,2751;0,2252;-0,0115;-0,1513;-0,0048;-0,2468;-0,9559;-0,385;-0,0745;-0,048;-0,1907;-0,855;-0,8999;-0,0149;-0,0062
"site";-0,0417;-0,1796;-1,1032;-0,6129;-0,0162;-0,0149;0,4299;-0,2319;-0,3918;-5,4551;-0,1683;-0,0149;-0,1962;-0,0062;-0,32;0,5349;-0,4992;0,7005;-0,0622;1,7308;4,7632;2,4712;-0,0193;-0,0081
"paul";-0,0786;-1,0013;-2,0816;-0,5971;-0,0305;-0,0281;-1,0778;-0,7526;-0,7393;-10,2947;-0,2014;-0,0281;0,2414;-0,0117;-0,6038;39,6432;-0,9419;-0,1822;-0,1174;-0,4665;-0,8287;0,265;-0,0363;-0,0152
"politique";-0,0393;2,3005;0,7056;-0,965;-0,0152;-0,0141;-0,1836;0,4236;-0,3694;-5,1432;4,082;-0,0141;-0,185;-0,0059;-0,3017;4,5999;-0,4706;-0,091;-0,0587;-0,2331;-0,5013;-1,1;-0,0182;-0,0076
"crise";-0,0155;5,6523;-0,4096;-0,6581;-0,006;-0,0055;-0,2121;-0,3883;-0,1455;-2,0251;4,403;-0,0055;-0,0728;-0,0023;0,621;-0,4601;-0,1853;-0,0358;-0,0231;-0,0918;-0,4115;0,1999;-0,0071;-0,003
"manège";-0,0131;-0,1667;-0,3465;-0,5568;-0,0051;-0,0047;1,2229;4,5308;-0,1231;-1,7135;-0,16;-0,0047;-0,0616;-0,002;2,884;-0,3893;-0,1568;-0,0303;-0,0195;-0,0777;-0,3482;-0,3665;-0,006;-0,0025
"imedia";1,1661;-5,4141;-14,9536;1,8536;-0,2626;2,6917;-7,9277;-6,2524;1,4975;3,7129;-1,4113;0,9812;1,8403;-0,101;0,7016;-11,9882;4,0567;0,3202;2,0804;14,3498;6,2229;-5,2021;0,2892;0,5836
"alliance";-0,0202;0,9439;13,4487;-0,3689;-0,0078;-0,0072;-0,2773;-0,5078;-0,1902;-2,6485;-0,2474;-0,0072;-0,0953;-0,003;-0,1554;-0,6017;-0,2424;-0,0469;-0,0302;-0,12;-0,5382;-0,5665;-0,0094;-0,0039
"catherine";-0,0297;-0,379;-0,7878;11,9275;-0,0115;-0,0106;-0,4079;0,2994;-0,2798;-3,8956;-0,3638;-0,0106;-0,1401;-0,0044;-0,2285;-0,885;-0,3565;-0,0689;-0,0444;-0,1766;-0,7916;1,475;-0,0138;-0,0058
"lune";-0,0155;-0,197;-0,4096;-0,6581;-0,006;-0,0055;-0,2121;0,2284;3,6081;-2,0251;3,1815;-0,0055;0,8113;-0,0023;-0,1188;-0,4601;-0,1853;-0,0358;-0,0231;-0,0918;1,2345;-0,4332;-0,0071;-0,003
