"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16";"classe 17";"classe 18"
"*partdemarche_178";0,696;0,72;0,6;0,691;0,701;0,027;0,061;0,646;0,654;0,725;0,739;0,035;0,635;0,642;0,717;0,609;0,657;0,742
"*audience_17";0,696;0,72;0;0,691;0,701;0,687;0,646;0,646;0,052;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"*notice_5905674001";0,175;0,12;0,463;0,574;0,587;0,568;0,515;0,316;0,29;0,618;0,082;0,552;0,502;0,51;0,608;0,47;0,529;0,641
"*duree_00465400";0,75;0,769;0,669;0,746;0,754;0,742;0;0,708;0,715;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*audience_12";0;0,014;0,027;0,045;0,434;0,042;0,068;0,021;0,08;0,25;0,093;0,601;0,151;0,019;0;0,01;0,025;0,097
"*notice_364519007";0,75;0,769;0,669;0,746;0,754;0,742;0,708;0,708;0,715;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0
"*partdemarche_07";0,323;0,363;0,184;0,315;0,331;0,98;0,102;0,244;0,859;0,138;0,399;0,288;0,23;0,238;0,358;0;0,26;0,404
"*notice_2579461001";0,614;0,643;0,498;0,608;0;0,602;0,553;0,553;0,563;0,649;0,667;0,588;0;0,548;0,639;0,509;0,566;0,671
"*audience_19";0,652;0,678;0,545;0,647;0,658;0,641;0,596;0,136;0,605;0,684;0,7;0,088;0,155;0,144;0,675;0,555;0,608;0,704
"*partdemarche_175";0,652;0,678;0,545;0,647;0,658;0,641;0,596;0;0,605;0,03;0,7;0,628;0,584;0,591;0,675;0,555;0,608;0,704
"*duree_01390200";0,498;0,533;0,363;0,491;0;0,483;0,425;0,425;0,437;0,541;0;0,466;0,41;0,419;0,529;0,375;0,44;0,568
"*duree_00244800";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*notice_4586949001";0,652;0,678;0,545;0,647;0,658;0,641;0,596;0;0,605;0,684;0,7;0,628;0,584;0,591;0,675;0,555;0,608;0,704
"*notice_6394432001";0,822;0,836;0,762;0,819;0,825;0,816;0,791;0;0,796;0,839;0,848;0,809;0,784;0,788;0,834;0,768;0,798;0,849
"*notice_1065362011";0,75;0,769;0,669;0,746;0,754;0,742;0;0,708;0,715;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*notice_583377018";0,75;0,769;0;0,746;0,754;0,742;0,708;0,708;0,715;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*chaine_Gulli";0,397;0,566;0,255;0,108;0,405;0,381;0,319;0,024;0,001;0,538;0,47;0,362;0,032;0,313;0,431;0,268;0,335;0,475
"*audience_64";0,684;0,436;0,255;0,004;0;0,381;0,319;0,024;0,332;0,538;0,47;0,362;0,304;0,313;0,431;0,268;0,335;0,475
"*publicgroupe_Plusdedouzeans";0,568;0,459;0,298;0,426;0,441;0,418;0,155;0,356;0,134;0,48;0,369;0,09;0,851;0,35;0,467;0,305;0,372;0,509
"*audience_66";0,696;0,72;0,6;0,691;0,701;0,687;0,646;0;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"*duree_00465100";0,696;0,011;0,6;0,691;0,701;0,687;0,646;0,061;0,654;0,725;0,005;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"*notice_71438207";0,652;0,678;0,545;0,647;0,658;0,641;0,596;0,596;0,605;0,684;0,7;0,628;0,584;0,591;0,675;0;0,608;0,704
"*notice_341175007";0,75;0,769;0,669;0,746;0,754;0,742;0,708;0,708;0,715;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0
"*notice_341175006";0,696;0,72;0,6;0,691;0,701;0,687;0,646;0,061;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0
"*duree_01010400";0,696;0,72;0,6;0,691;0,701;0,687;0,646;0;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"*audiencefemme_85";0,443;0,511;0,337;0;0;0,46;0,4;0,4;0,413;0,52;0,542;0,442;0,385;0,394;0,507;0,35;0,416;0,547
"*notice_6794148001";0,652;0,678;0,545;0,647;0,658;0,641;0,596;0,596;0;0,03;0,7;0,628;0,584;0,591;0,675;0,555;0,608;0,704
"*duree_00511600";0,75;0,769;0;0,746;0,754;0,742;0,708;0,708;0,715;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*notice_2975409001";0,001;0,611;0,458;0;0,587;0,568;0,515;0,515;0,526;0,618;0,637;0,552;0,349;0,51;0,608;0,47;0,529;0,641
"*audiencehomme_29";0,212;0,251;0;0,201;0,161;0,197;0,47;0,142;0,923;0;0,054;0,18;0,13;0,137;0,246;0,102;0,155;0,293
"*audiencehomme_26";0,074;0,208;0,535;0,872;0,586;0,515;0,107;0,663;0,862;0,217;0,242;0,995;0,737;0;0,203;0,073;0,119;0,248
"*audiencehomme_24";0,614;0,643;0,498;0,608;0,103;0,602;0,553;0;0,563;0,649;0,667;0,588;0,251;0,548;0,639;0,509;0,566;0,671
"*audiencehomme_25";0,696;0,72;0;0,691;0,701;0,687;0,646;0,646;0,052;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"*audiencehomme_22";0,287;0,917;0;0,06;0,979;0,271;0,21;0,7;0,578;0,337;0,801;0,009;0,691;0,204;0,322;0,163;0,225;0,369
"*audiencefemme_89";0,696;0,011;0,6;0,691;0,701;0,687;0,646;0,061;0,654;0,725;0,005;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"*audience_81";0,75;0;0,669;0,746;0,754;0,742;0,708;0,708;0,715;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*audiencehomme_21";0,75;0,769;0;0,746;0,754;0,742;0,708;0,708;0,715;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*audiencefemme_19";0,652;0,678;0,545;0;0,053;0,641;0,596;0,596;0,605;0,684;0,7;0,628;0,584;0,591;0,675;0,555;0,608;0,704
"*audiencefemme_18";0,38;0,42;0,81;0;0;0,365;0,302;0,302;0,946;0,429;0,513;0,346;0,287;0,296;0,415;0,251;0,318;0,46
"*notice_5480252001";0,433;0,459;0,995;0,426;0,441;0,418;0,356;0,01;0,764;0,48;0,504;0,67;0;0,35;0,467;0,305;0,372;0,509
"*notice_584296018";0,75;0,769;0,669;0,003;0,754;0,004;0,708;0,708;0,715;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*audiencefemme_13";0,097;0,849;0,615;0,283;0,672;0,03;0,014;0,014;0,016;0,479;0,189;0,212;0,774;0,013;0;0,006;0,017;0,077
"*audiencefemme_12";0,197;0;0,66;0,005;0;0,601;0,129;0,129;0,139;0,245;0,894;0,081;0,586;0,124;0,231;0,091;0,142;0,277
"*audiencefemme_11";0;0,776;0,277;0,247;0,205;0,182;0,129;0,427;0,999;0,245;0,271;0,081;0,117;0;0,231;0,091;0,142;0,277
"*audiencefemme_17";0,179;0,39;0,209;0,195;0;0,334;0,271;0,271;0,284;0,4;0;0,95;0,861;0,89;0,385;0,221;0,287;0,431
"*duree_00521400";0;0,583;0,572;0,256;0,557;0,537;0,482;0,482;0,494;0,159;0,124;0,521;0,468;0,476;0,579;0,434;0,496;0,615
"*audiencefemme_15";0;0,677;0,018;0,945;0,085;0,228;0,327;0,039;0,145;0,373;0,44;0,642;0,109;0;0,103;0,022;0,046;0,139
"*audiencefemme_14";0,668;0;0,792;0,004;0,18;0,19;0,98;0,135;0,962;0,253;0,279;0,069;0,547;0,13;0,238;0,097;0,148;0,285
"*duree_00445500";0;0,643;0,498;0,608;0,62;0,602;0,553;0,553;0,563;0,649;0;0,588;0,251;0,548;0,639;0,509;0,566;0,671
"*duree_00472900";0,696;0,72;0,6;0,691;0,701;0,687;0;0,646;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"*partdemarche_31";0,308;0,9;0,216;0,089;0,1;0,083;0,049;0,049;0,18;0,131;0,153;0,072;0,138;0,046;0;0,028;0,459;0,158
"*partdemarche_426";0,397;0,054;0,006;0,389;0,658;0,381;0,319;0,93;0,211;0,445;0;0,362;0,304;0,313;0,431;0,268;0,335;0,475
"*audiencefemme_116";0,928;0,252;0,875;0,481;0,092;0,141;0,093;0,714;0,085;0,04;0,022;0,19;0,854;0,089;0,185;0,062;0,104;0,229
"*chaine_NRJ12";0,112;0,144;0,033;0,106;0,118;0,1;0,061;0,495;0,999;0,152;0,175;0,087;0,053;0,058;0,14;0,037;0,07;0
"*duree_01262100";0,443;0,511;0,337;0,464;0,483;0,46;0,4;0,4;0,622;0,52;0,542;0,045;0;0,394;0,507;0,35;0,416;0,547
"*duree_00425400";0,001;0,799;0,184;0,315;0,331;0,98;0,482;0,244;0,257;0,373;0,399;0,288;0,23;0;0,358;0,196;0,26;0,404
"*notice_550476001";0,696;0,72;0,6;0,024;0,701;0,687;0,646;0,646;0,654;0,725;0,005;0,035;0,635;0,642;0,717;0,609;0,657;0,742
"*duree_00464000";0,75;0,769;0;0,746;0,754;0,742;0,708;0,708;0,715;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*duree_00102400";0,652;0,678;0,545;0,647;0,658;0,641;0,596;0,596;0,605;0,684;0,7;0,628;0,584;0,591;0,675;0;0,608;0,704
"*notice_781122027";0,354;0,992;0,102;0,102;0,114;0,097;0,058;0,058;0,065;0,148;0,17;0,084;0,168;0,055;0;0,035;0,067;0,175
"*duree_00232500";0,75;0,769;0,669;0,746;0,754;0,742;0,708;0,013;0,01;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*notice_337967005";0,75;0,769;0,669;0,746;0,754;0,742;0,708;0,708;0,715;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0
"*duree_00242000";0,75;0,769;0,669;0,746;0,754;0,742;0,708;0,708;0,715;0,774;0,786;0,732;0;0,704;0,767;0,677;0,717;0,788
"*notice_1287763012";0,75;0,769;0,669;0,746;0,754;0;0,708;0,708;0,715;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*notice_1287763013";0,75;0,769;0,669;0,746;0,754;0;0,708;0,708;0,715;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*duree_00524400";0,58;0,611;0,458;0,574;0,587;0,002;0;0,515;0,526;0,109;0,637;0,552;0,502;0,51;0,608;0,47;0,529;0,641
"*notice_536194069";0,75;0,769;0,669;0,746;0,754;0,742;0,708;0;0,715;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*notice_1057960062";0,652;0,678;0,545;0,647;0,658;0,641;0,596;0,596;0,605;0,684;0,7;0,628;0,584;0,591;0,675;0;0,608;0,704
"*duree_00221100";0,75;0,769;0,669;0,746;0,754;0,742;0,708;0,708;0,715;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0
"*notice_446480033";0,75;0,769;0,034;0,746;0,754;0,742;0,708;0,708;0,01;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*duree_00274200";0,75;0,769;0,669;0,746;0,754;0,742;0,708;0,708;0,715;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0
"*partdemarche_395";0,443;0,511;0,337;0;0;0,46;0,4;0,4;0,413;0,52;0,542;0,442;0,385;0,394;0,507;0,35;0,416;0,547
"*notice_6195467001";0,75;0,769;0,669;0,746;0,754;0,742;0,708;0,708;0,715;0,001;0;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*notice_1192436013";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*notice_189392001";0,652;0,678;0,545;0;0,053;0,641;0,596;0,596;0,605;0,684;0,7;0,628;0,155;0,591;0,675;0,555;0,608;0,704
"*notice_338353005";0,75;0,769;0,669;0,746;0,754;0,742;0,708;0,708;0,715;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0
"*duree_00100200";0,652;0,678;0,545;0,647;0,658;0,641;0,596;0,596;0,605;0,684;0,7;0,628;0,584;0,591;0,675;0;0,608;0,704
"*duree_00102100";0,652;0,678;0,545;0,647;0,658;0,641;0,596;0,596;0,605;0,684;0,7;0,628;0,584;0,591;0,675;0;0,608;0,704
"*partdemarche_16";0,55;0,583;0,422;0,544;0,557;0,537;0,018;0,482;0,494;0,159;0,61;0,521;0,445;0,476;0,579;0,434;0;0,615
"*notice_4202382001";0,175;0,12;0,463;0,574;0,587;0,568;0,316;0,515;0,526;0,618;0,082;0,552;0,349;0,51;0,608;0,47;0,529;0,641
"*notice_2954287001";0,75;0,769;0,669;0,746;0,754;0,742;0,708;0,013;0,01;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*duree_00383500";0,418;0,293;0,452;0,257;0,907;0,25;0,19;0,632;0,202;0,957;0,342;0,231;0,588;0;0,301;0,145;0,205;0,348
"*audiencefemme_23";0,433;0,459;0,995;0,426;0,441;0,418;0,356;0,01;0,764;0,48;0,504;0,67;0;0,35;0,467;0,305;0,372;0,509
"*duree_00101300";0,652;0,678;0,545;0,647;0,658;0,641;0,596;0,596;0,605;0,684;0,7;0,628;0,584;0,591;0,675;0;0,608;0,704
"*notice_1056738059";0,652;0,678;0,545;0,647;0,658;0,641;0,596;0,596;0,605;0,684;0,7;0,628;0,584;0,591;0,675;0;0,608;0,704
"*duree_00215000";0,75;0,769;0,669;0,746;0,754;0,742;0,708;0;0,715;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*duree_00102900";0,652;0,678;0,545;0,647;0,658;0,641;0,596;0,596;0,605;0,684;0,7;0,628;0,584;0,591;0,675;0;0,608;0,704
"*notice_714248058";0,652;0,678;0,545;0,647;0,658;0,641;0,596;0,596;0,605;0,684;0,7;0,628;0,584;0,591;0,675;0;0,608;0,704
"*notice_1137894018";0,75;0,769;0,669;0,746;0,754;0,742;0;0,708;0,715;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*partdemarche_51";0,75;0,769;0,669;0,746;0,754;0,742;0,708;0,708;0,715;0,001;0;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*partdemarche_56";0,033;0,243;0,695;0,703;0,701;0,625;0,135;0,135;0,482;0,253;0,279;0,307;0,408;0;0,238;0,097;0,148;0,285
"*partdemarche_55";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*duree_00492800";0,75;0,769;0,669;0,003;0,754;0,742;0,708;0,708;0,715;0,774;0,786;0,732;0,017;0,704;0,767;0,677;0,717;0,788
"*duree_00211700";0,75;0,769;0,669;0,746;0,754;0,742;0,708;0,013;0,01;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*notice_89320607";0,75;0,769;0,034;0,746;0,754;0,742;0,708;0,013;0,715;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*partdemarche_135";0,003;0,769;0,669;0,746;0,754;0,742;0,708;0,013;0,715;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*partdemarche_132";0,55;0,583;0,422;0,256;0;0,272;0,482;0,482;0,494;0,59;0,61;0,521;0,024;0,476;0,579;0,434;0,496;0,615
"*partdemarche_133";0,604;0,728;0,074;0,176;0,629;0,169;0,117;0,589;0,127;0,23;0,844;0,928;0;0,113;0,216;0,082;0,13;0,262
"*audiencefemme_63";0,021;0,72;0,6;0,024;0,701;0,687;0,646;0,646;0,052;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"*duree_00210400";0,75;0,769;0,669;0,746;0,754;0,004;0,708;0,708;0,01;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*notice_1071804013";0,75;0,769;0,669;0,746;0,754;0,742;0;0,708;0,715;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*notice_1056951012";0,696;0,72;0,6;0,691;0,701;0,687;0,646;0,646;0;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"*partdemarche_138";0,696;0,011;0,6;0,024;0,701;0,687;0,646;0,061;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"*notice_5516514001";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*duree_00532500";0,696;0,72;0,6;0,691;0,701;0;0,646;0,061;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"*duree_01164200";0,397;0,436;0,867;0;0;0,381;0,319;0,319;0,889;0,445;0,466;0,362;0,304;0,313;0,431;0,268;0,335;0,475
"*duree_00510300";0,696;0,72;0,6;0;0,701;0,687;0,646;0,646;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"*duree_00151500";0,003;0,769;0,669;0,746;0,754;0,742;0,708;0,013;0,715;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*duree_01131900";0,001;0,611;0,458;0;0,587;0,568;0,515;0,515;0,526;0,618;0,637;0,552;0,349;0,51;0,608;0,47;0,529;0,641
"*chaine_France2";0,296;0,176;0,065;0;0;0,004;0;0,081;0,206;0,715;0,019;0,017;0;0;0,001;0;0;0,002
"*duree_00465800";0,696;0,72;0,118;0,691;0,701;0,687;0,061;0,646;0,052;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"*duree_02034200";0,507;0,49;0,239;0,529;0,484;0,438;0,377;0,734;0,1;0,499;0,009;0,42;0,78;0,371;0,486;0,326;0,393;0,527
"*chaine_France5";0;0;0,001;0,243;0,277;0,07;0,662;0,327;0,368;0,239;0,497;0,292;0,033;0,036;0,103;0,022;0,046;0,139
"*chaine_France4";0,001;0,005;0;0;0,001;0;0;0,521;0,007;0,002;0,003;0,001;0;0;0,001;0;0;0,004
"*duree_00094400";0,652;0,678;0,545;0,647;0,658;0,641;0,596;0,596;0,605;0,684;0,7;0,628;0,584;0,591;0,675;0;0,608;0,704
"*notice_1241454011";0,696;0,72;0,6;0,691;0,701;0;0,061;0,646;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"*notice_1241454012";0,696;0,72;0,6;0,691;0,701;0;0,646;0,061;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"*notice_1275269001";0,928;0,252;0,875;0,481;0,092;0,141;0,093;0,714;0,085;0,04;0,022;0,19;0,854;0,089;0,185;0,062;0,104;0,229
"*duree_00101400";0,433;0,471;0,293;0,426;0,441;0,418;0,356;0,356;0,369;0,48;0,504;0,4;0,341;0,35;0,467;0;0,372;0,509
"*notice_1056738058";0,696;0,72;0,6;0,691;0,701;0,687;0,646;0,646;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0;0,657;0,742
"*duree_00511900";0,652;0,678;0,545;0,647;0,658;0,641;0,596;0,596;0;0,03;0,7;0,628;0,584;0,591;0,675;0,555;0,608;0,704
"*partdemarche_186";0,75;0,769;0,669;0,746;0,002;0,742;0,708;0,708;0,715;0,774;0,786;0,732;0,017;0,704;0,767;0,677;0,717;0,788
"*partdemarche_221";0,696;0,72;0,6;0,024;0,701;0,687;0,646;0,646;0,654;0,725;0,005;0,035;0,635;0,642;0,717;0,609;0,657;0,742
"*duree_00461200";0,75;0,769;0,669;0,746;0,754;0,742;0,013;0,708;0,715;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,01;0,788
"*partdemarche_224";0,55;0,583;0,422;0;0,226;0,537;0,482;0;0,494;0,59;0,61;0,521;0,468;0,476;0,579;0,434;0,496;0,615
"*duree_00102800";0,652;0,678;0,545;0,647;0,658;0,641;0,596;0,596;0,605;0,684;0,7;0,628;0,584;0,591;0,675;0;0,608;0,704
"*duree_00462600";0,75;0,769;0,669;0,746;0,754;0,742;0;0,708;0,715;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*publicgroupe_Présencedunpublicinsitu";0;0,012;0,347;0,927;0,001;0;0;0;0,018;0,1;0;0;0;0;0;0;0;0
"*duree_00351300";0,475;0,011;0,337;0,464;0;0,46;0,4;0,4;0,413;0,52;0,542;0,001;0,385;0,394;0,507;0,35;0,416;0,547
"*audience_58";0,58;0,611;0,458;0,187;0,587;0,568;0,316;0,515;0,006;0,618;0,082;0,232;0,502;0,51;0,608;0,47;0,529;0,641
"*audience_59";0,652;0,678;0,545;0,647;0,658;0,641;0,596;0,596;0;0,03;0,7;0,628;0,584;0,591;0,675;0,555;0,608;0,704
"*duree_00464700";0,652;0,678;0,545;0,647;0,658;0,641;0;0,136;0,605;0,684;0,7;0,628;0,155;0,591;0,675;0,555;0,608;0,704
"*notice_1242451012";0,652;0,678;0,545;0;0,658;0,641;0,136;0,136;0,605;0,684;0,7;0,628;0,584;0,591;0,675;0,555;0,608;0,704
"*duree_00094900";0,652;0,678;0,545;0,647;0,658;0,641;0,596;0,596;0,605;0,684;0,7;0,628;0,584;0,591;0,675;0;0,608;0,704
"*audience_51";0,652;0,678;0,23;0,647;0,658;0,641;0,136;0,136;0,605;0,684;0,7;0,088;0,584;0,591;0,675;0,555;0,608;0,704
"*audience_57";0,696;0,011;0,6;0,024;0,701;0,687;0,646;0,061;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"*audience_07";0,013;0,145;0,102;0,002;0;0,316;0,058;0,192;0,971;0,148;0,323;0,001;0,04;0,055;0,135;0,035;0,067;0,175
"*audiencehomme_107";0,928;0,252;0,875;0,481;0,092;0,141;0,093;0,714;0,085;0,04;0,022;0,19;0,854;0,089;0,185;0,062;0,104;0,229
"*duree_00101900";0,652;0,678;0,545;0,647;0,658;0,641;0,596;0,596;0,605;0,684;0,7;0,628;0,584;0,591;0,675;0;0,608;0,704
"*audiencefemme_135";0,614;0,073;0,498;0,608;0;0,602;0,553;0,553;0,563;0,649;0,667;0,156;0,251;0,548;0,639;0,509;0,566;0,671
"*duree_00525700";0,696;0,72;0,6;0,691;0,701;0,027;0;0,646;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"*notice_1465518016";0,003;0,769;0,669;0,746;0,754;0,742;0,708;0,013;0,715;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*audiencehomme_56";0,696;0,72;0,6;0,024;0,701;0,687;0,646;0,646;0,654;0,725;0,005;0,035;0,635;0,642;0,717;0,609;0,657;0,742
"*audiencehomme_54";0,696;0,72;0,6;0,691;0,701;0,687;0,646;0;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"*notice_1106019016";0,727;0,008;0,332;0,701;0,753;0,205;0,149;0,149;0,529;0,269;0,974;0,049;0,136;0;0,462;0,109;0,163;0,301
"*audiencehomme_52";0,652;0,678;0,545;0,647;0,658;0,641;0,596;0;0,605;0,03;0,7;0,628;0,584;0,591;0,675;0,555;0,608;0,704
"*audiencehomme_51";0,397;0,054;0,006;0,389;0,658;0,381;0,319;0,93;0,211;0,445;0;0,362;0,304;0,313;0,431;0,268;0,335;0,475
"*duree_00220600";0,75;0,769;0,669;0,746;0,754;0,742;0,708;0,708;0,715;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0
"*audience_03";0,006;0,038;0,799;0,05;0,007;0;0;0,077;0,605;0,424;0,019;0,01;0,001;0,001;0,01;0,661;0;0,742
"*notice_2100570001";0,652;0,678;0,545;0,065;0;0,641;0,596;0,596;0,605;0,684;0,7;0,628;0,155;0,591;0,675;0,555;0,608;0,704
"*duree_00093400";0,696;0,72;0,6;0,691;0,701;0,687;0,646;0,646;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0;0,657;0,742
"*audiencefemme_41";0,75;0,769;0,669;0,746;0,754;0,742;0,013;0,708;0,01;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*genregroupe_Magazine";0;0;0,069;0;0;0;0;0;0,001;0,031;0;0;0;0;0;0;0;0
"*duree_00064400";0,696;0,72;0,6;0,691;0,701;0,687;0,646;0,646;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0;0,742
"*audiencefemme_47";0,35;0,39;0,708;0;0,81;0,334;0,383;0,383;0,95;0,4;0,002;0,315;0,433;0,265;0,385;0,221;0,287;0,431
"*audiencefemme_49";0;0,583;0,572;0,256;0,557;0,537;0,482;0,482;0,494;0,159;0,124;0,521;0,468;0,476;0,579;0,434;0,496;0,615
"*partdemarche_297";0,397;0,436;0,867;0;0;0,381;0,319;0,319;0,889;0,445;0,466;0,362;0,304;0,313;0,431;0,268;0,335;0,475
"*notice_1204090015";0,75;0,769;0,669;0,746;0,754;0,742;0;0,708;0,715;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*notice_1136697019";0,75;0,769;0,669;0,746;0,754;0;0,708;0,708;0,715;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*partdemarche_293";0,507;0,49;0,239;0,446;0,461;0,438;0,377;0;0,39;0,015;0,522;0,42;0,362;0,371;0,486;0,326;0,393;0,527
"*duree_00470500";0,58;0,611;0,027;0,574;0,587;0,002;0,515;0,515;0,526;0;0,637;0,552;0,502;0,51;0,608;0,47;0,529;0,641
"*duree_02492000";0,397;0,054;0,255;0,389;0,405;0,381;0,24;0,319;0,332;0,445;0,47;0,009;0,304;0,313;0;0,268;0,335;0,475
"*duree_00504100";0,75;0,769;0;0,746;0,754;0,742;0,708;0,708;0,715;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*duree_00063500";0,453;0,49;0,932;0,446;0,461;0,438;0,377;0,734;0,39;0,499;0,522;0,42;0,362;0,371;0,486;0,326;0;0,527
"*notice_1085900017";0,75;0,769;0,669;0,746;0,754;0,742;0,708;0,708;0,715;0;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*notice_1085900016";0,652;0,678;0,003;0,647;0,658;0;0,596;0,596;0,605;0,684;0,7;0,628;0,584;0,591;0,675;0,555;0,608;0,704
"*mediamatgroupe_Variétésdivertissement";0,246;0,228;0,261;0,006;0,04;0,578;0,123;0,123;0,133;0,783;0;0,365;0;0,391;0,224;0,086;0,136;0,269
"*annéededatediffusion_2004";0,614;0,643;0,498;0,608;0;0,602;0,553;0,553;0,563;0,649;0,667;0,588;0;0,548;0,639;0,509;0,566;0,671
"*duree_00230500";0,75;0,769;0,669;0,746;0,754;0,742;0,013;0,013;0,715;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*notice_1084793017";0,75;0,769;0,669;0,746;0,754;0,004;0,013;0,708;0,715;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*duree_00471700";0,75;0,769;0,669;0,746;0,754;0,742;0,013;0,708;0,715;0,001;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*audiencefemme_96";0,696;0,72;0,6;0,691;0,701;0,687;0,646;0;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"*duree_01102700";0,021;0,011;0,6;0,691;0,701;0,687;0,646;0,646;0,654;0,725;0,739;0,035;0,635;0,642;0,717;0,609;0,657;0,742
"*duree_00510500";0,507;0,49;0,239;0,446;0,461;0,438;0,377;0;0,39;0,015;0,522;0,42;0,362;0,371;0,486;0,326;0,393;0,527
"*notice_1295536012";0,696;0,72;0,6;0,691;0,701;0,687;0,061;0,646;0,654;0;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"*duree_00493900";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
