Notice;Base Id;Chaine;Annee de diff;Genre;Public;Type d emission;resume
2906624.001;TV;France 2;2005;Fiction;Programme jeunesse;Collection d'émissions simples;Ils rêvaient de quitter leur grosse planète polluée...de tout laisser tomber... de partir sur Grabo pour y cultiver le ' biortsch '. Un rêve devenu réalité pour cette charmante famille d'extraterrestres. Loin de la surpopulation, sur leur astéroïde désert, Grob Spuk, sa femme Muka et leurs enfants Glem et Zana récoltent cet étrange concombre aux propriétés étonnantes. Mais le retour à la nature n'est pas sans surprises...
2954287.001;TV;M6;2005;Fiction;Programme jeunesse;Emission simple incluse;"Des voix parasites entendues pendant la diffusion d'un chef-d'oeuvre de Kurt Maldor à la télé met Kid et ses amis sur la piste d'une imminente invasion extraterrestre.
Big, par un savant calcul dont lui seul a le secret, arrive à déterminer une date, un lieu et une heure. Il se trouve que le débarquement est prévu dans la rue même de Kid.
En fait d'extra-terrestre, Kid verra débarquer son grand-père qui, il est vrai, peut parfois sembler venir d'une autre planète."
2954637.001;TV;TF1;2005;Culture connaissance;Présence d'un public in situ;Emission simple;"Présentation des invités : 
Valérie LEMERCIER, humoriste, comédienne et réalisatrice, présente sa nouvelle comédie ""Palais royal"". Elle est accompagnée des principaux acteurs de son film, à savoir Catherine DENEUVE, comédienne, Lambert WILSON, comédien,  
 Mathilde SEIGNER, comédienne, Michel AUMONT, comédien, et MAURANE, chanteuse et comédienne. 
Participe également à l'émission Stéphane BERN, animateur de télévision, qui vient présenter la pièce de théâtre ""Numéro complémentaire"", dans laquelle il tient un rôle..
En cours d'émission, Claude BARZOTTI vient interprèter un titre en l'honneur de Mathilde SEIGNER.
Chroniques : Sophia ARAM propose sa chronique Internet, et Mélanie ANGELIE, sa rubrique pub.
 
Liste des extraits diffusés en première partie d'émission :

- Extrait de ""Les nuls, l'émission"" : Valérie LEMERCIER danse la Tumpala. 1991
- Extrait de ""Les gendarmes, l'intégrale"" : Lambert WILSON est un extra-terrestre. 1979
- Extrait de ""Cinépanorama"" : François CHALAIS interviewe Catherine DENEUVE. 1962
- Extrait de ""surprise sur prise"" : Stéphane BERN interviewe la princesse du Tonga. 1998
- Extrait de ""Samedi soir en direct"" : Kad et Olivier reçoivent Valérie LEMERCIER. 2003 
- Extrait de ""La nuit des césars"" : Valérie LEMERCIER se plaint.1994
- Extrait des ""Victoires de la musique"" : Valérie LEMERCIER chante. 1997
- Extrait de ""Festival de Cannes, cérémonie de clôture"" : Valérie LEMERCIER discourt. 2005 
- Extrait de ""Stars"" : :Catherine DENEUVE chante avec Serge GAINSBOURG. 1980
- Extrait de ""On ne peut pas plaire à tout le monde"" : Valérie LEMERCIER et Rocco SIFREDDI. 2001
- Extrait d'un bêtisier issu du film Palais royal.
- Extrait de ""Petites confidences entre amis"" : Mathilde SEIGNER rencontre Claude BARZOTTI. 2005

Liste des extraits diffusés en seconde partie d'émission :

- Extrait du film ""Palais royal"". 2005
- Extrait du film ""8 femmes"". 2002
- Extrait de ""Gaston PHOEBUS"" : Lambert WILSON et sa coiffure. 1978 
- Le bêtisier Internet de Sophia ARAM : des videos amateur et des publicités.
- Extrait de ""Les nuls, l'émission"" : Valérie LEMERCIER imite un enfant. 1992

  liste des extraits diffusés en troisième partie d'émission :

- Extrait de ""Nulle part ailleurs"" : Antoine DE CAUNES et José GARCIA avec le rappeur Ice-T. 1995 
- Extrait de ""C.A.N.A.L. international"" : :Catherine DENEUVE et Michael KAEL. 1994
- Extrait de ""Sacrée soirée"" : Marcello MASTROIANI parle du métier d'acteur.1991 
- Extrait de ""Les interviews de Raphael Mezrahi"" : Lambert WILSON. 1995 
- Extrait de ""Samedi soir en direct"" : Kad et Olivier reçoivent Valérie LEMERCIER. 2003 
- Extrait de ""Fréquence JLB"" : la coiffure de MAURANE. 1987
- Diffusion de la bande annonce de ""Palais Royal.
- Pot-pourri des meilleurs moments de l'émission ""L'école des fans"".

Liste des extraits diffusés en quatrième partie d'émission :

- Extrait du film ""Les parisiennes"" : Johnny HALLIDAY chante pour Catherine DENEUVE. 1962
- Extrait de ""Mélodie sur La Croisette"" : la coiffure de Lambert WILSON. 1988
- La chronique pub de Mélanie ANGELIE : une publicité avec Valérie LEMERCIER ; ""Les nuls, l'émission"" (1991) ; une série de publicités pour du matériel de bricolage ; un site d'enchères par Internet.
- Une compilation d'extraits des plus belles cérémonies royales.
- Extrait de ""Nulle part ailleurs"" : les guignols (Stéphane BERN). 1998
- Extraits de ""Apostrophes"" : Charles BUKOWSKI. 1978
- Extrait de ""Comme au cinéma"" : coup de gueule de Jean-Pierre MOCKY. 2003"
2961856.001;TV;M6;2005;Fiction;Programme jeunesse;Collection d'émissions simples;"Martin, un adolescent de seize ans, a été recruté comme Agent Spécial par le ""Centre"", organisation secrète spécialisée dans les phénomènes paranormaux. Ses enquêtes l'emmènent dans les endroits les plus magnifiques du monde mais tellement étranges. Mystère et créatures effrayantes sont au programme des missions données par M.O.M., la directrice du Centre. Accompagné de sa demi-soeur, Diana, plus raisonnable que le tout fou Martin, de Java, un homme des cavernes ramené de mission, et de Billy, un adorable extraterrestre, ils plongent dans une succession d'aventures mêlant fantastique et comédie. Viens rire mais aussi frissonner... et découvrir le slime, la matière préférée de Martin."
2966749.001;TV;M6;2005;Fiction;Programme jeunesse;Emission simple incluse;"Sur la route de Galactic parc, M. Paddle, Big Bang, Horace, Kid et sa soeur
croisent un routier en panne. Alors que Monsieur Paddle l'aide, les trois garçons
jettent un coup d'oeil au chargement : incroyable ! C'est une soucoupe volante !
C'est en fait un nouveau manège dynamique qui doit être livré à Galactic parc.
Mais ça, les enfants ne le savent pas. Comme le routier est également perdu,
monsieur Paddle propose de l'y conduire.
Une fois tous arrivés à Galactic parc, Kid et ses deux copains, persuadés que le routier est un ""homme en noir"", faussent compagnie à monsieur Paddle et filent dans le camion. Ils s'introduisent dans la soucoupe, certains d'y rencontrer des
extra terrestres.
Monsieur Paddle s'inquiétant de ne pas retrouver les garçons alerte les agents de sécurité. Déguisés en extra terrestres, parc à thème oblige, ceux-ci se lancent à la recherche des disparus.
Qui, bien sûr, paniquent en les prenant pour de véritables martiens. Ils décident de s'emparer de la soucoupe. Ils déclenchent sans le savoir le manège dynamique et sont persuadés d'effectuer un vol dans l'espace alors que tout n'est qu'une simulation réaliste sur écran.
Il faudra l'intervention du routier pour que tout rentre dans l'ordre. Mais les enfants douteront longtemps de la réalité des faits. Surtout Horace qui même le jour de l'inauguration du nouveau manège, restera convaincu que tout ceci n'est qu'une immense couverture."
3078258.001;TV;France 5;2006;Culture connaissance;Présence d'un public in situ;Emission simple;"- Sommaire en images 
- RETOUR SUR ACTU : France, terre d'accueil de Khomeiny.
Dans le cadre de la crise nucléaire iranienne, retour sur la révolution islamique de 1979 et notamment sur le fait que l'ayatollah Khomeiny a été accueilli quelques mois en France, à Neauphle le Château, avant son arrivée au pouvoir à Téhéran.
Entretien en plateau avec Jean FRANCOIS-PONCET, sénateur, ancien ministre, et Gérard SAINT-PAUL, journaliste.
Extrait du Journal Télévisé de 13 heures sur TF1 le 19 janvier 1979 : interview de l'ayatollah Khomeiny par Gérard Saint-Paul et Yves Mourousi.
Extrait du JT de 20 heures sur TF1 le 27 janvier 1979 : réactions des habitants de Neauphle le Château.
Extrait d'une conférence de presse de Valéry Giscard d'Estaing le 21 novembre 1978 sur TF1, au cours de laquelle il répond à une question de Patrick Poivre d'Arvor.
Extrait du JT de 20 heures sur France 2 le 30 janvier 1979 : les appels lancés aux Iraniens par l'ayatollah Khomeiny depuis la France.
Extrait de ""L'événement"" sur TF1 le 1er février 1979 : le retour de l'ayatollah Khomeiny en Iran.

- SOUVENIRS : Furiani, une catastrophe annoncée.
Retour sur la catastrophe de Furiani, l'effondrement d'une tribune provisoire installée dans le stade de la ville, en 1992, lors de la demi-finale de la Coupe de France entre Marseille et Bastia.
Entretien avec Thierry ROLAND, journaliste sportif.
Extrait du JT de 20 heures sur TF1 le 5 mai 1992 : Patrick Poivre d'Arvor commente le sujet sur l'effondrement de la tribune et notamment l'agression de Thierry Roland par un supporter.
Extrait du JT de 20 heures sur Antenne 2 le 6 mai 1992 : l'inquiétude de responsables  devant l'état de la tribune avant l'accident.

- Présentation par Michel ROYER d'un extrait des Actualités françaises du 30 avril 1953 sur le plus vieux maire français. 
- Présentation par Giulia FOIS d'un extrait du JT de 23 heures sur l'ORTF montrant un concours de sosies.

- VIVE LA TELE : quand les OVNI faisaient la une.
Retour par Michel ROYER sur l'histoire des OVNI qu'on appelait au départ soucoupes volantes.
Extrait de ""Réponse à l'oeil"" sur la RTF le 15 octobre 1954 : microtrottoir sur les soucoupes volantes.
Extrait du JT de 13 heures sur l'ORTF le 2 décembre 1973 : témoignage d'un homme sur un OVNI.
Extrait de ""Le nouveau vendredi"" sur FR3 le 13 juin 1980 : conférence et interview de Jean-Claude Bourret."
3099269.001;TV;TF1;2006;Culture connaissance;Déconseillé aux enfants;Emission simple;"Liste chronologique des sujets diffusés :
Otzi : la malédiction de la momie
Le fantôme d'Henri VIII
Le monstre du Loch Ness
La route maudite
Le peintre medium
Chupacabra : la bête sanguinaire
Le caveau maudit
Le diamant maléfique de la reine
Les fantômes du château de Combourg
L'énigme des jumeaux
Le triangle des Bermudes
Aux frontières du réel
Poltergeist : le mauvais esprit
Le vaisseau fantôme
Le dernier miracle de Lourdes
La légende de big foot : le yéti d'Amérique
La clinique maléfique
La malédiction de Toutankhamon
Les mystères de l'Ile de Pâques
Lincoln - Kennedy : curieux destin
La maison qui saigne
La dame blanche de Mortemer
L'esprit du mal
Le mystère de Little Bouddha
Le trésor de l'abbé Saunière
La légende des crânes de cristal
L'affaire Carole Compton
Crop circles : les signes des extraterrestres ?
Le fantôme de la dame brune
Amityville : la maison du diable."
3193034.001;TV;M6;2006;Fiction;Programme jeunesse;Episode ou partie d'un programme inclus;"[Source M6]
Sur terre, Betty qui a la désagréable surprise de voir son amie Paloma capturée par un OVNI à Moosejaw , part à sa recherche. Ignorant l'incident, Noé tente vainement d'identifier une présence extra-terrestre."
3198280.001;TV;M6;2006;Variétés divertissement;Présence d'un public in situ;Emission simple;"BENABAR : Avec ses histoires inspirées du quotidien, Benabar, jongleur de mots doux et amer, symbolise la nouvelle chanson française. Pour la première fois sur le plateau du Hit Machine, Benabar nous présentera ""Quatre murs et un toit"", extrait de son album ""Reprise des négociations"". Entre coups de gueule et humour, l'entreprise de Benabar ne connaît pas la crise.
RENAUD : Auteur engagé aux textes à la fois de révolte et de tendresse, Renaud est l'un des chanteurs les plus populaires en France depuis plus de 20 ans. Il revient avec le single ""Les Bobos"", extrait de son album ""Rouge Sang"" prochainement dans les bacs.
ANAÏS : Chanteuse déjantée, Anaïs, commence son apprentissage musical en jouant du violon et de la clarinette. Aujourd'hui armée de sa guitare, chanteuse tout terrain, elle sort son premier album ""The Cheap Show"" et nous interprètera une vraie tirade sur les couples avec ""Mon coeur, Mon Amour"". Attention Live décapant !
PHILIPE KATERINE: On adore Philipe Katerine ! Ce chanteur atypique au texte fantaisiste, ovni de la chanson française, nous rejoindra sur le plateau du Hit Machine. Auteur, compositeur, interprète, il nous fera bouger sur son tube ""Louxor, j'adooore"" qui l'a propulsé au rang de Phénomène, extrait de son album ""Robots après tout"". Montez le son !
CHARLOTTE GAINSBOURG : 20 ans déjà depuis son dernier album ! L'artiste au multiples facettes, Charlotte Gainsbourg, nous fait découvrir son premier single ""The songs that we sing"", extrait de son nouvel album ""5 :55"", en exclusivité pour le Hit Machine. Laissez vous transporter par une voix douce et fragile..."
3279248.001;TV;TF1;2007;Culture connaissance;Déconseillé aux enfants;Emission simple;"Liste chronologique des sujets diffusés :
- Portrait robot : les visions de Loïs
- La bête du gévaudan
- Les fantômes de Balgrave Hall
- Titanic : tout était écrit
- Stonehenge : l'énigme des pierres
- Le palais hanté de Venise
- Le pilote de ligne croise un ovni
- Le sixième sens des animaux
- Le dernier miracle de Jean Paul II
- La voiture maudite de James Dean
- Le monstre caddy
- La pianiste medium
- La cote qui descend
- La petite fille et les spectres
- Nostradamus mythe ou réalité ?
- Les toilettes du pub étaient hantées
- Le poltergheist Tina Reisch
- Marthe Robin : 50 ans de jeûne
- Les légendes de Brocéliande
- Don Quichotte : le film impossible
- Signes de l'au-delà
- Le navire hanté
- L'Atlantide : un monde englouti ?
- Sicile : le diable pyromane ?
- Le fantôme de Lucie
- France objet volant identifié
- La combustion spontanée
- Fantôme avec chauffeur
- Les lignes de Nazca
- Etranges visiteurs"
3384746.001;TV;TF1;2007;Fiction;Déconseillé aux enfants;Episode ou partie d'un programme;"Résumé Télérama :
Pluie de révélations troublantes pour Laure : les cicatrices de Maria et Lorenzo cachent des implants extraterrestres.

Sur le site TF1 :
Pensant qu'il est traqué par les militaires, Erika décide de cacher Lorenzo, le père de Manon, l'enfant disparue. Intriguées par les cicatrices analogues que portent sur le bras Maria et Lorenzo, Laure et Erika demandent au professeur Bettega de les éclairer sur leur nature. Selon le scientifique, il s'agirait d'implants, sortes de corps étrangers inconnus dont certains individus seraient porteurs et dont on ignore la fonction ! 
Laure suit cette nouvelle piste et se rend au siège de ""Planet"", une association qui regroupe toute sorte d'informations sur les phénomènes de nature extra-terrestre... Une découverte fait soudain réagir Laure : le premier chercheur à avoir identifié les implants serait le professeur Roger, le médecin de sa mère. La coïncidence est extrêmement troublante...
Pendant ce temps, à l'hôpital militaire, de nouveaux examens sur Christopher ne donnent toujours rien. Sa mémoire semble inaccessible. 
Xavier Mayer a réussi à retrouver une ancienne adresse du professeur Roger mais déconseille à Laure de s'y rendre : Le professeur n'y habiterait plus depuis longtemps. Laure s'y rend malgré tout et ne trouve qu'une maison abandonnée, dans laquelle, aux dires d'une voisine, il se serait passé un drame terrible : le docteur Roger aurait massacré sa propre famille il y a des années de cela...
Entrée par effraction dans la maison, Laure découvre des peintures du docteur Roger et reconnaît le style de certaines toiles exposées au château de sa famille ! Ne croyant pas à une autre coïncidence, Laure identifie le peintre grâce à Irène. Il s'appelle Gaston Denis. Elle se rend à la galerie où est exposé le travail de cet artiste misanthrope qui vit reclus dans la montagne...

Sur le site de TF1 :
20 juin 1980, entre Paris et Marseille, une violente secousse surprend le vol 173. L'avion disparaît. 
20 ans plus tard, dans la maison familiale qu'elle désire vendre, Laure de Lestrade retrouve, dans ses vieux cahiers, une succession de dessins géométriques accompagnés de cette phrase : ""Nous devons nous retrouver !"". 
Non loin de là, la jeune femme découvre un immense Crop Circle dont le graphisme lui rappelle curieusement celui de ses dessins d'enfant. Sur les lieux, un inconnu l'agresse et la met en garde contre un danger imminent en lui assénant cette même phrase : "" Nous devons nous retrouver"". 
Son père la rassure mais reste évasif quant à la disparition de sa mère. Xavier, son fiancé, est persuadé qu'il lui cache quelque chose. Intriguée, Laure décide de mener une enquête et fait des découvertes importantes sur ses proches... Elle comprend pourquoi son demi-frère François lui voue une animosité affichée et sa belle-mère, une haine courtoise. 

Cependant, Laure est confrontée à des phénomènes inexplicables, des signes étranges. Elle a parfois le sentiment de côtoyer un monde parallèle. Avec Xavier, elle va devoir revenir sur un passé qu'ils croyaient révolu. .."
3384760.001;TV;TF1;2007;Fiction;Déconseillé aux enfants;Episode ou partie d'un programme;"Mercredi 4 juillet 
Inédit
Durée : 60 min
Dernière diffusion

Mystère
6/12.
2007. France - Belgique - Suisse.
Réalisateur : Didier Albert
Acteurs :Toinette Laquière (Laure de Lestrade), Babsie Steger (Erika de Lestrade), Arnaud Binard (Xavier Mayer), Patrick Bauchau
(Guillaume de Lestrade), Lio (Michèle Costa), Jean-Philippe
Ecoffey (Paul Costa), Yann Sundberg (François de Lestrade),
Marisa Berenson (Irène de Lestrade)
ScénarioCéline Guyot

Résumé :
L'homme responsable de toutes les disparitions séquestre Laure. Mais elle parvient à s'échapper. Roger a fait de même. Il est en fuite. Alors qu'ils s'interrogent toujours sur son rôle, policiers et militaires se lancent à sa recherche. Irène, la mère de Xavier, confie à son fils qu'elle a connu le professeur Roger, mais c'est par sa galeriste que le jeune homme trouve une sorte de testament du médecin adressé à Laure. Il s'agit d'un tableau. Laure découvre le portrait d'une femme qui ressemble étrangement à sa mère et qui
semble lui adresser un message, le plan d'accès à une mystérieuse cache qui lui permettra d'en savoir davantage...
site TF1 :
Cette femme lui indique une cache dans laquelle se trouve une boite contenant divers objets dont une cassette audio, un DVD et une éprouvette contenant un objet étrange qui ressemble à un implant. Laure et Xavier découvrent l'improbable : la vidéo montre une extraction d'implant faite par le professeur Roger lui-même... Quant à la cassette, elle porte un enregistrement sur lequel un extra-terrestre informe de sa venue sur terre pour, dit-il : ""reprendre les enfants"" ...
Laure fait entendre l'enregistrement à Christopher qui réagit en lui dessinant mystérieusement un signe identique à un Crop Circle sur le visage.



Sur le site de TF1 :
20 juin 1980, entre Paris et Marseille, une violente secousse surprend le vol 173. L'avion disparaît. 
20 ans plus tard, dans la maison familiale qu'elle désire vendre, Laure de Lestrade retrouve, dans ses vieux cahiers, une succession de dessins géométriques accompagnés de cette phrase : ""Nous devons nous retrouver !"". 
Non loin de là, la jeune femme découvre un immense Crop Circle dont le graphisme lui rappelle curieusement celui de ses dessins d'enfant. Sur les lieux, un inconnu l'agresse et la met en garde contre un danger imminent en lui assénant cette même phrase : "" Nous devons nous retrouver"". 
Son père la rassure mais reste évasif quant à la disparition de sa mère. Xavier, son fiancé, est persuadé qu'il lui cache quelque chose. Intriguée, Laure décide de mener une enquête et fait des découvertes importantes sur ses proches... Elle comprend pourquoi son demi-frère François lui voue une animosité affichée et sa belle-mère, une haine courtoise. 

Cependant, Laure est confrontée à des phénomènes inexplicables, des signes étranges. Elle a parfois le sentiment de côtoyer un monde parallèle. Avec Xavier, elle va devoir revenir sur un passé qu'ils croyaient révolu. .."
3390171.001;TV;TF1;2007;Fiction;Déconseillé aux enfants;Episode ou partie d'un programme;"A son réveil, Lorenzo ne se souvient de rien. Il n'est pas conscient qu'un être étranger a pris possession de son corps mais il s'affole lorsque Laure lui demande l'origine de la cicatrice qu'il porte au bras. Il revoie de manière chaotique les images de son premier voyage en avion à l'âge de dix ans, du vol d'abord paisible puis des secousses, de la chute dans le vide, de l'endormissement des passagers et d'une étrange lumière bleue. Toujours à la recherche de Lorenzo, François fait soudain irruption à l'auberge des Costa. Erika et Lucas qui s'y trouvaient s'échappent de justesse mais, de peur d'être pris, Lorenzo saute par la fenêtre. Il est conduit à
l'hôpital dans un état critique. Laure raconte à son père ses extraordinaires découvertes à propos des implants et la colonisation des corps. Il lui promet de tout soit mettre en oeuvre pour sauver Lorenzo, le dernier espoir d'entrer en contact avec ' eux ' avant le 12 août 2007. En compagnie de Xavier, Laure se rend chez Lorenzo pour trouver des informations sur le fameux vol 173. Ils découvrent son badge d'enfant avec la dédicace d'une autre passagère, Maria Marinetti, la mère d'Astrid. Cet indice les amène à consulter les archives de l'époque et à retrouver la trace de
Jeanne Laborde, l'hôtesse de l'air. Elle leur donne la même version des faits : il semblerait qu'un phénomène mystérieux se soit produit autour de cet avion dont les passagers seraient colonisés. Elle-même porte une cicatrice à l'avant-bras, mais il apparaît que son implant a été enlevé chirurgicalement. Devant le silence de son père, Laure se tourne vers Michèle pour entrer en
contact avec Planet mais la personne qui dirige cette association refuse et demande à Michèle d'empêcher sa nièce de poursuivre ses recherches. Laure revient au centre militaire et détourne l'attention d'un officier pour accéder aux dossiers secrets. Elle parvient, de justesse, à enregistrer sur une clé USB la liste des passagers : tous sont répertoriés sauf un, non identifié.
Erika panique lorsque Laure lui fait part de ses découvertes : tous les enfants des passagers du vol 173 ont disparu. Lucas, qui, en réalité, n'est pas le fils de François mais celui de Lorenzo, serait donc, lui aussi menacé d'enlèvement. Plus tard, alors que Laure et Xavier s'entretiennent avec un médecin sur l'état de santé de Lorenzo en réanimation à l'hôpital, un homme aux cheveux
Mystère."
3390184.001;TV;TF1;2007;Fiction;Déconseillé aux enfants;Episode ou partie d'un programme;"Epuisée, Laure rentre chez elle et s'endort. Soudain, au milieu de son sommeil, elle voit sa mère devant elle lui dire combien elle l'aime et, bien que comprenant son besoin de vérité, lui demander de cesser de la rechercher. Un bruit de verre la réveille. Une lampe est renversée sur le sol. Troublée, elle sort pour prendre sa voiture quand une ombre surgit. Plus tard, sa voiture est retrouvée abandonnée. Laure a disparu. Au Quartier général comme au SRPJ, le général de Lestrade et Xavier mettent tout en oeuvre
pour la retrouver. A-t-elle également été kidnappée comme les autres ? Laure se réveille dans une chambre fermée et après avoir appelé à l'aide, avoir frappé sur les murs et commencé à désespérer, elle voit la porte s'ouvrir sur... son propre fiancé, Xavier. Ses propos sont incompréhensibles. Il parle de meurtres commandités par son père le général envers la famille du professeur Roger. Il trouve là l'explication de tous les enlèvements et veut, en capturant Laure, faire avouer ses crimes à son père. Laure ne comprend rien et veut s'enfuir, mais en vain. Soupçonnant Xavier, le général le fait suivre et le surprend en compagnie de sa fille. Il est arrêté et interrogé sans ménagement par François. Bien que furieuse contre Xavier, Laure s'offusque des méthodes employées par son demi-frère. Elle retourne dans la maison
abandonnée de la famille Roger dans l'espoir d'y trouver des éclaircissements mais ne rapporte qu'une ancienne photo de la famille Roger, le père, la mère et leur petit garçon. A la base militaire, Xavier est soumis au sérum de vérité. Il fait toujours les mêmes réponses quant à son identité et ses intentions, jusqu'à ce que François perde patience et ne fasse durcir le mode opératoire. Proche de la crise d'épilepsie, Xavier finit par articuler un prénom,
Alex. Des souvenirs violents lui reviennent à l'esprit. Il revoit des hommes encagoulés pénétrer dans sa maison, il se souvient avoir entendu sa mère crier, et des coups de feu. Laure entre dans la salle d'interrogatoire, une sorte de portrait robot à la main. Il s'agit de la photo du petit garçon trouvé dans la maison, vieilli à l'âge adulte. On reconnaît Xavier : ' C'est Alexandre Roger, dit-elle, le fils du professeur Roger '. Xavier avoue avoir assisté au
meurtre de sa mère. Il est persuadé que des militaires en sont responsables afin de faire pression sur Roger qui ne voulait pas interrompre ses recherches sur les extra-terrestres.
A moins qu'ils n'aient eu une autre motivation..."
3394082.001;TV;TF1;2007;Fiction;Déconseillé aux enfants;Episode ou partie d'un programme;"[Source : site internet TF1]

Sous l'effet des injections, Xavier, aux mains des militaires, révèle sa véritable identité : il s'appelle Alexandre Roger, il est le fils du professeur Roger et se souvient maintenant clairement de la nuit où s'est déroulé le drame. Il se revoit à l'âge de six ans, dormant profondément jusqu'à ce qu'un bruit terrifiant ne le réveille. Il voit des hommes encagoulés courir dans la maison, attraper sa mère et la tuer sous ses yeux. Il se souvient s'être caché sous son lit, avoir été agrippé par un homme au bras tatoué d'un aigle à deux têtes puis placé dans le coffre d'une voiture jusqu'à une destination inconnue pour ensuite être adopté et avoir changé d'identité. Xavier finit par avouer avoir enlevé Laure pour se venger de son père, le général, qu'il tient pour responsable de ce crime.
Laure demande des explications à son père qui, les yeux dans les yeux, nie toute implication dans cette affaire.
Accusé d'enlèvement et de séquestration, Xavier est envoyé dans la même prison que Castaneda à qui François a rendu visite et demandé un service : ""s'occuper"" de Xavier en échange d'une prochaine libération. Le manche d'une cuiller acéré comme une lame à la main, Castaneda se rue sur Xavier qui le contre et découvre, subjugué le dessin d'un aigle à deux têtes tatoué sur son avant-bras. Castaneda serait-il l'homme de ses cauchemars?
A l'hôpital militaire, François et son père découvrent Christopher étendu sur le sol, les veines entaillées, les murs de sa chambre couverts de manière répétitive du graphisme d'un Crop Circle non encore identifié, dessiné avec son sang. Horrifiée par ce spectacle, Laure se penche vers Christopher et lui glisse quelques mots à l'oreille. Elle se rend ensuite chez Michèle et Paul Costa, décidée à le faire sortir de cette prison. Après bien des réticences, Paul finit par proposer à Laure de passer par les sous-sols de la base dont il aura subtilisé les plans.
La nuit suivante, tous deux pénètrent dans les conduits d'aération, réussissent à faire sortir Christopher par le même chemin, sans savoir qu'ils sont observés par le général de Lestrade depuis une caméra de surveillance.
Reprenant vie mais toujours emmuré dans son silence, Christopher indique à Laure un endroit sur une carte où il veut se rendre. Arrivés sur le lieu, ils découvrent derrière une zone protégée par des fils de fer barbelés, le Crop Circle que Christopher a dessiné à maintes reprises. Une jeune fille surgit au milieu du champ, Christopher la fixe intensément, communique mentalement avec elle, puis s'enfuit en courant après avoir prononcé ses premiers mots : ""Il faut partir... c'est écrit... ils vont venir nous chercher le 12 août... je dois aller chercher les autres..."""
3394095.001;TV;TF1;2007;Fiction;Déconseillé aux enfants;Episode ou partie d'un programme;"[Source : site internet TF1]

Christopher s'enfuit à travers le Crop Circle et, une fois seul, retire une chose de sa bouche qui semblait le gêner : une prothèse dentaire dans laquelle se trouvait un mouchard.
Grâce à la sortie de Christopher, Castaneda et Xavier sont libérés de prison. François attend Xavier à sa sortie et, sous la menace d'un révolver, l'incite à monter dans sa voiture. Il l'amène dans la forêt, tente de le tuer quand Castaneda surgit derrière lui et le désarme. Les rôles s'inversent. Xavier le met en joue en énumérant les griefs contre lui : l'incarcération de Castaneda sous une fausse accusation, l'incitation au meurtre et l'assassinat de sa mère commandité par son père. François le supplie de l'épargner. Xavier le laisse partir, maintenant qu'il sait que son père est responsable du massacre de sa famille.

Erika et Lucas rendent visite à Lorenzo à l'hôpital mais Lucas s'enfuit, emmené selon un témoin par un jeune homme au regard étrange. Christopher. Prise de panique, Erika appelle François, qui, furieux, se rue sur elle, la gifle violemment et manque la tuer lorsqu'elle lui avoue que Lucas est différent des autres enfants et qu'il n'est pas son fils.

Au SRPJ, Laure aligne les photos des disparus et les représentations des Crop Circle pour en trouver le sens. Elle lit : Nous sommes leurs enfants... Nous devons nous retrouver... Le 12 août 2007... Pour partir...
Elle apprend que Lucas a disparu et que Jeanne Laborde, l'hôtesse de l'air du vol 173, a été agressée par un homme, Simon Castaneda. Jeanne révèle que son agresseur, avec qui elle a eu une liaison il y a 18 ans, était lui aussi dans l'avion au moment du crash, et qu'il est le père d'une fille qu'elle a abandonnée à sa naissance. Laure ne peut s'empêcher de faire le rapprochement avec la jeune fille qu'elle a rencontrée avec Christopher dans le Crop Circle : Julie.
Remarquant au cou de Jeanne un pendentif identique à celui de sa mère, Laure apprend qu'il lui a été offert par une passagère du vol 173, une jeune femme du nom de Anne. Laure sent le sol se dérober sous ses pieds. Cette femme était sa mère... Elle est donc l'une d'entre eux ?
Laure court se réfugier dans sa voiture et pleure d'angoisse et de désespoir. Elle prend la route pour rencontrer Julie, la trouve à l'auberge de jeunesse au moment où un homme essaie de l'enlever. Laure assomme l'homme. C'est Simon Castaneda.
Une voix étrange sort alors de son corps et annonce à Julie qu'elle fait aussi partie des ""autres"" et qu'elle doit les retrouver. Prévenu par Xavier des recherches entreprises à leur encontre par les militaires, Laure emmène tout le monde vers un lieu qui l'attire, une vieille abbaye désaffectée. Dans cet endroit grandiose et mystérieux, ils retrouvent Christopher, Lucas et Xavier. Laure s'effondre dans les bras de son fiancé avouant son appartenance à une autre espèce, cédant à sa peur.
Après s'être plaint auprès de sa mère, François se rend à la base auprès de son père l'accusant de trahison, d'incompétence et de favoritisme envers Laure. Plus tard, un représentant du ministère de la Défense se présente à la base. Il défait le général du dossier STAR et nomme François à sa place, bien décidé à affronter Laure jusqu'au bout..."
3401246.001;TV;TF1;2007;Fiction;Déconseillé aux enfants;Episode ou partie d'un programme;"Accompagnée de Xavier, Laure retourne à l'endroit où elle a vu sa mère pour la dernière fois et comprend que le 'crop circle' est un message
à son attention. Peu à peu, la mémoire lui revient et elle se souvient de ce qui s'est passé. Agée de 10 ans, elle courait dans un champ avec sa
mère lorsque des rayons lumineux sont apparus, formant le cercle. Ensuite, elle s'était endormie dans la voiture, pour se réveiller seule, les
mains liées par un foulard, dans le véhicule en train de plonger dans les eaux du Rhône. Ce souvenir convainc Laure de la culpabilité de sa
mère. Mais le général finit par lui donner sa version des faits."
