no	de
234427.001	comportement humain (provocation)
234427.001	polémique
234427.001	fait divers
234427.001	crime
234427.001	vie politique
234427.001	personnalité politique
234427.001	vie privée
234427.001	conjoint (conjointe)
234427.001	chanteur
234427.001	couturier
234427.001	décès
234427.001	Brant Mike
234427.001	Jackson Michael
234427.001	Versace Gary
234427.001	croyance
234427.001	surnaturel
234427.001	parapsychologie
234427.001	ovni
234427.001	catastrophe naturelle
234427.001	accident
234427.001	risque industriel
234427.001	société
234427.001	phénomène social
234427.001	rumeur
620843.009	cyclisme
620843.009	coureur cycliste
620843.009	portrait
620843.009	Ullrich Jan
156672.001.013	conception de la vie
164928.001.023	télévision
164928.001.023	extraterrestre (Rosewell)
164928.001.023	émission télévisée (l'odyssée de l'étrange)
164928.001.023	Pradel Jacques
213040.021	campagne
213040.021	ferme
213040.021	ovni (soucoupe volante)
213040.021	extraterrestre
213040.021	relation parent enfant (mère-fils)
CPA79050235	astronomie
CPA79050235	astrophysique
CPA79050235	télescope
CPA79050235	navette spatiale (simulation)
CPA79050235	animation
CPA79050235	maquette (orbiter)
CPA79050235	vaisseau spatial (projet américain)
CPA79050235	station orbitale (projet américain)
CPA79050235	Agence spatiale européenne
CPA79050235	science fiction (bande dessinée)
CPA79050235	futurologie (exploration de l'univers)
CPA79050235	Houston (centre de recherche)
CPA79050235	extraterrestre (off hélas)
CPA79055473	monstre (science fiction)
CPA79055473	psychologie
CPA79055473	vampirisme
CPA79055473	extraterrestre
CPA79055473	musique électronique
CAB7900215701	Funès Louis de
CAB85114267	football (PSG - Auxerre)
CAB85114267	équipe (PSG)
CAB85114267	but
CAB85114267	Houllier Gérard
CPC82057144	science fiction
CPC82057144	extraterrestre
CPC82057144	homme (50 ans)
CPC82057144	amour
CPA82057133	marionnette
CPA82057133	extraterrestre
CPA82057133	dessin animé
CAB8301049101	athlétisme
CAB8301049101	stade (Colombes)
CAB8301049101	saut à la perche
CAB8301049101	Vigneron Thierry
CAB8301049101	Abada Patrick (int.)
CAB8301049101	Houvion Philippe (int.)
CAB8301049101	Quinion Pierre (athlète
CAB8301049101	int.)
CAB8301049101	Perrin Jean Claude (int.)
CPA8305780301	astronomie
CPA8305780301	univers
CPA8305780301	système solaire
CPA8305780301	étoile (VEGA)
CPA8305780301	Flammarion Camille
CPA8305780401	extraterrestre (off)
CPC88010010	enfant
CPC88010010	aventure
CPC88010010	fantôme
CPC88010026	enfant
CPC88010026	aventure
CPC88010026	fantastique
CPC88010026	fantôme (extra terrestre)
CPA8505371601	dessin animé
CPA8505371601	science fiction
CPA8505371601	extraterrestre
CPA8005250603	trucage
CPA8005250603	film (Alien)
CPA8005250603	bande dessinée
CPA8005250603	livre (L'oiseau d'Amérique de Walter Tevis)
CPA8005250603	film (La nuit de la mort)
CPA8005250603	livre (La société malade de ses communications)
CPA8005250603	création
CPA8005250603	dessin
CPA8005250603	décor
CAC88044558	yachting
CAC88044558	Nouvelle Zélande (off)
CAC88044558	régate (america's cup
CAC88044558	off)
CAC88044558	voilier
CAC88044558	prototype
CAC88044558	Colas Alain
CAC88044558	lac (LEMAN)
CAC88044558	régate (bol d'or)
CAC88044558	voilier (OVNI)
CPA88006707	enquête de police
CPA88006707	détective privé
CPA88006707	médium
CPB88006263	conte
CPB88006263	géant
CPB88006263	chaussure
2297577.041	science fiction
2297577.041	extraterrestre
3579511.002	santé
3579511.002	maladie orpheline
3579511.002	traitement médical
3579511.002	recherche médicale
3579511.002	diagnostic
3579511.002	bébé
3579511.002	enfant
5839574.002	science fiction
5839574.002	famille
5839574.002	vieillesse
5839574.002	extraterrestre
5839574.002	secret
5839574.002	invasion
7568324.001	Londres
7568324.001	fiction
7568324.001	fantastique
7568324.001	extraterrestre
7568324.001	surnaturel
7568324.001	guerre
7578307.001	Londres
7578307.001	science fiction
7578307.001	fantastique
7578307.001	rapports humains
7578307.001	guerre
7578307.001	guerre bactériologique
7578307.001	personnage de fiction (aliens)
7578307.001	extraterrestre
7578308.001	Londres
7578308.001	science fiction
7578308.001	fantastique
7578308.001	rapports humains
7578308.001	extraterrestre
7578308.001	guerre
7578308.001	guerre bactériologique
7471474.001	recherche
7471474.001	extraterrestre
7471474.001	signal sonore
7491003.001	montagne
7491003.001	forêt
7491003.001	enfant
7491003.001	jeune fille
7491003.001	fugue
7491003.001	orphelin
7491003.001	extraterrestre
7491003.001	enlèvement
7491003.001	orage (magnétique)
7498252.001	Cnes
7498252.001	bureau d'étude (Geipan / Gepan)
7498252.001	recherche scientifique
7498252.001	espace
7498252.001	ovni
7498252.001	Galley Robert
7498252.001	Lévy Maurice
7498252.001	Petit Jean Pierre
7564124.001	Londres
7564124.001	fiction
7564124.001	fantastique
7564124.001	extraterrestre
7564124.001	surnaturel
7564124.001	guerre
7564124.001	résistance
7564124.001	robot
7564126.001	Londres
7564126.001	fiction
7564126.001	fantastique
7564126.001	extraterrestre
7564126.001	surnaturel
7564126.001	guerre
7490822.001	série télévisée
7490822.001	critique
7490822.001	ovni
7490822.001	adaptation d'oeuvre (Arsène Lupin)
7490822.001	comédie
7568325.001	Londres
7568325.001	fiction
7568325.001	fantastique
7568325.001	extraterrestre
7568325.001	surnaturel
7568325.001	guerre
7438622.001.002	Maroc
7438622.001.002	vie rurale
7438622.001.002	berger
7438622.001.002	croyance
7438622.001.002	islam
7438622.001.002	disparition
7438622.001.002	extraterrestre
7463240.001	pollution
7463240.001	réchauffement climatique
7463240.001	planète Terre
7463240.001	départ
7463240.001	extraterrestre
7463240.001	fiction
7412150.001	observation
7412150.001	comportement humain
7412150.001	curiosité
7412150.001	vêtement
7412150.001	extraterrestre
6515009.001	cinéma
6515009.001	film
6515009.001	succès
6515009.001	année (1982)
7503217.001	Chine
7503217.001	rapports humains
7503217.001	extraterrestre
7503217.001	amour
7503217.001	univers
7471917.001	loisir sportif
7471917.001	course automobile (banger racing)
7471917.001	condition féminine
7471917.001	passion
7471917.001	femme
7471917.001	adolescent
7471917.001	automobile (stock-car)
CPA8505360703	planète Mars
CPA8505360703	vie
CPA8505360703	extraterrestre
CPA8505360703	espace
CPA8505186501	festival (bande dessinée)
CPA8505186501	Angoulême
CPA8505186501	bande dessinée
CPA8505186501	dessinateur
CPB8405688802	vidéoclip
CPA86004088	science
CPA86004088	espace
CPA86004088	extraterrestre
CPA86004088	comète
CPB86007087	reconstitution historique
CPB86007087	Du Motier de La Fayette Gilbert
CPA86003367	film (ennemy mine)
CPA86003367	tournage (film)
CPA91014726	cinéma (Américain)
CPA91014726	science fiction
CPA91014726	"film (""Dreamscape"")"
CPA91014726	"film (""Starman"")"
CPA91014726	tournage
CPA91014726	"film (""Runaway"")"
CPC90010764	éducation
CPC90010764	document d'archives
CPA90011181	maladie
CPA90011181	isolement (quarantaine)
CPB90010406	rugby
CPB90010406	humour
CPB90010406	astrologie
CPB90010406	tournée
CPB90010406	portrait
CPB90010406	pièce de théâtre (le château de cène)
CPB90010406	interview (vérité)
CPC90011539	jeunesse
CPC90011539	pédagogie
CPC90011539	média
CPC90011539	festival
CPC90011539	Niort
CPB90010888	spéléologie
CPB90010888	glacier
CPB90010888	spéléologue
CPB90010888	modélisme (aéromodélisme)
CPB90010888	monument (tour Eiffel)
CPB90010888	reconstitution historique
CPB90010888	village (gaulois)
CPB90010888	Somme (Samara)
CPB90010888	livre (on ne m'a pas demandé mon avis)
CPC90013406	violence
CPC90013406	école
CPA90010736	extraterrestre
CPA90010736	amour
CPA90010736	rêve
CPA90004641	spiritualité
CPA90004641	religion
CPA90004641	miracle
CPA90004641	livre (Histoire des croyances et des idées religieuses)
CPA90004641	livre (la bible de Pierre)
CPA90004641	livre (enquête sur les ovnis)
CPA90004641	livre (un grain de sagesse)
CPA90004641	livre (portrait de Marthe ROBIN)
CPA90004641	livre (un siècle une vie)
CPA90004641	livre (dieu seul le sait)
CPB90004992	Coluche-humoriste (archives)
CPB90004992	gymnastique
CPB90004992	musculation
CPB90004992	astrologie (horoscope)
CPB90004992	hygiène (crème solaire)
CPB90004992	chanson (parolier)
CPB90004992	vente par correspondance
CPB90004992	journal (Est Républicain en braille)
CPB90004992	handicapé (égalité des droits)
CPB90004992	recette de cuisine (oeufs au nid)
CPA90004429	jeunesse
CPA90004429	dessin animé
CPC90009141	Tintin-personnage de fiction
CPC90009141	ovni
CPC90009141	bande dessinée (vol 714 pour Sydney)
CPB90005837	parc d'attractions (PARC ASTERIX)
CPA90009277	sketch
CPA90009277	adultère
CPA90009277	science fiction
CPA90009043	extraterrestre
CPA90009043	séduction
CPA80054783	ovni
CPA80054783	cinéma (science fiction)
CPA80054783	décor (film)
CPA80054783	mythe (des civilisations perdues)
CPA80054783	religion (mythe)
CPA80054783	film (extrait)
CPA80053225	science fiction
CPA80053225	extraterrestre
CPA80053225	couple
CPA80053225	télépathie
CPA80053225	temps-durée
CPA80053225	disparition
CPA80053225	expédition scientifique
CPA80053225	accident
CPA82052300	extraterrestre
CPA8105118902	extraterrestre
CPA8105118902	fantastique (épouvante)
CPA8105018001	ovni
CPB81052208	science fiction
CPB81052208	galaxie
CPB81052208	extraterrestre
CPB81052208	enquête de police
CPB81054282	science fiction
CPB81054282	galaxie
CPB81054282	extraterrestre
CPB81054282	enquête de police
CPB81054282	centre hospitalier
CPB81054282	trafic illicite
CPB81054282	cadavre
CPB81054282	décès
CPB81054282	plante
CPB81054282	corps
CPA8105409501	Ellison Harlan
CPA8105409501	littérature
CPA8105409501	science fiction
CPA8105409501	fantastique
CPA8105409501	écrivain
CPA8105409501	cinéma
CPA8105058802	ovni
CPA81053040	extraterrestre
CPA81053040	civilisation (humaine)
CPA81053040	science
CAB8102024501	musique contemporaine
CAB8102024501	Jarre Jean Michel
CAB8102024501	vidéo
CPA8105058803	Provence
CPA8105058803	Bouches du Rhône
CPA8105058803	Les Baux de Provence
CPA8105058803	croyance
CPA8105058803	radiesthésiste (pendule)
CPA8105058803	lune (off)
CPA8105058803	extraterrestre (off)
CPA81055043	espace
CPA81055043	ovni
CPA81055043	système solaire
CPA81055043	trou noir
CPA81055043	film (la guerre du feu)
CPB81054019	science fiction
CPB81054019	galaxie
CPB81054019	extraterrestre
CPB81054019	enquête de police
CPB81054019	centre hospitalier
CPB81054019	trafic illicite
CPB81054019	cadavre
CPB92003260	science fiction
CPB92003260	galaxie
CPB92003260	extraterrestre
CPB92003260	enquête de police
CPB92003260	centre hospitalier
CPB92003260	trafic illicite
CPB92003260	cadavre
CPA8105504301	ovni
CPA8105504301	extraterrestre
CPA88015521	extraterrestre
CPA89003457	Sahara
CPA89003457	désert
CPA89003457	expédition
CPA89003457	idéalisme
CPA89003457	"civilisation (antique survivant dans le monde ""moderne"")"
CPA89003457	extraterrestre (descendants d'extraterrestres)
CPA89003457	Maghreb (début de si7cle et exotique)
CPA89003457	suspense (mystère)
CPA89003457	aventure (péripéties diverses et nmbreuses)
CPA89003457	trésor (recherche d'un trésor mythique)
CPB89000646	Fossey Dian
CPB89000646	film (Gorilles dans la brume
CPB89000646	extrait)
CPB89000646	tournage
CPB89000646	gorille
CPB89000646	Nancy (off)
CPB89000646	recherche scientifique
CPB89000646	planète
CPB89000646	télescope
CPB89000646	plante
CPB89000646	faune
CPB89000646	sciences naturelles
CPB89000646	alimentation (chaîne alimentaire)
CPB89000646	astronomie (radio astronomie)
CPA89007940	ovni
CPA89007940	Cnes (Toulouse)
CPA89007940	enquête d'investigation (OVNI)
CPA89007940	foudre
CPC89002717	Paris
CPC89002717	enfant
CPC89002717	extraterrestre
CPC89002717	musée (cite des sciences et de l'industrie)
CPC89002717	Parc de la Villette
CPA89003936	fonds sous marins
CPA89003936	civilisation (aquatique)
CPA89003936	sculpture (samouraï)
CPA89003936	musée (sous marin)
CPA89003936	ballet (aquatique)
CPA89003936	mer (merien)
CPA89003936	concert (aquatique)
CPA89003936	natation (nageur)
CPB89003766	archéologie
CPB89003766	astronomie
CPB89003766	heure (d'été)
CPB89003766	manchot-oiseau (empereur)
CPA88008819	dessin animé
CPA88010848	émission télévisée (sept d'or)
CPA88010848	mystification (Canular)
CPA88010848	extraterrestre
CPA88010848	vaisseau spatial (Soucoupe volante)
CPA88010848	secte
CPA88010848	message
CPA88010848	mariage
CPA88010848	homosexualité
CPA88010848	bouddhisme
CPA88010848	noblesse
CPA88010848	témoignage
CPA88010848	interview (gag)
CPC87002877	astronomie
CPC87002877	extraterrestre
CPC87002877	système solaire
CPC87002877	planète (système solaire)
CPC87002877	satellite artificiel (spot)
CPC87002877	communication (satellite)
CPA86011542	communication
CPA86011542	antenne
CPA86011542	radioastronomie
CPA86011542	observatoire (centre de radio astronomie de Nançay)
CPA86011542	extraterrestre
CPA86011542	astrophysique
CPB87000781	France
CPB87000781	société
CPB87000781	extraterrestre
CPB87000781	vaisseau spatial (soucoupe volante)
CPB87000781	science fiction
CPB87000781	catastrophe
CPB87000781	écologie
CAA86030366	énergie solaire
CAA86030366	énergie nucléaire
CAA86030366	centrale nucléaire (Cattenom)
CAA86030366	explosion atomique
CAA86030366	animation
CAA86030366	fusée (Ariane)
CAA86030366	Chrétien Jean Loup
CAA86030366	ovni
CAA86030366	colonie de vacances
CPA87003872	dessin animé
CPA87003872	science fiction
CPA87003872	extraterrestre
CPA87002487	marionnette
CPA87002487	télécommande (zapping)
CPA87002487	télévision
CPC91008760	science fiction
CPC91008760	extraterrestre
CPC91008760	vaisseau spatial
CPC91008760	humour
CPC91008760	rapports humains (homme-extraterrestre)
CPC91008760	paix (message)
CPC91008760	caricature (satire milieux audiovisuels)
CPC91008760	journaliste (télévision)
CPC91009914	science fiction
CPC91009914	extraterrestre
CPC91009914	vaisseau spatial
CPC91009914	humour
CPC91009914	rapports humains (homme-extraterrestre)
CPC91009914	paix (message)
CPC91009914	caricature (satire milieux audiovisuels)
CPC91009914	journaliste (télévision)
CPA90013918	rapports humains (niece/oncle)
