"";"X.anneedediff_1995";"X.anneedediff_1996";"X.anneedediff_1997";"X.anneedediff_1998";"X.anneedediff_1999";"X.anneedediff_2000";"X.anneedediff_2001";"X.anneedediff_2002";"X.anneedediff_2004";"X.anneedediff_2005";"X.anneedediff_2006";"X.anneedediff_2007";"X.anneedediff_2008";"X.anneedediff_2009";"X.anneedediff_2010";"X.anneedediff_2011";"X.anneedediff_2012";"X.anneedediff_2013";"X.anneedediff_2014";"X.anneedediff_2015";"X.anneedediff_2016";"X.anneedediff_2017";"X.anneedediff_2018";"X.anneedediff_2019";"X.anneedediff_2020";"X.anneedediff_2021";"X.anneedediff_2022";"X.anneedediff_2023"
"attaque";0;0;0;0;0;0;0;0;0;0;0;0;2,55;1,52;0,25;0;0,23;0;0;0;0,65;1,11;0;1,35;0;0,6;0,12;0,14
"école";0;0;0;0;0;0;1,49;0;0;1,75;0;0;4,46;0;0,74;0;0,23;0;0;0;0,65;0;0,39;0;0;0,12;0;0,98
"chroniqueur";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,25;0;0;0;0;0;0;3,9;3,95;1,92;6,08;3,61;0,12;6,18
"syndicat";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,76;0;0;0;0;0
"avion";0;0;0;0;0;0;0;0;0;0;0;1,78;0;0;0;0;0;0;0;0;0;0;0;0;1,11;0,24;0,12;0,14
"terrestre";13,25;32,79;9,43;4,24;0;0;0;0;0;2,63;0;0;0;1,52;0,25;0;0;0,88;0;0;0;0;0;0;0;0,12;0;0
"don";0;0;3,14;0;0;0;0;0;0;0;0;0,36;0,64;1,52;0;0;0,69;0,88;0,47;0;0;0;0;0,19;0;0;0;0
"doo";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,69;0;0,47;4,33;0;0;0;0;0;0,12;0;0
"christopher";0;0;0;0;0;0;0;0;0;0;0;4,64;0;0;0;0;0;0;0;0;0;0;0;0,19;0;0;0;0
"traverser";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,03;0;0;0,47;0;0;0;0;0;0;0;0;0
"julien";0;0;3,14;0;0;0;0;0;0;0;0;0;0;1,52;0;0;0,46;0;0;0;0;0;0;0;0;2,77;0;3,8
"cabrol";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,69;0;1,27
"02";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,74;1,41;0;0;0;0;0;0;0,2;0,19;0,55;1,08;0;0,56
"03";0;0;0;0;0;0;0;0;0;0;0;0;0,64;0;0,5;0,47;0;0;0;0;0;0;0,2;0,19;0;0,12;0;0,98
"00";0;0;0;0;0;0;0;0;0;0;0;0;0,64;0;0,74;1,41;0;0;0;0;0;0;2,76;0,77;0;0,12;0;1,12
"01";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,99;0,94;0;0;0;0;0;0;0,2;0,96;0;0,6;0;1,27
"07";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,49;0;0;0;0;0;0;0;0;1,15;0;0,36;0;0,56
"04";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,47;0;0;0;0;0;0;0,2;0,58;0,55;0,84;0;0,56
"05";0;0;0;0;0;0;0;0;0;0;0;0;0,64;0;0,25;0,47;0;0;0;0;0;0;0,79;0,77;0;0,36;0;0,56
"08";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0,47;0;0;0;0;0;3,34;0,39;0,38;0;0,24;0;0,28
"09";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;1,41;0;0;0;0;0;0;0,59;0,19;0,55;0,48;0;0,84
"sorte";0;0;0;0;2,31;0;0;18,52;0;0;0;1,43;0;1,52;0,74;0;0,23;0,88;0;0;0;0;0;0;0;0,12;0;0
"confronter";0;0;0;0;0;0;0;0;0;0;0;0,71;0,64;0;0;0,47;0,23;0;0;1,44;0;0,56;0,39;0;0;0;0;0
"une";19,87;32,79;6,29;33,9;18,52;5;20,9;18,52;16,67;17,51;13,31;21,41;19,1;12,2;10,66;8,44;12,89;22,95;22,5;20,91;13,66;17,82;16,19;21,17;14,38;16,37;25,94;10,4
"scientifique";0;0;0;0;0;0;0;0;0;0;0;0,36;0;1,52;0,5;1,88;0,46;0,88;0,47;0;1,95;0;1,18;0,58;1,66;0,24;0,24;0,98
"mathieu";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,72;0;0;0;0;1,11;1,08;0;0
"il";13,25;0;9,43;8,47;11,57;25;13,43;18,52;0;3,5;4,99;16,77;21,01;3,05;10,16;13,6;16,34;14,12;9,38;15,86;3,9;7,24;10,27;2,5;7,74;11,92;12,07;5,2
"amour";0;0;0;0;0;0;0;0;0;0;1,66;0;1,27;1,52;0,99;0,94;0;0;0,94;0;0,65;0;0;0;0,55;0;0;0
"théoricien";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,18;0;0;0;0,6;2,39
"quand";0;0;0;0;0;5;1,49;18,52;0;0;1,66;0,71;2,55;6,1;0;0;0,69;1,77;0,94;2,16;0;0,56;0,39;0;1,66;0;0,12;0,42
"livre";0;0;0;0;0;5;0;0;0;0;0;0;0;0;0,25;0,47;0,46;0;0;0;1,3;0;0,39;0;3,32;0,36;0;2,25
"elle";26,49;49,18;0;0;2,31;0;4,48;0;16,67;0,88;1,66;16,77;1,27;0;12,39;1,41;1,84;3,53;22,03;4,33;7,81;1,11;1,78;1,92;8,85;2,29;0,96;1,55
"vieux";0;0;0;0;0;0;0;0;0;0;1,66;1,07;2,55;0;0;0,94;0;1,77;0;1,44;0;0;0;0;0;0;0,12;0
"kid";0;0;3,14;0;0;0;0;0;0;4,38;0;0;3,82;0;0;0;0;0;0;0;0;0;0;0,19;0;0;0;0
"neptuna";0;0;0;0;0;0;0;0;41,67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"nicolas";0;0;0;0;0;0;0;0;0;0,88;0;0;0;3,05;0;0,47;0,23;0;0;0;0,65;0,56;0;0,19;0;0,12;0;0,14
"royal";0;0;0;0;0;0;0;0;0;4,38;0;0;0;0;0,25;0;0;0;0;0;0;0;0,2;0,19;0;0,36;0;0
"musique";0;0;0;0;0;0;0;0;0;0,88;0;0;1,91;0;0,99;0;0,46;0;0;0;1,3;0;0;0;0;0;0;0,28
"revel";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;2,12;0;0;0;0
"super";0;0;0;4,24;0;0;0;0;0;0;0;0;0;1,52;0;0;0;0;0;0;2,6;1,11;6,52;0;1,11;3,97;4,9;0,28
"magazine";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,94;0,46;0;0,47;0;0,65;2,78;0,2;0,19;0;0,24;0;0
"maître";0;0;0;0;0;0;7,46;0;0;0;0;0;0;0;0,5;0;0;0,88;0,47;0;0;0;0;0;3,32;0;0;0
"lieu";0;0;0;0;2,31;0;0;0;0;0,88;0;1,43;0;1,52;0;0,94;0,69;0,88;0;0;0,65;0,56;0;0,19;0;0;0;0,14
"batman";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,53;0;1,11;4,09;4,9;0
"très";0;0;0;0;0;5;1,49;0;8,33;0;0;0,71;3,82;0;1,98;1,88;1,15;0,88;2,81;0;0;0,56;1,38;0,19;0,55;0,48;0;4,22
"mystérieux";0;0;0;0;2,31;0;0;0;0;0;0;1,07;0;0;0;0,47;0,92;0,88;0,94;1,44;0,65;0;0;0,19;0;0,6;0,12;0,98
"petit";0;0;0;0;6,94;0;0;0;8,33;4,38;0;1,07;5,09;6,1;1,24;0,94;1,38;7,06;0,94;7,21;1,3;5,57;0,2;30,98;1,11;0,24;0,24;1,55
"décider";0;0;0;0;0;5;0;0;8,33;0,88;0;1,78;0;0;1,49;0;1,15;1,77;1,88;0,72;0,65;0,56;0;0,38;0;0,24;0,12;0,14
"corbière";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,57;0;0;0;0;0
"dieu";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,88;0;0,88;0,94;0;0;1,11;0;0;0;0,72;0;0,56
"chrono";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,56;0,2;0;0;0;0;3,65
"mazaurette";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,56;0;3,94
"laure";0;0;0;0;0;0;0;0;0;0;0;18,56;0;0;0;0,47;0;0;0;0;0;0,56;0;0;0;0;0;0
"ville";0;0;0;4,24;0;5;0;0;0;0;1,66;0;0;0;0,5;0;1,15;4,41;0,94;0,72;0,65;0,56;0,2;0,19;0;0,48;0,12;0,42
"etats";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,25;0,94;0,23;0,88;0,47;0;0,65;0;0;0;0,55;0;0;0,84
"accompagner";0;0;0;0;0;0;1,49;0;0;1,75;0;1,07;0,64;0;0;0;0;1,77;0,47;0;0,65;0;0,2;0,19;0,55;0,12;0;0
"voiture";0;0;0;0;2,31;0;0;0;0;0;0;2,5;0;0;0;0;0,23;0;0;0;0;0,56;0;0;0;0;0;0,42
"boy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,88;0;0;0;0;0;0;0;0;0;1,69;4,9;0
"père";0;0;0;0;0;0;2,99;0;0;0;0;5,35;0,64;0;0,99;0;1,15;0,88;0,47;0;1,3;0;0;0;0,55;0;0,12;0
"bon";0;0;0;0;0;0;0;0;0;0;0;0;1,27;0;0,25;0,47;1,15;0;1,88;1,44;0;0,56;0,39;0;0;0;0;0,28
"margot";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,12;1,55
"univers";0;0;6,29;0;0;0;0;0;8,33;0;0;0;2,55;0;0,25;0;0;0;0;0;0;0;2,96;0;1,66;2,89;4,9;0,84
"france";0;0;0;0;0;0;0;0;0;0;9,98;0,71;1,91;1,52;5,2;4,69;1,38;0;0;2,16;1,3;2,78;3,36;0,77;0,55;2,53;0;0,7
"équipe";0;0;0;0;2,31;5;0;0;0;0,88;0;0;0;1,52;0,74;0,94;0,46;0;0;1,44;0,65;1,11;0,2;0,19;0;0,36;0,24;0,7
"vous";0;0;0;0;0;0;0;0;0;0,88;1,66;0;0;0;0,25;0,94;1,15;0;1,41;1,44;3,25;5,57;4,94;0;0;0;0;0,14
"militaire";0;0;0;0;2,31;0;0;0;0;0;0;3,21;0;0;0,5;0;0,69;0,88;0;0;1,3;0;0,39;0,38;0;0,24;0,12;0
"sous";0;0;0;0;0;0;0;0;0;0;0;2,5;0;1,52;0,74;0;0;0;0;0;3,25;0;0,2;0,38;0,55;0,96;0,36;0,14
"agent";0;0;0;0;0;5;0;0;0;1,75;0;0;0;0;0,25;1,41;0,92;0;0;0;0,65;0;0,2;0;0;0;0;0
"mal";0;0;0;0;0;5;0;0;0;0;1,66;0;1,27;0;0,74;0,47;0,23;0;0,47;0,72;0,65;0;0;0;0;0;0;0,14
"avant";0;0;0;4,24;0;0;2,99;0;0;0;3,33;0,36;0,64;0;1,24;0;0,23;0;0,47;0;0,65;0,56;0,79;0;1,11;0,12;0;0
"nous";0;0;3,14;0;0;0;0;0;8,33;1,75;8,32;4,28;2,55;0;0;0,47;1,84;0;1,88;1,44;9,11;2,78;1,58;0,38;1,66;1,44;0,12;1,69
"spécialiste";0;0;0;0;0;0;0;0;0;0;0;0,36;0;0;1,24;0;0,23;0;0;0;0,65;0;0,39;0;7,19;0,24;0;2,11
"mais";19,87;16,39;3,14;4,24;2,31;10;8,96;18,52;8,33;4,38;0;5,35;5,73;1,52;1,98;3,28;2,3;2,65;2,81;0,72;3,25;4,45;5,53;1,15;2,77;5,66;10,64;5,76
"main";0;0;0;0;0;0;2,99;0;0;0;0;1,43;1,27;0;0,25;0;0;0;0,47;0;0;0;0;0;0;0,24;0;0,14
"nouveau";0;0;9,43;0;0;5;0;0;0;1,75;1,66;0,36;2,55;1,52;1,49;1,88;10,58;2,65;1,88;0,72;1,3;1,11;1,38;0,58;1,66;1,81;0,72;2,11
"ancien";0;0;0;0;0;0;0;0;0;0;1,66;0,71;0,64;1,52;1,98;1,41;0,69;4,41;0,47;0;3,25;0;3,95;6,73;0;2,29;2,39;5,48
"agir";0;0;0;0;0;0;0;0;0;0;0;1,07;3,82;0;0,5;0,47;0,23;1,77;0,94;0,72;0;0,56;0,79;0;0;0,48;0,24;0,28
"homme";0;0;0;0;2,31;5;1,49;0;8,33;2,63;1,66;3,93;0,64;1,52;0,99;0,94;2,99;4,41;1,88;0,72;1,3;1,67;0,99;0,77;0,55;0,96;0,84;2,53
"ministre";0;0;0;0;0;0;0;0;0;0;1,66;0;0;3,05;0;0;0;0;0;0;0;0;0,39;1,15;1,11;0,84;0;1,12
"chanson";0;0;0;0;0;0;0;0;0;0;3,33;0;2,55;0;1,49;0;0;0,88;0;1,44;0;1,67;0,2;0;0;0;0;0,14
"11";0;0;0;0;0;0;0;0;0;1,75;0;0;0;0;0,74;0,94;0,23;0;0;0;0;0;0,2;0,38;0,55;0,48;0;1,27
"10";0;0;0;0;0;0;0;0;0;0;0;0,36;0;0;0,74;1,41;0;0,88;0;0;0;0;0,39;0,19;1,66;0,6;0;0,14
"13";0;0;0;0;0;0;0;0;0;0;4,99;0;0,64;0;0,74;0;0,23;0;0,47;0;0,65;0;0;0,38;1,11;0,72;0;0
"12";0;0;0;0;0;0;0;0;0;0;0;1,78;0;0;1,24;1,41;0;0;0;0;0;3,34;0,39;0,38;0,55;0,36;0;0,98
"15";0;0;0;0;0;0;0;0;0;0;1,66;0;0;0;0,5;0,47;0;0;2,34;0;0;0;0,39;0,19;0,55;0,96;0;0,7
"14";0;0;0;0;0;0;0;0;0;0;0;0,36;0;0;0,99;0,47;0;0;0;0;0;0;0,2;0;1,66;0,48;0;0,14
"17";0;0;0;0;0;0;0;0;0;0,88;0;0;0;0;0,25;0,94;0;0;0,47;0;0;3,34;0,39;0,19;0,55;0,36;0;0,42
"16";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0,47;0;0;0;0;0;1,11;0;0,77;1,11;0,48;0;0,56
"19";0;0;0;0;0;0;0;0;0;0;1,66;0;0;0;15,86;16,41;0;0;0;0;0;0;0;0;3,32;4,94;0;10,4
"18";0;0;0;0;0;0;0;0;0;0;0;0,36;0;0;8,43;6,56;0,23;0;0;0;0;0;0;0;0;0,48;0;0,14
"spectacle";0;0;0;0;0;0;0;0;0;0;0;0,36;0;0;0,25;0,47;0,23;0,88;0,94;0;0;0;0,39;0;0,55;0,12;0;0,14
"trace";0;0;0;0;0;0;1,49;0;0;0;0;0,36;0;0;0,5;7,03;0;0;0;0;0;0;0;0;2,21;0,36;0,12;0
"extraire";0;0;0;0;0;0;0;0;0;28,02;26,62;0;0;1,52;2,97;7,5;1,38;0;0,47;0;0;0;0,59;0,58;0;2,89;0;4,78
"fille";0;16,39;0;0;0;0;0;0;0;0;0;3,21;1,91;3,05;1,49;0;0,92;1,77;3,28;0;0,65;1,67;2,76;15,2;2,77;2,89;4,9;0,28
"show";0;0;0;0;0;0;0;0;0;0;1,66;0;0;1,52;3,72;0;0;0;0;0;0;0;0;0;0;0;0;0
"aventure";0;0;0;4,24;0;0;0;0;8,33;0,88;0;0;3,18;0;0;0;0;0,88;0;0;0;0;3,36;15,2;1,66;3,13;4,9;0
"étranger";0;16,39;0;0;0;0;0;0;0;0;0;0,71;0;0;0;0;0;0;0,47;0;0;0,56;0,2;0;0;0,48;0;0,14
"débarquer";6,62;0;0;0;0;0;0;0;0;0,88;0;0;0;0;0,74;0;0,23;0,88;0;0,72;0;3,34;0,2;0;1,11;0;0;0,14
"43";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,74;2,34;0;0;0;0;0;0;0,2;0;0,55;0,48;0;0,7
"parent";0;0;0;4,24;0;0;0;0;0;0;0;0;1,27;0;0;0;0,69;0;4,22;5,05;1,95;0,56;2,96;0,19;1,11;3,13;4,9;0,28
"jt";0;0;0;0;0;0;0;0;0;0;9,98;0;0;0;1,24;0,94;0;0;0;0;0;0;0;1,35;0;0;0;0
"je";0;0;0;0;0;0;0;0;0;0;0;0,36;2,55;0;0,25;0;0;0;5,16;0;1,3;0;0;0;0;0;0;0
"lopez";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,39;2,69;0;0;0;0
"rugby";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,12;0;0,24;0;0
"tour";0;0;0;0;0;0;1,49;0;0;0,88;0;0;3,18;0;0;0;0;0,88;0;0;0;0;0;0,19;1,11;0,24;0,12;0,14
"tous";0;16,39;3,14;0;0;5;5,97;0;0;0,88;0;1,43;3,82;0;1,73;0,94;2,07;0,88;0,94;1,44;0;3,9;3,95;0,38;1,11;3,85;5,02;0,84
"capable";0;0;0;0;0;0;0;0;0;0;0;0;1,91;0;0,25;0;0;0;0;0,72;0;0,56;0;0;0;0,24;0,24;0,28
"côté";0;0;0;0;0;0;0;0;0;0;0;0;1,27;1,52;0,74;0;0,23;0;0,47;2,16;1,95;1,67;2,96;1,35;2,21;3,73;5,14;0,14
"ex_membre";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,12;0;0;0;0
"lorsque";0;0;0;0;0;0;4,48;0;0;0;0;1,07;0;0;0;0,47;0,23;0;0,47;1,44;0;0,56;2,76;0;1,66;3,01;5,02;0,14
"dessin";0;0;0;0;0;5;0;0;0;0,88;0;1,78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,12;0,28
"mars";0;0;3,14;0;0;0;0;0;0;0;0;0;0;1,52;0;0;0,92;0;0,47;0;0;0;0;0,38;0,55;0,12;0;0,14
"quatre";0;0;0;0;0;0;0;0;0;0;1,66;0;0,64;0;3,72;0;0,23;0,88;0,94;0;0;0;0;0;0;0,48;0,12;0
"par";0;16,39;22,01;0;9,26;15;4,48;37,04;8,33;12,26;13,31;11,78;5,73;9,15;5,2;7,03;4,6;6,18;7,5;8,65;7,81;9,47;5,92;2,31;4,98;6,02;7,53;3,8
"pas";13,25;0;3,14;0;2,31;0;4,48;18,52;0;3,5;1,66;2,5;5,09;0;2,97;2,34;3,45;0;7,03;5,05;2,6;3,34;9,08;2,31;3,32;7,1;10,28;1,83
"tout";0;16,39;0;4,24;6,94;0;1,49;0;0;5,25;3,33;2,14;3,82;3,05;2,73;1,88;2,99;2,65;7,5;2,16;1,95;1,11;2,37;0,77;1,66;0,72;1,08;0,56
"autour";0;0;0;0;0;0;0;0;0;0;0;0,36;0;0;1,24;0;0,46;0;0;0;0;3,34;0,2;1,54;0;0,12;0,36;0,28
"entourer";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,25;0;0;1,77;0;0;0;1,11;0,79;0,19;0;0;0;0
"starfire";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,76;0,19;1,11;4,57;9,8;0
"new_yorkais";0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0,94;9,2;0;0;0;0;0;0;0;0;0;0;0
"4";0;0;0;0;0;0;0;0;0;0;0;0,36;0;0;0,5;0;0,69;0;0;0,72;0;0;0,79;0;0;0;0;0,28
"mot";0;0;0;0;0;0;0;0;0;0;1,66;0,71;0,64;1,52;0,25;0,47;0,23;0;0;1,44;0;0;0,2;0,19;0;0,24;0;0
"mon";0;0;0;0;0;0;0;0;0;0;3,33;0;1,27;0;0,74;0,47;0;0;2,81;0,72;0,65;0;0;0;1,11;0;0;0
"luthor";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,11;1,18;0,58;0;0;0;0
"christine";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;2,12;0;0;0;0
"journée";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,25;0;1,15;0;0,94;0,72;0;0,56;0;0;0;0,12;0;0,14
"titan";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,92;0,38;1,66;3,97;4,9;0
"soudain";0;0;0;0;0;0;2,99;0;0;0;0;1,07;1,91;0;0;0;0,23;0;0,47;0;0,65;0;0;0;0;0;0;0
"gorg";0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,47;0;0;0;0;0;0;0;0;0;0;0;0;0
"venir";0;0;3,14;4,24;4,63;0;2,99;0;0;3,5;0;0,71;1,91;0;2,23;1,41;0,92;5,3;2,34;2,16;4,55;2,23;0,99;0,38;1,66;0,84;1,2;0,84
"fils";0;0;0;0;0;0;0;0;0;0;0;2,5;0;0;0,99;0;1,15;0;4,22;0;0,65;0,56;0,39;0,38;0;0,12;0;0
"citation";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,98;0;0;0;0;0;0;0;2,17;2,89;1,11;0,6;0;0,42
"pourquoi";0;0;0;0;0;0;0;0;0;0;0;0,71;0;0;0;0;0;0;0;0,72;1,95;0;0,2;0,19;0;0;0,6;0,28
"eliot";0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"film";0;0;0;0;4,63;0;0;0;0;10,51;0;0,36;0,64;3,05;0,5;0;1,38;0,88;0;0,72;0;1,11;0,59;0;0;0,12;0;1,97
"important";0;0;0;0;0;0;0;0;0;0;0;0,71;0;0;0,25;0,47;0,23;0;0,47;0;0;0,56;0;0;0;0,24;0;0,7
"emily";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,77;0;1,32;0;0,14
"revenir";13,25;0;0;0;0;0;1,49;0;0;0;1,66;1,78;0,64;1,52;0,5;0;0,46;0;0,94;0;0,65;0;0,39;0;0;0,24;0;1,97
"poilu";0;0;0;0;0;0;0;0;0;0,88;0;0;0;0;3,47;0;0;0;0;0;0;0;0;0;0;0;0;0
"révéler";0;0;0;0;0;0;0;0;0;0;0;0,71;0;0;0,25;0;0;0;0;0,72;0,65;0;0;0,19;0;0,72;0;0,7
"public";0;0;0;0;0;0;0;0;0;0;0;0;0,64;0;0,74;1,41;0,23;0,88;0,47;0;0;3,34;0;0;2,21;0;0;0,14
"à";26,49;0;6,29;16,95;43,98;30;41,79;18,52;0;13,13;11,65;27,12;22,92;27,44;15,37;10,31;18,87;17,65;24,85;29,56;26,68;27,84;16,19;20,78;30,42;14,57;11,71;15,18
"agathe";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;2,12;0;0;0;0
"des";26,49;0;18,87;21,19;23,15;25;13,43;0;0;28,9;16,64;16,06;13,37;19,82;20,82;15;11,97;49,43;24,85;23,79;27,98;18,93;19,94;14,82;12,72;19,86;21,87;24,04
"csa";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,25;0;0;0;0;0;0;0;0;2,31;0;0,12;0;0
"civilisation";0;0;3,14;0;0;0;0;0;0;0;0;0;0;3,05;0;0;0;2,65;0,47;0;0;0;0;0;0;0,6;0;0,56
"delage";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,57;0;0;0;0;0
"trois";0;0;0;0;0;0;2,99;18,52;8,33;1,75;0;0;0;0;0,25;0,47;0,23;1,77;0;0;0;0,56;0,39;0,19;0;0;0;0
"théâtre";0;0;0;0;0;0;0;0;0;0,88;0;0;0;3,05;0;0;1,15;0;0;0,72;0,65;0,56;0,2;0;0;0,48;0;0
"24";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,24;0,47;0;0;0;0;0;0;0,2;0,38;0,55;0,6;0;0,84
"25";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,99;0,47;0,23;0;0;0;0;0;0;0,19;2,21;0,24;0;0,98
"26";0;0;0;0;0;0;0;0;0;0;0;0;2,55;0;1,24;0,94;0;0;0;0;0;0;0,2;0,38;1,66;0,36;0;0,56
"27";0;0;0;0;0;0;0;0;0;0;1,66;0;0;0;0,99;0,47;0,23;0;0;0;0;0;0,2;0,19;0;0,6;0;1,12
"22";0;0;0;0;0;0;0;0;0;0;0;0;1,27;0;0,5;0,47;0;0;0,47;0;0;0;1,18;2,69;1,11;0,12;0;0,98
"23";0;0;0;0;0;0;0;0;0;0;1,66;0,36;0;0;0,5;0,94;0,23;0;0;0;0;0;3,95;0;0,55;0,36;0;1,27
"28";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,99;0,47;0;0;0;0;0;0;0,39;0,38;1,11;0,6;0;0,98
"29";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,99;0,94;0;0;0;0;0;0;0,2;0,19;1,66;0,36;0;0,56
"etienne";0;0;3,14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,65;0;2,53
"robbie";0;0;0;0;0;0;0;0;0;0;0;0;5,73;0;1,24;0;0;0;0;0;0;0;0,2;0;0;0;0;0,14
"porte";0;0;0;0;0;0;0;0;8,33;0;0;2,14;0;0;0,99;0;0;0;0;0,72;1,3;0,56;0;2,89;1,11;0,72;0,48;0,28
"président";0;0;0;0;0;0;0;0;0;0;0;0;0;3,05;0,5;0,94;0,23;0;0,47;0;0;1,11;0,2;2,31;0;0,96;0,12;0,7
"troisième";0;0;0;0;0;0;0;0;0;1,75;0;0;0;0;0;0;0;0;0;0,72;0;0;2,76;0,19;1,11;0;0;0
"dont";0;0;3,14;0;2,31;0;1,49;0;0;0,88;0;2,86;1,91;0;0,99;0;0;0,88;0,47;0;0;0;0,79;0;0,55;0;0;0,28
"donc";0;0;0;0;2,31;0;0;0;0;0,88;0;0,71;0;0;0;0,47;0,92;0;0,94;0,72;0;0;0;0,19;0;0;0,12;0,14
"cirque";0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,96;0;1,11;2,89;4,9;0
"pari";0;0;0;0;0;0;0;0;0;0;0;0,71;0;1,52;2,23;0,47;0,46;0;0,47;0,72;0,65;1,11;0;0,19;1,11;0,6;0;0
"part";0;0;0;0;0;0;1,49;0;0;1,75;1,66;0,36;0,64;0;0;0;0,46;0;0,47;0,72;1,3;0,56;0;0,19;0,55;0;0,12;0,14
"john";0;0;0;0;4,63;0;0;0;0;0;0;0;0,64;0;0;0;0;3,53;0,47;0;0,65;0;0;0,19;0;0;0,24;0,14
"gasnier";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,65;0;3,65
"recevoir";0;0;3,14;0;0;0;0;0;0;1,75;0;0;0,64;4,57;1,24;0;0,23;0;0,47;0;0,65;1,67;0,39;0,19;0,55;0,12;0,12;0,14
"relation";0;0;0;0;0;0;0;0;0;0;0;0;0,64;0;1,24;0;0;0;0,47;0;0;0;0,2;0;0;0,12;0;0,14
"témoignage";0;0;0;0;0;0;0;0;0;0,88;1,66;0;0;0;0,99;0,94;0;0;0,47;0;1,95;0;0,39;0,19;0;0,12;0;0,14
"express";0;0;0;0;0;0;0;0;0;0;0;0;0;3,05;0;0;0,69;0;0;0;0;0;0;0;0;0,48;0;0,14
"expert";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,24;0;0;0;0,47;0;0;0;0,39;0,19;0;0;0,12;0,14
"point";0;0;0;0;2,31;0;0;0;0;0;0;0;1,91;0;0;0;0;0;0;0;3,25;0,56;0,99;0,38;3,87;0,36;0,12;0,56
"léo";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,56;0;0;0;0;0;3,65
