"";"X.chaine_6ter";"X.chaine_ARTE";"X.chaine_C8";"X.chaine_Canal";"X.chaine_France2";"X.chaine_France3";"X.chaine_France4";"X.chaine_France5";"X.chaine_Gulli";"X.chaine_M6";"X.chaine_NRJ12";"X.chaine_Numéro23";"X.chaine_RMCDécouverteHD24";"X.chaine_RMCStory";"X.chaine_TF1"
"carbonnier";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"jerry";-0,0083;-0,112;-0,6383;-0,2028;-0,7679;0,8638;3,7216;-0,1499;-0,0576;-0,0911;-0,2379;-0,0281;-0,0668;-0,5411;-0,3501
"raid";-0,0125;-0,1681;12,9921;-0,3042;-1,1521;-0,4433;-1,6642;-0,2249;-0,0864;-0,1367;-0,3569;-0,0422;-0,1002;-0,8118;-0,5253
"déclaration";-0,0067;0,7294;5,2082;-0,1622;-0,6143;-0,2363;-0,8873;-0,1199;-0,0461;-0,0729;-0,1903;-0,0225;-0,0534;-0,4328;-0,2801
"contact";-0,0167;-0,2242;-1,2772;0,2167;-0,4574;0,4177;-2,2195;-0,3;-0,1152;-0,1823;-0,4759;-0,0563;1,4349;6,4892;-0,2722
"the";-0,0083;4,1159;-0,6383;0,4282;-0,3003;-0,2955;-1,1092;-0,1499;-0,0576;1,7622;-0,2379;-0,0281;-0,0668;-0,1742;0,2569
"photo";-0,0184;0,3632;-1,405;-0,4464;0,8773;1,2791;-2,4416;-0,33;-0,1267;-0,2005;-0,5236;-0,0619;-0,147;-0,288;4,7217
"transformer";-0,0083;-0,112;-0,6383;2,0507;0,6741;1,6204;-1,1092;-0,1499;-0,0576;0,723;-0,2379;-0,0281;-0,0668;-0,5411;-0,3501
"lci";-0,0108;-0,1457;11,2567;-0,2637;-0,9984;-0,3841;-1,4421;-0,1949;-0,0749;-0,1185;-0,3093;-0,0366;-0,0869;-0,7035;-0,4552
"bord";-0,01;-0,1345;-0,766;-0,2434;-0,4001;8,3949;-1,3311;-0,1799;-0,0691;-0,1093;-0,2854;-0,0338;-0,0802;-0,6494;0,6255
"jacques";-0,015;-0,2018;-1,1494;0,7055;3,0432;-0,1762;-1,9973;-0,2699;0,6729;-0,1641;-0,4283;-0,0506;-0,1203;-0,9743;1,9971
"connaître";-0,0217;0,3107;-1,6608;-0,5276;3,4856;1,0574;-2,8862;0,6575;-0,1498;0,3761;-0,6189;-0,0732;-0,1738;0,7414;-0,4076
"peupler";-0,0217;-0,2915;-1,6608;-0,1764;-1,9981;-0,7687;-2,8862;0,2272;-0,1498;-0,237;28,2839;-0,0732;-0,1738;-1,4079;-0,911
"commencer";-0,01;-0,1345;-0,3035;-0,2434;2,165;-0,3546;-1,3311;-0,1799;-0,0691;0,6525;-0,2854;-0,0338;0,7732;0,3782;0,2076
"archive";-0,0092;-0,1233;-0,7022;1,9272;-0,8447;1,5034;-1,2202;-0,1649;-0,0633;-0,1002;-0,2617;-0,0309;-0,0735;-0,5952;3,0674
"sujet";-0,0184;-0,2466;0,7633;0,5761;1,2765;-0,2436;-2,4416;1,4322;-0,1267;-0,2005;-0,5236;-0,0619;-0,147;-1,1911;1,0681
"zone";-0,0058;0,782;-0,4467;-0,1419;1,0493;0,4216;-0,7763;-0,1049;-0,0403;-0,0638;-0,1665;-0,0197;-0,0468;0,7133;-0,2451
"donner";-0,0309;0,2108;-2,3647;1,0636;2,9089;-0,2539;-4,1095;-0,193;3,9398;0,748;-0,8811;-0,1042;-0,2475;-0,4484;0,8105
"urgentiste";-0,0092;-0,1233;9,5222;-0,2231;-0,8447;-0,325;-1,2202;-0,1649;-0,0633;-0,1002;-0,2617;-0,0309;-0,0735;-0,5952;-0,3852
"gilet";-0,0175;-0,2354;18,2041;-0,4261;-1,6134;-0,6208;-2,3305;-0,315;-0,121;-0,1914;-0,4997;-0,0591;-0,1404;-1,1369;-0,7356
"ciel";-0,0234;-0,314;-1,7887;-0,1988;-0,5041;-0,3544;-2,1462;0,6102;0,5082;-0,2553;-0,6665;-0,0788;-0,1872;9,0941;-0,201
"cas";-0,0192;5,9527;-0,8017;-0,4667;0,28;2,5176;-2,5528;-0,345;-0,1325;-0,2097;-0,5474;-0,0647;0,5256;-0,3147;0,2667
"discussion";-0,0092;-0,1233;6,1617;-0,2231;-0,8447;-0,325;-1,2202;-0,1649;-0,0633;-0,1002;-0,2617;-0,0309;-0,0735;-0,5952;0,6832
"cours";-0,0159;-0,213;-1,2133;-0,3854;2,182;-0,1925;-1,293;0,8713;-0,1094;-0,1732;-0,4521;-0,0535;-0,127;0,4117;1,265
"découvrir";-0,0359;-0,4825;-2,7489;-0,3872;0,5961;2,2045;-3,6449;-0,245;-0,248;2,7289;-1,0243;0,6138;-0,2877;2,0446;0,9511
"forme";-0,0259;-0,3477;-1,2083;-0,2338;0,6437;-0,1764;-3,442;-0,1448;1,2045;0,3202;-0,738;-0,0873;0,4207;5,4854;-0,5291
"nom";-0,0075;0,6836;-0,5744;-0,1825;-0,2531;0,3393;-0,9982;-0,1349;-0,0518;-0,082;-0,2141;-0,0253;-0,0601;1,8382;0,8238
"ex";-0,0125;-0,1681;6,6177;-0,3042;-0,5606;-0,4433;-1,6642;-0,2249;-0,0864;-0,1367;1,3727;-0,0422;-0,1002;-0,8118;-0,5253
"album";-0,0142;5,5972;-1,0855;-0,3448;-0,3333;1,0146;-1,8863;-0,2549;-0,0979;6,1156;-0,4045;-0,0478;-0,1136;-0,9202;-0,5954
"marine";-0,005;2,0431;-0,3829;-0,1216;-0,4607;-0,1772;-0,6654;-0,0899;-0,0345;2,2155;-0,1427;-0,0169;-0,0401;0,8258;-0,21
"toulouse";-0,01;-0,1345;-0,766;6,5923;-0,4001;-0,3546;-0,6785;0,4696;-0,0691;-0,1093;-0,2854;-0,0338;-0,0802;-0,6494;0,6255
"message";-0,0083;-0,112;-0,6383;-0,2028;0,3018;0,8638;-1,1092;-0,1499;-0,0576;-0,0911;-0,2379;2,7478;-0,0668;0,4809;0,7487
"incroyable";-0,015;-0,2018;-1,1494;-0,3651;-0,7309;0,9562;-1,9973;-0,2699;-0,1037;-0,1641;-0,4283;-0,0506;0,6163;7,2227;-0,2303
"premier";-0,0368;0,9957;-0,5795;0,8557;-0,3812;1,1779;-4,8886;1,7949;0,9433;1,2024;-0,5058;-0,1239;-0,2944;0,5991;-0,2571
"déguiser";-0,0125;-0,1681;-0,9577;-0,3042;3,8289;-0,4433;-1,6642;1,0453;-0,0864;1,4237;-0,3569;-0,0422;-0,1002;-0,8118;0,4873
"ligne";-0,01;0,5747;-0,766;-0,2434;0,5143;-0,3546;-1,3311;-0,1799;-0,0691;-0,1093;-0,2854;-0,0338;-0,0802;1,3682;1,9716
"étrange";-0,0384;-0,5162;-2,9411;-0,9343;-0,6532;0,7383;-3,0992;-0,6907;-0,2653;-0,4198;-1,0959;-0,1296;0,8085;14,6582;0,3173
"secrétaire";-0,0242;-0,3252;20,9371;-0,5886;-1,4079;-0,3738;-3,2197;-0,4351;-0,1671;-0,2644;-0,6904;-0,0816;-0,1939;-1,5706;-1,0163
"bruno";-0,0142;-0,1905;10,9765;-0,3448;-0,6732;-0,5024;-1,8863;-0,2549;-0,0979;-0,1549;-0,4045;-0,0478;-0,1136;-0,9202;-0,21
"sport";-0,005;-0,0672;-0,3829;-0,1216;3,239;-0,1772;-0,6654;-0,0899;-0,0345;-0,0547;-0,1427;-0,0169;-0,0401;-0,3246;0,4163
"près_de";-0,01;0,5747;-0,766;-0,2434;0,2204;3,1868;-1,3311;0,4696;-0,0691;0,6525;-0,2854;-0,0338;0,7732;-0,6494;0,2076
"tropical";-0,0644;-0,8653;-4,9304;-1,5661;-5,9318;-2,2819;50,2226;-1,1578;-0,4447;-0,7036;-1,837;-0,2172;-0,5159;-4,1795;-2,7043
"maïa";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"prétexte";-0,0644;-0,8653;-4,9304;-1,5661;-5,9318;-2,2819;50,2226;-1,1578;-0,4447;-0,7036;-1,837;-0,2172;-0,5159;-4,1795;-2,7043
"explication";-0,0083;-0,112;-0,6383;0,4282;1,1957;0,8638;-1,1092;-0,1499;-0,0576;-0,0911;-0,2379;1,2027;-0,0668;0,4809;-0,3501
"ami";-0,0184;-0,2466;-1,405;1,1172;-0,5465;5,3013;-2,4416;-0,33;2,5425;3,0064;-0,5236;-0,0619;-0,147;-1,1911;-0,3159
"héros";-0,01;0,5747;-0,766;0,3675;1,4889;0,2534;-0,6785;1,2182;-0,0691;-0,1093;-0,2854;-0,0338;-0,0802;-0,6494;0,2076
"vilain";-0,0083;-0,112;-0,6383;0,4282;3,6562;0,3067;-0,5169;-0,1499;-0,0576;-0,0911;-0,2379;-0,0281;-0,0668;-0,5411;-0,3501
"vendre";-0,0075;-0,1008;-0,5744;-0,1825;-0,2531;0,9421;0,481;-0,1349;0,9489;-0,082;-0,2141;-0,0253;-0,0601;-0,487;0,8238
"loi";-0,0067;-0,0896;1,8131;2,3521;-0,6143;-0,2363;-0,8873;0,6175;-0,0461;-0,0729;-0,1903;-0,0225;-0,0534;-0,4328;-0,2801
"giorgio";-0,0159;-0,213;-1,2133;-0,3854;-1,4596;-0,5616;-2,1084;-0,285;-0,1094;-0,1732;-0,4521;-0,0535;-0,127;17,7466;-0,6655
"aile";-0,0217;-0,2915;-1,6608;-0,5276;-1,9981;-0,7687;16,8705;-0,3901;-0,1498;-0,237;-0,6189;-0,0732;-0,1738;-1,4079;-0,911
"iran";-0,0159;25,0884;-1,2133;-0,3854;-1,4596;-0,1925;-2,1084;0,3177;-0,1094;-0,1732;-0,4521;-0,0535;-0,127;-1,0285;-0,6655
"aimer";-0,0075;-0,1008;-0,5744;0,4646;1,3595;0,3393;-0,9982;-0,1349;0,9489;-0,082;-0,2141;-0,0253;-0,0601;-0,487;0,8238
"vidéo";-0,0083;-0,112;0,3918;0,4282;0,3018;0,3067;-1,1092;0,5347;-0,0576;-0,0911;0,375;-0,0281;-0,0668;-0,1742;0,2569
"réalité";-0,0167;-0,2242;-1,2772;1,9368;-0,2297;-0,2092;-0,5107;-0,3;2,6648;-0,1823;-0,4759;-0,0563;-0,1337;0,6988;0,3319
"visage";-0,0083;-0,112;-0,6383;-0,2028;1,1957;0,3067;-1,1092;-0,1499;-0,0576;-0,0911;-0,2379;-0,0281;-0,0668;0,9892;0,7487
"posséder";-0,0292;0,6504;-2,2367;-0,7105;-1,2113;-0,4948;7,2524;-0,5253;-0,2018;-0,3192;-0,8334;-0,0985;3,757;-0,6869;-1,2269
"diffuser";-0,0075;0,6836;-0,5744;-0,1825;3,0151;-0,2659;-0,9982;-0,1349;-0,0518;-0,082;-0,2141;-0,0253;-0,0601;-0,487;0,8238
"base";-0,0092;-0,1233;-0,7022;-0,2231;-0,3494;3,3968;-1,2202;-0,1649;-0,0633;-0,1002;-0,2617;-0,0309;3,2786;0,4258;-0,3852
"véritable";1,6797;0,6071;-0,7022;-0,2231;-0,8447;0,2783;-0,5966;-0,1649;-0,0633;-0,1002;-0,2617;-0,0309;-0,0735;1,5031;1,3213
"jour";-0,0159;-0,213;-0,6099;0,6696;1,1341;0,9022;-2,1084;0,3177;1,5946;-0,1732;-0,4521;0,9362;-0,127;0,4117;-0,6655
"justice";-0,0075;-0,1008;4,6099;-0,1825;-0,2531;-0,2659;-0,4395;-0,1349;-0,0518;-0,082;-0,2141;-0,0253;-0,0601;-0,487;-0,3151
"voler";-0,0267;-0,3589;-2,0447;-0,6495;-2,4599;0,8073;11,5444;-0,4802;1,1801;-0,2918;-0,7619;-0,0901;-0,214;-1,7333;-1,1215
"culture";-0,0192;-0,2579;-1,469;-0,4667;2,7416;-0,6799;-1,6659;-0,345;-0,1325;-0,2097;-0,5474;2,0214;1,3234;2,4733;-0,8058
"portrait";-0,0108;0,5452;-0,8299;-0,2637;4,5389;-0,3841;-1,4421;-0,1949;-0,0749;-0,1185;-0,3093;-0,0366;-0,0869;-0,7035;1,1323
"effet";1,766;-0,1008;-0,5744;-0,1825;-0,2531;0,3393;-0,9982;0,5734;3,7512;0,7644;-0,2141;-0,0253;-0,0601;-0,1456;-0,3151
"planète";0,9692;-0,6625;-3,7746;-0,6154;-0,8632;0,2605;4,1889;-0,3976;2,125;0,9081;-0,415;-0,1663;1,2145;-0,7854;-0,4951
"grand";-0,0376;-0,1665;-0,6106;-0,1789;-0,4082;1,5798;-3,0058;1,185;1,6735;0,2136;-1,072;-0,1267;0,301;1,132;0,5731
"pierre";-0,0184;-0,2466;-1,405;-0,1339;0,3117;-0,2436;-2,4416;3,1459;-0,1267;-0,2005;-0,5236;-0,0619;-0,147;-0,5974;5,6959
"jouer";-0,01;0,5747;-0,766;-0,2434;0,9381;1,3997;-1,3311;0,4696;-0,0691;1,6077;0,3172;-0,0338;-0,0802;-0,6494;-0,4202
"hapsatou";-0,0092;-0,1233;9,5222;-0,2231;-0,8447;-0,325;-1,2202;-0,1649;-0,0633;-0,1002;-0,2617;-0,0309;-0,0735;-0,5952;-0,3852
"univers";-0,0359;1,0186;-2,7489;-0,3872;-1,67;-0,341;7,7798;-0,6456;-0,248;-0,3923;-1,0243;-0,1211;-0,2877;0,4085;-0,4654
"info";-0,0083;-0,112;2,1829;1,135;-0,7679;-0,2955;-1,1092;2,4101;-0,0576;-0,0911;-0,2379;-0,0281;-0,0668;-0,5411;-0,3501
"cryogénisé";-0,0359;-0,4825;-2,7489;-0,3872;-3,3072;-1,2723;-4,7773;-0,6456;-0,248;-0,3923;52,4682;-0,1211;-0,2877;-2,3303;-1,5078
"rester";-0,0167;-0,2242;-1,2772;-0,4057;-1,5365;0,8522;-1,3851;0,3021;-0,1152;1,1954;-0,4759;-0,0563;-0,1337;4,544;0,7025
"visite";-0,0159;0,4116;-1,2133;-0,3854;0,7382;-0,1925;-2,1084;-0,285;0,6522;-0,1732;-0,4521;-0,0535;2,5487;2,3784;-0,251
"structure";-0,0092;-0,1233;-0,7022;-0,2231;-0,3494;-0,325;-1,2202;-0,1649;-0,0633;-0,1002;-0,2617;-0,0309;-0,0735;8,3345;-0,3852
"utiliser";-0,0142;-0,1905;-1,0855;-0,3448;1,3516;1,6544;-1,1115;-0,2549;-0,0979;-0,1549;-0,4045;-0,0478;0,638;1,3918;-0,5954
"rencontre";-0,0184;-0,2466;-1,405;-0,1339;1,7513;-0,6504;-2,4416;-0,33;-0,1267;-0,2005;-0,5236;-0,0619;1,3586;0,9738;2,2693
"suite";-0,0142;-0,1905;3,8541;-0,3448;0,271;0,5103;-1,8863;-0,2549;-0,0979;-0,1549;-0,4045;-0,0478;-0,1136;-0,4072;0,4163
"scientologie";-0,0134;-0,1793;-1,0216;-0,3245;12,6713;-0,4729;-1,7752;-0,2399;-0,0922;-0,1458;-0,3807;-0,045;-0,1069;-0,866;-0,5604
"brigitte";-0,0117;-0,1569;12,1242;-0,2839;-1,0753;-0,4137;-1,5532;-0,2099;-0,0806;-0,1276;-0,3331;-0,0394;-0,0935;-0,7577;-0,4903
"élection";-0,0067;10,2961;-0,1552;-0,1622;-0,6143;-0,2363;-0,8873;-0,1199;-0,0461;-0,0729;-0,1903;-0,0225;-0,0534;-0,4328;-0,2801
"jump";-0,0225;-0,3028;-1,7248;-0,5479;-2,075;-0,7983;17,5212;-0,4051;-0,1556;-0,2462;-0,6427;-0,076;-0,1805;-1,4621;-0,9461
"gens";-0,015;-0,2018;5,4224;-0,3651;-0,3733;-0,532;-1,9973;-0,2699;-0,1037;-0,1641;-0,4283;-0,0506;0,6163;-0,444;0,7995
"danger";-0,0242;-0,3252;-1,8527;-0,5886;-0,889;-0,8576;13,6235;-0,4351;-0,1671;-0,2644;-0,6904;-0,0816;-0,1939;-1,5706;-0,4797
"gitan";-0,0117;-0,1569;12,1242;-0,2839;-1,0753;-0,4137;-1,5532;-0,2099;-0,0806;-0,1276;-0,3331;-0,0394;-0,0935;-0,7577;-0,4903
"volant";-0,0175;-0,2354;-1,3411;-0,4261;-1,6134;1,9916;-1,478;2,307;1,5128;2,0504;-0,4997;-0,0591;-0,1404;0,6461;0,3083
"entrer";-0,0092;-0,1233;-0,7022;0,3961;-0,3494;-0,325;-1,2202;-0,1649;3,4665;-0,1002;-0,2617;1,1627;-0,0735;2,2599;-0,3852
"heure";-0,0108;-0,1457;-0,8299;0,9348;-0,4523;-0,3841;-1,4421;10,4636;-0,0749;0,6221;-0,3093;-0,0366;-0,0869;-0,7035;-0,4552
"également";-0,0067;-0,0896;-0,1552;-0,1622;0,8991;-0,2363;-0,8873;-0,1199;-0,0461;0,8111;-0,1903;-0,0225;-0,0534;0,6216;0,323
"rencontrer";-0,0117;-0,1569;-0,8938;-0,2839;0,3964;0,6312;-1,5532;-0,2099;0,771;-0,1276;-0,3331;-0,0394;-0,0935;1,7533;1,0523
"représentant";-0,0092;-0,1233;-0,7022;-0,2231;-0,8447;0,2783;-1,2202;-0,1649;-0,0633;-0,1002;-0,2617;-0,0309;-0,0735;8,3345;-0,3852
