"";"*anneedediff_1995";"*anneedediff_1996";"*anneedediff_1997";"*anneedediff_1998";"*anneedediff_1999";"*anneedediff_2000";"*anneedediff_2001";"*anneedediff_2002";"*anneedediff_2004";"*anneedediff_2005";"*anneedediff_2006";"*anneedediff_2007";"*anneedediff_2008";"*anneedediff_2009";"*anneedediff_2010";"*anneedediff_2011";"*anneedediff_2012";"*anneedediff_2013";"*anneedediff_2014";"*anneedediff_2015";"*anneedediff_2016";"*anneedediff_2017";"*anneedediff_2018";"*anneedediff_2019";"*anneedediff_2020";"*anneedediff_2021";"*anneedediff_2022";"*anneedediff_2023"
"à";4;0;2;4;19;6;28;1;0;15;7;76;36;18;62;22;82;20;53;41;41;50;82;108;55;121;98;108
"agathe";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;11;0;0;0;0
"des";4;0;6;5;10;5;9;0;0;33;10;45;21;13;84;32;52;56;53;33;43;34;101;77;23;165;183;171
"csa";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;12;0;1;0;0
"civilisation";0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;3;1;0;0;0;0;0;0;5;0;4
"delage";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0
"trois";0;0;0;0;0;0;2;1;2;2;0;0;0;0;1;1;1;2;0;0;0;1;2;1;0;0;0;0
"théâtre";0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;5;0;0;1;1;1;1;0;0;4;0;0
"24";0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;1;2;1;5;0;6
"25";0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;0;0;0;0;0;0;1;4;2;0;7
"26";0;0;0;0;0;0;0;0;0;0;0;0;4;0;5;2;0;0;0;0;0;0;1;2;3;3;0;4
"27";0;0;0;0;0;0;0;0;0;0;1;0;0;0;4;1;1;0;0;0;0;0;1;1;0;5;0;8
"22";0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;1;0;0;1;0;0;0;6;14;2;1;0;7
"23";0;0;0;0;0;0;0;0;0;0;1;1;0;0;2;2;1;0;0;0;0;0;20;0;1;3;0;9
"28";0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;2;2;2;5;0;7
"29";0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;1;1;3;3;0;4
"etienne";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;18
"robbie";0;0;0;0;0;0;0;0;0;0;0;0;9;0;5;0;0;0;0;0;0;0;1;0;0;0;0;1
"porte";0;0;0;0;0;0;0;0;2;0;0;6;0;0;4;0;0;0;0;1;2;1;0;15;2;6;4;2
"président";0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;1;0;1;0;0;2;1;12;0;8;1;5
"troisième";0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;14;1;2;0;0;0
"dont";0;0;1;0;1;0;1;0;0;1;0;8;3;0;4;0;0;1;1;0;0;0;4;0;1;0;0;2
"donc";0;0;0;0;1;0;0;0;0;1;0;2;0;0;0;1;4;0;2;1;0;0;0;1;0;0;1;1
"cirque";0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;2;24;41;0
"pari";0;0;0;0;0;0;0;0;0;0;0;2;0;1;9;1;2;0;1;1;1;2;0;1;2;5;0;0
"part";0;0;0;0;0;0;1;0;0;2;1;1;1;0;0;0;2;0;1;1;2;1;0;1;1;0;1;1
"john";0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;4;1;0;1;0;0;1;0;0;2;1
"gasnier";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;26
"recevoir";0;0;1;0;0;0;0;0;0;2;0;0;1;3;5;0;1;0;1;0;1;3;2;1;1;1;1;1
"relation";0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;0;0;0;1;0;0;0;1;0;0;1;0;1
"témoignage";0;0;0;0;0;0;0;0;0;1;1;0;0;0;4;2;0;0;1;0;3;0;2;1;0;1;0;1
"express";0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;3;0;0;0;0;0;0;0;0;4;0;1
"expert";0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;1;0;0;0;2;1;0;0;1;1
"point";0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;5;1;5;2;7;3;1;4
"léo";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;26
"secret";0;0;1;1;1;1;0;0;0;2;0;1;1;3;2;0;2;1;0;0;2;0;2;0;1;3;1;7
"cyborg";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;41;0
"puissant";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;2;2;1;0;2;0;2
"mener";0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;1;1;3;1;1;1;0;0;2;1;1;2
"puis";0;0;0;0;0;0;0;0;0;2;0;3;0;0;2;0;3;0;1;1;0;0;1;1;1;0;0;0
"moment";0;0;0;0;0;0;2;0;0;1;0;2;0;0;2;0;2;0;2;0;1;1;1;3;0;0;0;3
"travers";0;0;0;0;0;0;0;0;2;0;0;1;0;0;1;0;2;0;0;2;0;0;1;1;0;1;0;5
"entre";0;0;0;1;0;0;1;0;0;1;2;4;2;1;3;1;1;2;3;0;0;2;1;3;1;7;2;2
"salvatore";0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"y";0;0;1;0;0;0;2;0;0;3;0;8;1;0;11;3;4;0;4;1;1;8;6;4;4;10;4;9
"délirant";0;0;0;0;0;0;0;0;0;0;0;0;1;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0
"source";0;0;0;0;0;1;0;0;0;0;1;2;6;4;27;22;58;30;26;18;18;18;40;100;14;69;82;70
"ça";0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;3;2;0;0;0;1;0;3;0;0;0;1;1
"peu";0;0;0;1;0;0;0;0;0;0;0;2;0;0;2;0;4;0;3;1;1;1;2;1;0;1;0;4
"depuis";0;0;0;0;0;0;0;0;0;0;3;2;1;0;5;2;5;1;5;0;3;0;1;0;0;9;4;9
"jimmy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0
"aliens";0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;3;2;1;0;1;2;0;3;0;9;0;3
"dewalle";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0
"avenir";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;1;0;7
"conseil";0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;1;2;1;2;0;0;0;1;0;3
"travailler";0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;0;2;0;0;0;0;0;3;4;0;0
"lointain";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;14;0;2;26;42;5
"elles";0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;1;1;3;7;0;1;2;0;0;2;9;0;5
"armée";0;0;0;0;1;0;0;0;0;0;1;1;0;0;2;0;0;0;0;1;0;0;0;0;1;5;0;0
"invité";0;0;0;0;0;0;0;0;0;3;0;0;1;0;1;9;2;0;2;2;0;1;1;10;8;7;0;26
"brainiac";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;8;4;0;0;0;0
"ennemi";0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;2;1;2;0;0;0;1;0;0;0;2;2;0
"objet";0;0;0;0;0;0;0;0;0;0;0;3;0;0;2;0;1;0;0;0;0;0;0;0;1;2;3;7
"lorenzo";0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"crop";0;0;0;0;0;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"39";0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;1;5;3;0;4
"38";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;1;1;5;0;5
"33";0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;0;0;0;0;0;0;1;0;1;6;0;6
"32";0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;1;0;0;0;0;0;0;0;2;6;0;3
"31";0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;1;0;0;0;1;1;1;4;0;7
"30";0;0;0;0;0;0;0;0;0;0;2;0;0;0;5;1;0;0;0;0;0;0;1;2;3;11;0;4
"37";0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0;0;2;2;0;3
"36";0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0;1;1;4;0;3
"34";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;1;0;3;0;6
"composer";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;2;2;0;1;2;1;0;0;0;0
"train";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;3;0;1;0;0;0;3;0;0;0;0;4
"souvent";0;0;0;0;0;0;0;0;0;0;0;0;4;1;3;0;0;1;1;1;0;0;2;0;0;0;1;5
"terrien";0;1;0;0;0;0;0;0;0;0;0;0;0;2;2;0;4;0;0;1;0;0;14;0;2;26;43;0
"laurie";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10
"extrait";0;0;1;0;2;0;0;0;0;16;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;5;0;7
"le";1;1;10;11;13;6;39;1;8;24;37;91;33;22;94;38;96;30;37;36;52;47;134;46;28;175;95;122
"la";11;3;7;14;23;4;32;0;8;32;32;85;52;31;133;42;102;30;56;47;44;52;111;160;73;207;177;200
"eux";0;0;0;0;0;0;1;0;0;0;0;2;0;0;1;1;1;0;2;1;0;0;2;0;1;3;3;1
"oggy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0
"image";0;0;0;0;2;0;0;0;0;0;1;1;3;2;4;0;3;0;1;1;1;0;1;2;3;3;1;4
"tuer";0;0;0;0;0;0;0;0;0;0;0;3;0;1;1;0;1;1;2;2;1;1;0;1;0;2;1;0
"identifier";0;0;0;0;0;0;0;0;0;0;1;5;0;0;2;0;0;0;0;0;0;0;0;0;0;0;7;10
"lfi";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;2;0;0
"expliquer";0;1;0;0;0;0;1;0;0;0;0;0;2;0;1;0;0;0;1;2;0;1;0;1;2;2;1;4
"réseau";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;2;1;5
"là";0;0;1;0;0;1;2;0;2;0;0;3;2;0;0;2;5;1;0;1;0;2;1;0;0;1;3;0
"que";1;0;1;4;3;3;11;2;2;8;1;18;13;3;22;7;15;8;25;17;10;16;22;11;8;45;72;39
"qui";1;2;2;5;3;0;7;0;4;11;3;22;22;6;51;9;38;10;24;13;31;23;68;100;17;116;156;57
"parvenir";0;0;0;1;0;0;0;0;0;0;0;2;0;2;1;0;2;0;1;0;0;0;1;1;1;2;2;0
"publier";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;1;0;1;0;1;0;0;0;0;4
"auproux";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;11;0;0;0;0
"seines";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0
"tromper";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;26
"mélenchon";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;23;0;0;2;0;0
"bernard";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;11;0;0;0;1
"beau";0;0;0;0;0;0;0;0;0;1;0;0;2;1;3;1;3;0;4;2;0;0;1;0;0;0;0;1
"sembler";0;0;0;0;0;0;1;0;0;1;0;4;0;0;1;0;1;0;1;0;2;1;1;3;1;2;3;4
"crabe";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26
"cacher";0;0;0;0;0;0;0;0;0;0;0;7;2;0;4;0;1;0;1;1;0;0;2;5;0;1;7;1
"fatou";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79;0;0;0;0
"bruno";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;15;1;3;0;0
"françois";0;0;1;0;0;0;0;0;0;1;0;14;0;0;0;0;3;0;0;1;1;2;2;1;3;5;0;0
"comment";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7;0;4;7;2;1;3;0;3;1;0;56
"concours";0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;3;0;1;2;0;0;0;0;1;0;0;1
"colocataire";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;41;0
"parisien";0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;2;0;2;0;0;0;0;1;0;1;0;1
"raven";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;2;38;82;0
"provoquer";0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;79;1;0;1;1
"système";0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;7;0;7
"brigitte";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0
"adolescent";0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;14;0;1;9;0;0
"toutes";0;0;0;0;1;0;0;0;0;0;0;1;2;0;3;15;0;1;1;1;1;0;1;0;1;2;0;29
"oise";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0
"monter";0;0;0;0;0;0;0;0;0;0;1;1;3;0;1;1;0;0;2;0;0;0;0;0;3;0;0;0
"48";0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;2;4;0;2;0;5
"49";0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;1;2;0;2;0;5
"47";0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;0;0;0;0;0;0;2;2;1;3;0;7
"44";0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;1;0;0;0;6;4;3;5;0;3
"45";0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;2;0;0;0;0;0;0;3;4;0;2;0;6
"42";0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1;0;0;0;0;0;0;1;0;2;3;0;5
"40";0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;0;0;0;6;9;1;2;4;0;5
"41";0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;0;0;0;0;0;0;1;1;1;1;0;2
"membre";0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;3;1;0;1;0;0;1;6;22;0;1;3;0
"inédit";0;0;0;0;0;0;0;0;0;0;0;1;1;0;14;0;0;0;0;0;0;2;1;0;0;0;0;0
"direct";0;0;0;0;0;0;0;0;0;3;0;0;0;0;2;4;4;0;0;0;0;0;0;0;0;1;3;2
"air";0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;1;3;0;0;0;0;0;1;0;0;2;0;0
"philippe";0;0;1;0;1;0;0;0;0;1;0;2;0;0;2;0;1;1;0;0;1;0;4;2;0;2;0;0
"même";0;1;1;0;0;0;2;0;0;2;0;6;2;0;2;2;10;1;3;0;8;0;3;1;2;7;4;2
"changer";0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;1;0;0;1;0;1;1;0;1;0;1;3;1
"pendant";0;0;0;0;0;0;2;0;0;1;0;1;2;0;2;2;3;2;3;1;1;3;0;1;0;0;2;1
"actualité";0;0;0;0;0;0;0;0;0;0;1;0;1;0;3;0;3;0;0;0;2;2;3;4;1;8;1;4
"m6";0;0;0;0;0;0;0;0;0;0;1;0;4;0;7;5;1;0;0;0;0;0;0;2;0;0;0;0
"assez";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;1;0;0;0;0;0;0;1;0;0;0;1
"mois";0;0;0;0;1;0;0;0;0;0;1;0;1;0;4;0;1;0;2;0;0;1;2;0;0;3;0;1
"me";0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;1;0;3;0;1;0;0;14;0;0;0;0
"ma";0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;1;0;0;3;0;0;0;0;0;1;0;0;0
"naître";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;5;0;0;0;14;0;2;24;41;3
"mi";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0
"enquête";0;0;0;0;1;0;0;0;0;1;0;2;0;0;2;4;3;3;2;1;0;1;4;0;5;1;1;5
"entretien";0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;8;0;1;0;0;1;0;0;0;0;0;0
"laquelle";0;0;0;0;0;0;0;0;0;1;1;3;0;0;0;0;2;0;0;0;1;0;0;1;0;0;1;2
"nouvelle";0;0;1;0;0;0;0;0;0;1;1;2;0;0;2;0;5;0;1;0;0;3;2;2;2;1;1;1
"vite";1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;4;0;0;0;0;1;0;1;0;0;0;0
"mettre";0;0;1;1;0;0;3;0;0;1;0;5;0;0;5;2;2;0;2;4;1;1;0;0;3;3;7;2
"autre";0;0;0;0;0;1;1;0;0;1;0;4;0;0;3;1;4;0;1;0;0;0;1;4;1;3;1;2
"jeune";0;0;0;1;0;0;0;0;0;1;0;9;2;1;12;0;4;4;12;0;1;3;17;1;6;13;2;4
"construire";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;0;0;0;0;2;5;5
"réal";0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"émission";0;0;0;0;0;0;0;0;0;22;0;0;2;0;20;8;15;0;2;3;3;3;6;2;0;6;5;7
"coeur";0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;2;1;1;1;1;1;1;2;0;1;2;0;0
"claude";0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;2;0;0;1;2;0;13;0;4;1;0;0
"présidentiel";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;2;0;0;8;0;0
"photo";0;0;0;0;0;0;0;0;0;0;0;3;0;1;2;1;1;0;0;0;0;1;0;0;0;0;0;3
"boulot";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;14;41;0
"transformer";0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;0;0;0;0;0;0;2;0;4
"frontière";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;10;0;0
"candidat";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;1;0;3;0;0;0;8;0;1
"alien";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;1;0;0;0;1;8;0
"jean";0;0;1;0;0;0;0;0;0;4;2;3;0;1;2;1;3;0;0;3;4;1;38;1;1;14;0;9
"proposer";0;0;0;0;1;0;0;0;0;2;0;3;1;0;3;0;4;0;0;0;2;0;2;1;1;3;0;0
"fête";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;1;2;1;0;0;0;1
"vérité";0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;1;0;1;0;1;0;0;1;0;0;3;0
"manquer";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;1;0;0;14;0;2;24;41;1
"enfin";0;1;0;0;0;0;1;0;0;0;0;0;0;1;2;1;2;0;1;0;0;0;1;2;1;1;1;0
"2999";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;40;0;0;0;0;0;0;0;0;0;0;0
"bande";0;0;0;0;0;0;0;0;0;2;0;0;1;0;1;0;2;1;0;0;0;1;6;1;0;0;1;1
"59";0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;0;0;0;0;0;0;1;2;0;3;0;7
"58";0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;3;0;0;0;6
"55";0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;2;0;0;0;0;0;0;1;3;0;7;0;7
"54";0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;4;0;0;0;0;0;0;3;4;0;3;0;5
"56";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;0;0;0;0;0;0;1;5;0;1;0;5
"51";0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;1;0;1;3;0;6
"50";0;0;0;0;0;0;0;0;0;0;0;1;0;0;5;1;5;0;0;0;0;3;4;3;1;2;1;7
"53";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;1;2;0;2;0;6
"52";0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;0;0;0;0;0;0;1;0;0;4;0;8
"57";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;3;1;1;4;0;4
"humanité";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;15;2;1;2;0;2;2;0;2;0;7;6;8
"gouvernement";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;1;0;4;0;1;8;2;4
"plus";2;0;1;2;2;0;0;0;0;3;3;7;7;1;17;4;13;4;15;1;5;6;10;7;4;15;17;49
"entrepreneur";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0
"exister";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;3;0;0;6;1;5
"hugues";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0
"voisin";6;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;2;0;0;1;0
"peret";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10
"ne";4;1;2;1;0;1;3;1;2;7;1;17;12;0;25;6;12;2;17;6;6;7;53;14;7;62;94;21
"actuel";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;8;3
"retour";1;0;0;0;2;0;1;0;0;1;5;0;0;1;7;10;1;0;0;0;0;0;1;3;2;7;0;9
"valentin";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;3;0;0;0;12;0;2
"cnews";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;14;0;7;0;1
"groupe";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2;1;3;1;0;0;2;1;4;2;5
"entier";0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2;1;0;2;0;0;0;2;0;0;5;2;7
"langlois";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0
"bill";0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;13;2;0
"frédéric";0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;1;9;2;0;8
"boucher";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0
"figure";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;14;0;2;26;41;0
"haut";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;1;14;0;2;0;3
"antoine";0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;3;0;11;0;10
"1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;2;3;0;1;1;0;3;2;3;1;2;0;2
"rapport";0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;7
"réponse";1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;0;0;0;0;3;2;0;1;2;2
"oeuf";0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;5
"apporter";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;2;0;0;1;0;0;0;1;1;4
"place";0;0;1;0;0;0;0;0;0;1;0;1;1;0;2;0;0;0;1;2;0;0;0;0;0;0;1;2
"gotham";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;2;24;41;0
"animation";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;14;0;2;24;41;0
"république";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;5;3;0;0
"chanteur";0;0;0;0;0;0;0;0;0;1;4;0;0;0;3;0;1;0;0;0;0;1;0;0;0;1;1;4
"espoir";0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;6;0;0;0;0;2;0
"trop";0;0;0;0;0;0;1;0;2;0;0;0;5;0;2;0;1;1;0;1;0;1;2;1;0;0;0;0
"chaque";0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;1;1;1;1;1;1;2;1;1;2
"20";0;0;0;0;0;0;0;0;0;0;6;5;1;0;4;1;1;0;0;0;0;0;1;22;35;59;0;50
"21";0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;1;0;0;0;0;0;0;1;20;1;15;0;32
"didier";0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;0;0;0;0;0;0;1;1;0;0;13;0
"concernant";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;1;2;0;3
"parfois";0;0;0;0;0;0;0;0;2;1;0;2;0;0;0;0;0;0;0;0;1;1;1;1;0;0;2;0
"devoir";2;0;0;0;1;1;1;0;0;1;0;9;0;1;5;3;4;2;4;2;3;3;3;8;2;3;5;6
"récupérer";1;0;0;1;0;0;0;0;0;0;0;1;3;0;1;0;0;0;0;0;2;1;1;0;0;0;0;0
"départ";0;0;0;0;0;1;0;0;0;0;1;0;3;0;2;2;40;0;0;0;0;0;0;0;1;0;0;1
"curieux";0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;1;0;0;0;0;1;4;0;0;0;0;26
"patrick";0;0;1;0;0;0;0;0;0;4;2;1;0;1;0;4;1;0;0;0;1;0;0;0;0;0;0;0
