"";"X.anneedediff_1995";"X.anneedediff_1996";"X.anneedediff_1997";"X.anneedediff_1998";"X.anneedediff_1999";"X.anneedediff_2000";"X.anneedediff_2001";"X.anneedediff_2002";"X.anneedediff_2004";"X.anneedediff_2005";"X.anneedediff_2006";"X.anneedediff_2007";"X.anneedediff_2008";"X.anneedediff_2009";"X.anneedediff_2010";"X.anneedediff_2011";"X.anneedediff_2012";"X.anneedediff_2013";"X.anneedediff_2014";"X.anneedediff_2015";"X.anneedediff_2016";"X.anneedediff_2017";"X.anneedediff_2018";"X.anneedediff_2019";"X.anneedediff_2020";"X.anneedediff_2021";"X.anneedediff_2022";"X.anneedediff_2023"
"tendance";-0,0114;-0,0046;-0,024;-0,0178;-0,0326;-0,0151;-0,0507;-0,0041;-0,0181;-0,0867;-0,0454;-0,2156;-0,1197;-0,0496;-0,3137;-0,1633;1,4572;-0,086;0,504;1,638;0,6265;-0,1371;0,2224;-0,408;-0,138;-0,67;-0,6751;0,9323
"sophie";-0,0145;-0,0058;-0,0305;-0,0226;-0,0415;-0,0192;-0,0645;-0,0052;-0,023;-0,1104;-0,0578;-0,2745;-0,1524;-0,0632;-0,3993;-0,2078;-0,4312;-0,1095;0,4199;1,4381;0,5369;0,4803;3,3573;-0,5193;-0,1757;0,5621;-0,8592;-0,7226
"aller";1,8136;-0,033;-0,1724;1,4541;0,3798;-0,1083;0,2459;-0,0292;1,4408;-0,6231;-0,3265;0,5691;1,3339;-0,3566;-0,2131;1,3018;0,3394;1,8647;-0,2992;0,2862;2,5137;0,4117;-0,2549;-2,9319;-0,2158;-1,0264;-2,2927;-0,3293
"perdre";-0,0197;-0,0079;-0,0414;-0,0307;-0,0563;-0,026;1,7725;-0,007;-0,0313;0,535;-0,0785;1,3093;4,0956;-0,0857;-0,5419;0,3209;0,4235;-0,1486;-0,282;-0,1823;0,4291;-0,2368;0,7221;-0,7048;-0,2384;-1,1573;-0,5768;-0,9808
"affirmer";-0,0238;-0,0096;-0,0502;-0,0372;-0,0682;-0,0315;-0,106;-0,0085;-0,0378;-0,1813;-0,095;-0,1366;0,3585;-0,1038;0,752;-0,3414;0,6863;0,4696;1,3911;0,3997;2,6783;-0,2867;-0,8304;-0,8532;-0,2886;-0,7513;-0,1937;-0,2877
"semaine";-0,029;-0,0117;-0,0611;-0,0453;-0,083;-0,0384;0,59;-0,0103;-0,0461;-0,2208;-0,1157;-0,549;-0,3047;0,5979;0,2686;0,2104;0,5231;-0,219;-0,4156;-0,2687;0,8335;3,9503;2,9268;-0,495;0,2559;-0,9882;-1,7186;-0,7889
"comédien";-0,0207;-0,0084;-0,0436;-0,0324;-0,0593;-0,0274;-0,0922;-0,0074;-0,0329;7,4226;-0,0826;-0,3921;-0,2177;1,747;-0,1979;0,3052;-0,2233;-0,1564;-0,2969;0,4472;-0,2129;0,3598;-0,7221;-0,7419;-0,251;0,9565;-1,2275;-0,4853
"différent";-0,0155;-0,0063;-0,0327;-0,0243;-0,0445;-0,0206;-0,0691;-0,0055;-0,0247;-0,1183;-0,062;0,3081;-0,1632;0,8408;-0,4278;-0,2226;-0,1392;0,6258;1,052;1,3822;-0,1597;-0,187;0,9501;-0,1876;0,4538;-0,9136;-0,4051;-0,3129
"extra_terrestre";-0,0434;-0,0175;0,7208;-0,0679;5,0064;-0,0576;-0,1936;1,4545;1,955;0,7583;0,4823;0,5485;1,0692;0,4515;-1,1981;0,7783;-1,2938;-0,3286;-0,2324;0,6316;1,7336;-0,5236;0,3627;0,343;-0,1785;-0,7385;-2,5782;-1,3688
"inattendu";-0,0155;-0,0063;-0,0327;-0,0243;-0,0445;-0,0206;-0,0691;-0,0055;-0,0247;-0,1183;-0,062;-0,2941;-0,1632;-0,0677;-0,4278;19,4876;-0,1392;-0,1173;-0,2226;-0,1439;-0,1597;-0,187;-0,5415;-0,5564;-0,1882;-0,9136;-0,9206;-0,7743
"monde";-0,2331;-0,0941;-0,4915;0,6901;0,3435;-0,3088;-1,0385;-0,0833;1,9661;-0,3746;-0,931;-1,5551;-0,2873;0,386;-1,3199;-0,4363;-2,7958;0,6664;0,6436;-0,8905;-1,5793;-2,8091;3,6148;-3,8219;-0,2675;3,1305;4,4866;-0,7985
"roger";-0,1035;-0,0418;-0,2182;-0,1619;-0,2967;-0,1371;-0,4611;-0,037;-0,1646;-0,7889;-0,4134;5,7533;-1,089;-0,4514;-1,962;-1,4853;-1,0837;-0,7826;-1,4853;-0,96;-1,0651;-1,2472;-3,6129;65,5544;-1,2557;-6,0951;-6,1416;-5,1654
"visiteur";-0,0269;-0,0109;-0,0567;-0,0421;-0,0771;-0,0356;-0,1198;-0,0096;-0,0428;-0,205;-0,1074;-0,1672;-0,283;-0,1173;3,0291;-0,3859;-0,8008;-0,2034;-0,3859;-0,2495;-0,2768;-0,3241;-0,9388;-0,9645;-0,3263;2,3687;-0,501;1,6725
"naulleau";-0,0124;-0,005;-0,0262;-0,0194;-0,0356;-0,0164;-0,0553;-0,0044;-0,0197;-0,0946;-0,0496;-0,2353;-0,1306;-0,0541;-0,3422;-0,1781;-0,3696;-0,0938;-0,1781;-0,1151;-0,1277;-0,1496;0,1998;10,9153;-0,1506;-0,7309;-0,7364;-0,6194
"lilia";-0,0114;-0,0046;-0,024;-0,0178;-0,0326;-0,0151;-0,0507;-0,0041;-0,0181;-0,0867;-0,0454;-0,2156;-0,1197;-0,0496;-0,3137;-0,1633;-0,3388;-0,086;-0,1633;-0,1055;-0,1171;-0,1371;-0,3971;-0,408;-0,138;9,7184;-0,6751;-0,5678
"désert";-0,029;-0,0117;0,8821;-0,0453;1,8087;-0,0384;-0,129;-0,0103;-0,0461;0,3996;-0,1157;-0,549;-0,3047;-0,1263;0,2686;0,2104;0,9161;-0,219;0,2104;-0,2687;-0,2981;0,7276;-1,011;-1,0387;-0,3514;-0,9882;3,2935;-0,4218
"humoriste";-0,0176;-0,0071;-0,0371;-0,0275;-0,0504;-0,0233;-0,0783;-0,0063;-0,028;0,5759;-0,0702;-0,3333;-0,185;-0,0767;-0,4849;-0,2523;0,9738;-0,133;-0,2523;-0,1631;-0,181;1,0853;-0,2204;-0,6306;-0,2133;-0,2131;-1,0433;3,6277
"s";0,389;-0,092;3,8729;0,7047;0,3546;0,3001;1,5211;-0,0814;0,6938;0,2517;-0,9103;8,4537;3,3679;-0,4749;1,1625;-0,2679;0,3584;0,6955;2,4757;0,9538;0,5446;-0,3899;-1,0018;-1,0871;-0,6078;-3,0067;-4,7707;-3,3867
"seulement";-0,0103;-0,0042;-0,0218;-0,0162;-0,0297;-0,0137;-0,0461;-0,0037;-0,0164;-0,0788;-0,0413;-0,196;7,3581;-0,0451;-0,2852;1,3722;0,2942;-0,0782;-0,1484;-0,0959;-0,1064;-0,1246;-0,361;-0,3709;0,6004;-0,609;-0,6137;-0,5161
"ceux";-0,0103;-0,0042;-0,0218;-0,0162;-0,0297;-0,0137;-0,0461;-0,0037;3,2023;-0,0788;-0,0413;-0,196;-0,1088;-0,0451;0,3175;0,5384;-0,308;-0,0782;0,5384;0,7029;-0,1064;-0,1246;-0,361;1,3718;-0,1255;-0,2101;-0,6137;-0,5161
"former";-0,0331;-0,0134;-0,0698;-0,0518;-0,0949;-0,0439;-0,1475;-0,0118;-0,0526;-0,2523;-0,1322;-0,2333;-0,3483;-0,1444;-0,4113;-0,1501;-0,9857;-0,2503;-0,475;-0,307;-0,3407;-0,3989;-1,1555;-1,1871;-0,4016;-0,7171;-1,9642;20,6283
"situation";1,4548;-0,0063;-0,0327;1,2649;-0,0445;-0,0206;0,8323;-0,0055;2,8397;-0,1183;-0,062;-0,2941;-0,1632;0,8408;0,203;1,052;-0,462;0,6258;-0,2226;2,4102;-0,1597;-0,187;-0,5415;-0,5564;0,4538;-0,4006;-0,9206;-0,7743
"perquisition";-0,0207;-0,0084;-0,0436;-0,0324;-0,0593;-0,0274;-0,0922;-0,0074;-0,0329;-0,1577;-0,0826;-0,3921;-0,2177;-0,0902;-0,5704;-0,2969;-0,616;-0,1564;-0,2969;-0,1919;-0,2129;-0,2493;21,9792;-0,7419;-0,251;-1,2182;-1,2275;-1,0324
"twiste";-0,029;-0,0117;-0,0611;-0,0453;-0,083;-0,0384;-0,129;-0,0103;-0,0461;-0,2208;-0,1157;-0,549;-0,3047;-0,1263;33,5503;-0,4156;-0,8624;-0,219;-0,4156;-0,2687;-0,2981;-0,349;-1,011;-1,0387;-0,3514;-1,7056;-1,7186;-1,4454
"esprit";-0,0103;-0,0042;-0,0218;-0,0162;-0,0297;-0,0137;-0,0461;-0,0037;-0,0164;-0,0788;2,417;0,4398;0,6543;-0,0451;-0,2852;-0,1484;0,8348;-0,0782;1,3722;-0,0959;-0,1064;-0,1246;-0,361;0,2408;-0,1255;-0,609;-0,2127;-0,5161
"succès";-0,0145;-0,0058;-0,0305;-0,0226;-0,0415;-0,0192;-0,0645;-0,0052;-0,023;-0,1104;-0,0578;-0,2745;0,5289;-0,0632;3,8986;-0,2078;0,6052;-0,1095;-0,2078;-0,1343;-0,149;-0,1745;-0,5054;-0,5193;-0,1757;-0,3602;-0,3643;0,6959
"tomber";-0,03;-0,0121;-0,0633;2,2816;0,7455;-0,0397;0,5769;-0,0107;-0,0477;0,3879;-0,1198;-0,5686;0,2869;0,5848;0,9616;-0,4305;0,8744;0,3906;1,1402;0,3251;2,2997;-0,3615;-0,5012;-1,0758;-0,3639;-1,7665;-0,6108;-0,4505
"vouloir";0,9929;-0,0188;-0,0982;-0,0728;-0,1335;0,8781;0,4205;-0,0166;-0,074;-0,3549;-0,1859;0,8661;1,6034;1,103;5,542;-0,2589;-0,2016;0,2554;-0,2589;-0,4318;-0,4791;2,0648;-0,5334;-1,6696;-0,5648;-2,7415;-1,8684;-0,2159
"laisser";0,958;-0,0205;0,6612;-0,0793;-0,1453;-0,0672;0,392;-0,0181;-0,0806;0,2297;0,4287;-0,4471;-0,1823;0,3991;-0,7616;10,3974;0,6146;1,244;-0,2954;-0,149;-0,5217;0,3922;-1,7696;-1,8181;-0,615;-0,2708;-0,6801;-0,7303
"époque";-0,0269;-0,0109;-0,0567;-0,0421;-0,0771;-0,0356;-0,1198;-0,0096;-0,0428;-0,205;-0,1074;-0,1672;0,3199;-0,1173;-0,2999;15,3902;-0,3367;-0,2034;0,6636;-0,2495;-0,2768;0,2791;-0,9388;-0,9645;-0,3263;-0,8922;-0,9014;-0,3662
"intervenir";-0,0921;-0,0372;-0,1942;-0,144;-0,2641;-0,122;-0,4103;-0,0329;1,3473;-0,2817;-0,3679;-1,7459;-0,4557;-0,4017;-2,5398;-1,3218;-1,8648;-0,2783;-1,3218;-0,8544;-0,9479;-1,1099;2,3546;-3,3033;-0,2733;3,8666;13,377;-4,5968
"télé";-0,0197;-0,0079;-0,0414;-0,0307;-0,0563;-0,026;0,7386;-0,007;-0,0313;2,3434;-0,0785;-0,3725;-0,2068;-0,0857;2,2466;0,8778;3,7714;-0,1486;-0,282;-0,1823;-0,2022;-0,2368;-0,686;-0,7048;-0,2384;-1,1573;-1,1661;-0,4495
"origine";-0,0445;-0,018;1,7049;-0,0696;-0,1275;-0,0589;1,1213;-0,0159;-0,0707;-0,3391;-0,1777;-0,368;-0,1476;-0,194;-1,2266;-0,6384;-0,7053;1,3844;1,2545;-0,4126;1,6994;-0,1834;0,3449;-0,5154;0,4592;1,6988;-1,7628;-0,3334
"italie";-0,0134;-0,0054;-0,0284;-0,021;-0,0386;-0,0178;-0,0599;-0,0048;-0,0214;-0,1025;-0,0537;-0,2549;-0,1415;-0,0586;-0,3708;0,4452;-0,4004;-0,1017;-0,193;-0,1247;-0,1384;-0,162;-0,4693;-0,4822;-0,1631;0,2821;-0,7978;7,1916
"plusieurs";-0,0259;-0,0104;-0,0545;-0,0404;-0,0741;-0,0343;-0,1152;-0,0092;-0,0411;0,4379;-0,1033;-0,4902;-0,2721;0,6407;0,6776;0,2407;-0,317;0,4407;0,2407;1,7767;2,5401;0,2907;0,4929;-0,9274;-0,3137;-0,4595;-1,5344;0,2658
"édition";-0,0414;-0,0167;-0,0873;-0,0647;-0,1186;-0,0548;-0,1844;-0,0148;-0,0658;-0,3154;-0,1653;-0,7843;-0,4354;-0,1805;-0,5709;-0,5938;-0,6365;-0,3129;-0,5938;-0,3838;0,2042;-0,4987;-0,7942;-1,484;3,9108;1,1554;-2,4554;8,8577
"répondre";-0,0393;-0,0159;-0,0829;-0,0615;-0,1127;-0,0521;-0,1751;-0,014;2,0388;-0,2996;0,518;-0,7451;-0,4136;-0,1715;-0,2501;-0,5641;-1,1705;-0,2973;0,4358;0,2456;-0,4046;-0,1501;-1,3722;-1,4098;-0,1517;-1,4873;-2,3326;17,1485
"présenter";-0,0631;-0,0255;0,5785;-0,0987;1,187;-0,0836;-0,2812;-0,0226;-0,1004;2,3157;0,3562;-0,6144;0,3492;-0,2753;5,3306;-0,4112;0,3909;-0,4773;1,2679;-0,2118;1,2192;0,2857;-0,5641;-1,4544;-0,7657;0,2563;-3,7451;-0,7639
"chaîne";-0,0155;-0,0063;-0,0327;-0,0243;-0,0445;-0,0206;-0,0691;-0,0055;-0,0247;0,6228;-0,062;-0,2941;-0,1632;-0,0677;1,899;0,3968;-0,462;-0,1173;-0,2226;-0,1439;0,512;-0,187;-0,5415;-0,5564;-0,1882;1,4315;-0,9206;0,6342
"an";-0,0849;-0,0343;-0,1789;-0,1327;1,7294;-0,1124;-0,378;-0,0303;-0,135;-0,2482;0,7393;3,0235;0,8363;-0,3701;-0,2383;0,2815;1,2747;1,2268;4,7253;-0,7871;-0,3908;4,699;-1,0031;-2,1232;0,3824;-3,8714;-2,4322;-1,397
"au";-0,2881;-0,1163;0,3913;0,5582;0,9108;-0,3818;0,4713;-0,103;1,6629;0,4156;1,2997;2,5057;1,9972;1,1539;0,2991;-0,5517;3,7331;0,8963;0,4771;0,3919;0,6305;1,2642;-0,8269;-4,1595;1,5311;-1,2785;-6,2135;-1,5503
"spatial";-0,0207;-0,0084;-0,0436;-0,0324;-0,0593;-0,0274;1,7298;-0,0074;-0,0329;-0,1577;-0,0826;-0,3921;-0,2177;-0,0902;0,884;0,8414;1,3571;-0,1564;-0,2969;1,1555;-0,2129;0,3598;-0,7221;-0,2973;-0,251;-0,2981;-0,6215;-0,216
"écrivain";-0,0279;-0,0113;-0,0589;-0,0437;9,2942;-0,037;-0,1244;-0,01;-0,0444;-0,2129;-0,1116;-0,5294;-0,2939;2,5735;-0,3178;-0,4008;-0,8316;-0,2112;-0,4008;-0,2591;-0,2874;0,7521;-0,9749;5,3839;-0,3388;-0,5298;-1,6572;-0,7495
"terre";-0,1408;-0,0568;0,3052;1,8394;0,6258;-0,1866;-0,2375;-0,0503;1,0266;-1,0732;0,4326;-1,8059;-0,248;1,2743;-0,4434;7,4818;-1,3968;1,4471;-0,4867;0,2419;-0,8074;1,3979;-1,452;-1,9538;-0,3411;-0,6916;-0,5589;1,7861
"tv";-0,0145;-0,0058;-0,0305;-0,0226;-0,0415;-0,0192;-0,0645;-0,0052;-0,023;-0,1104;-0,0578;-0,2745;0,5289;0,8686;0,6531;-0,2078;0,201;-0,1095;-0,2078;-0,1343;-0,149;-0,1745;1,6751;-0,5193;0,478;0,249;-0,8592;0,3224
"criminalité";-0,0569;-0,023;-0,12;-0,089;-0,1632;-0,0754;-0,2535;-0,0203;-0,0905;-0,4337;-0,2273;-1,0786;-0,5987;-0,2482;-1,5691;-0,8166;-1,6945;-0,4303;-0,8166;-0,5278;-0,5856;-0,6857;-1,9863;-2,0408;-0,6904;2,0093;24,3188;-2,8399
"projet";-0,0114;-0,0046;-0,024;-0,0178;-0,0326;-0,0151;-0,0507;-0,0041;-0,0181;-0,0867;-0,0454;-0,2156;-0,1197;-0,0496;2,4269;-0,1633;-0,3388;-0,086;-0,1633;-0,1055;0,6265;-0,1371;-0,3971;-0,408;1,425;-0,2457;-0,6751;0,9323
"retourner";-0,0103;-0,0042;-0,0218;-0,0162;-0,0297;-0,0137;0,9971;-0,0037;-0,0164;-0,0788;-0,0413;2,0885;-0,1088;-0,0451;-0,2852;-0,1484;0,8348;-0,0782;-0,1484;-0,0959;-0,1064;-0,1246;-0,361;-0,3709;-0,1255;-0,609;0,4121;0,5076
"sans";-0,0434;-0,0175;-0,0916;-0,0679;0,6031;-0,0576;0,4441;-0,0155;-0,0691;0,7583;-0,1735;0,2529;1,0692;0,4515;0,2973;0,3826;0,8026;-0,3286;-0,2324;0,6316;-0,137;1,5159;-0,4706;-0,4938;-0,1785;-0,7385;-0,2868;-1,3688
"animer";-0,0103;-0,0042;-0,0218;-0,0162;-0,0297;-0,0137;-0,0461;-0,0037;-0,0164;3,1981;-0,0413;-0,196;-0,1088;-0,0451;0,3175;-0,1484;-0,308;-0,0782;-0,1484;-0,0959;-0,1064;0,603;2,2415;-0,3709;-0,1255;-0,609;-0,2127;-0,5161
"christophe";-0,0559;-0,0226;-0,1178;-0,0874;-0,1602;-0,074;-0,2489;-0,02;-0,0889;-0,4259;-0,2231;-1,059;-0,5878;0,3671;-0,8714;-0,8018;-0,5595;-0,4225;-0,8018;-0,5182;-0,2056;-0,6733;-0,4365;36,2225;-0,2655;-2,3293;-3,3152;-1,895
"espace";-0,0538;-0,0217;-0,1134;0,7542;-0,1542;-0,0713;8,4226;-0,0192;-0,0856;0,2139;-0,2149;-1,0197;-0,2005;-0,2346;-1,4835;3,4909;3,7879;-0,4068;-0,7721;3,0322;-0,5537;-0,6483;-1,8779;-1,9294;-0,6527;-0,5097;-2,243;0,6523
"vie";-0,1252;-0,0506;0,3414;0,4401;0,2498;-0,166;-0,558;-0,0448;-0,1992;-0,4468;-0,5003;-1,0292;0,7413;0,4486;-0,9561;-0,3797;-0,5676;-0,4416;7,6129;-1,1618;-0,3601;0,3487;0,4301;-0,4761;1,2345;1,1695;-3,6735;0,7102
"mort";-0,0165;-0,0067;-0,0349;-0,0259;-0,0474;-0,0219;-0,0737;-0,0059;-0,0263;-0,1261;-0,0661;-0,3137;0,4811;0,815;0,5678;1,0034;-0,4928;-0,1251;0,3755;-0,1535;3,3069;-0,1994;-0,5777;-0,2085;0,4316;-0,1871;-0,4468;-0,8259
"teen";-0,1087;-0,0439;-0,2292;-0,17;-0,3116;-0,144;-0,4842;-0,0388;-0,1728;-0,8284;-0,4341;-2,06;-1,1435;-0,474;-2,9968;-1,5596;-2,2952;-0,8218;-1,5596;-1,0081;-1,1184;-1,3096;8,0471;-3,8977;-0,3747;6,072;10,5177;-5,4239
"tester";-0,0103;-0,0042;-0,0218;-0,0162;-0,0297;-0,0137;-0,0461;-0,0037;-0,0164;-0,0788;-0,0413;-0,196;-0,1088;-0,0451;-0,2852;-0,1484;-0,308;-0,0782;1,3722;-0,0959;0,6628;0,603;0,2483;-0,3709;-0,1255;2,264;-0,6137;-0,5161
"science";-0,0134;-0,0054;-0,0284;-0,021;-0,0386;-0,0178;-0,0599;-0,0048;-0,0214;-0,1025;-0,0537;-0,2549;0,5559;-0,0586;0,241;1,1621;-0,4004;-0,1017;0,4452;-0,1247;-0,1384;-0,162;-0,4693;-0,1479;0,5043;-0,7918;-0,7978;2,7744
"information";-0,0207;-0,0084;-0,0436;-0,0324;-0,0593;-0,0274;-0,0922;-0,0074;-0,0329;-0,1577;-0,0826;0,6573;0,4043;-0,0902;-0,1979;-0,2969;-0,616;-0,1564;0,3052;-0,1919;-0,2129;0,3598;-0,2853;-0,7419;0,3576;-0,2981;-1,2275;4,7056
"notre";-0,0538;-0,0217;-0,1134;0,7542;-0,1542;-0,0713;-0,2397;-0,0192;1,7782;-0,4101;-0,2149;-1,0197;0,4321;-0,2346;-1,4835;9,9846;-1,602;-0,4068;0,5952;-0,499;1,4316;-0,2478;0,6339;-1,1782;-0,6527;0,2763;-3,1923;1,217
"débat";-0,0352;-0,0142;-0,0742;-0,055;-0,1008;-0,0466;-0,1567;-0,0126;-0,0559;-0,2681;-0,1405;-0,6667;-0,3701;-0,1534;-0,9698;-0,5047;-1,0473;-0,266;-0,5047;-0,3262;-0,362;3,4606;12,1217;-0,6557;0,2037;-0,2709;-1,2972;-0,6019
"signe";-0,0114;-0,0046;-0,024;-0,0178;-0,0326;-0,0151;-0,0507;-0,0041;-0,0181;-0,0867;1,0029;3,0119;0,6182;-0,0496;0,8187;-0,1633;-0,3388;-0,086;-0,1633;0,6661;-0,1171;-0,1371;-0,3971;-0,408;0,565;-0,67;-0,6751;-0,1897
"visuel";-0,0321;-0,0129;-0,0676;-0,0501;-0,0919;-0,0425;-0,1429;-0,0115;-0,051;-0,2444;-0,1281;-0,6078;-0,3374;-0,1399;-0,8842;-0,4602;-0,9549;-0,2425;-0,4602;-0,2974;-0,33;0,2297;2,6158;10,5519;0,6565;-0,3891;-1,9028;-1,6003
"boucherie";-0,0103;-0,0042;-0,0218;-0,0162;-0,0297;-0,0137;-0,0461;-0,0037;-0,0164;-0,0788;-0,0413;-0,196;-0,1088;-0,0451;-0,2852;-0,1484;-0,308;-0,0782;-0,1484;-0,0959;-0,1064;-0,1246;10,9857;-0,3709;-0,1255;-0,609;-0,6137;-0,5161
"personne";1,0739;-0,0155;-0,0807;-0,0599;0,6511;0,9578;0,4885;-0,0137;-0,0609;-0,2917;-0,1529;0,3096;0,2187;-0,1669;0,6849;0,4505;-0,2752;-0,2894;0,4505;3,8539;0,2246;-0,4612;-0,3715;-0,7392;-0,1452;-2,254;-2,2712;1,7297
"recette";-0,0145;-0,0058;-0,0305;-0,0226;-0,0415;-0,0192;-0,0645;-0,0052;-0,023;-0,1104;-0,0578;-0,2745;-0,1524;-0,0632;0,6531;-0,2078;1,9002;-0,1095;1,1046;-0,1343;1,357;1,2358;-0,1603;-0,5193;-0,1757;-0,8527;-0,8592;-0,2806
"comprendre";-0,0507;-0,0205;-0,1069;-0,0793;-0,1453;0,8438;-0,2258;-0,0181;-0,0806;-0,3864;-0,2025;1,1934;-0,5334;-0,2211;-0,207;-0,2954;-1,5095;-0,3833;2,2362;1,0381;0,9382;0,3922;5,4219;-0,3738;-0,615;-2,0619;-1,457;-0,4622
"jusqu_à";-0,0124;-0,005;-0,0262;-0,0194;-0,0356;-0,0164;-0,0553;-0,0044;-0,0197;-0,0946;-0,0496;1,8539;-0,1306;-0,0541;0,2634;-0,1781;0,7069;0,7114;-0,1781;0,6329;-0,1277;-0,1496;0,1998;-0,4451;-0,1506;-0,2827;-0,286;-0,2189
"jeu";-0,0238;-0,0096;8,8492;-0,0372;-0,0682;1,1549;-0,106;-0,0085;-0,0378;-0,1813;-0,095;-0,4509;2,6438;-0,1038;0,3621;-0,3414;1,7483;0,4696;-0,3414;-0,2207;0,3656;-0,2867;-0,3541;-0,3687;-0,2886;-0,7513;-1,4116;-1,1873
"avec";-0,1809;-0,2129;-0,5586;0,2484;-0,4856;-0,6989;-1,0211;-0,1885;-0,8389;3,7694;0,2785;-0,699;-0,543;0,7992;-2,1817;-1,1082;0,5107;0,5224;0,8615;-2,3808;0,3386;0,8701;6,7154;-4,0411;-0,2838;1,0253;3,5786;-8,5137
"contre";-0,1014;1,0459;-0,2139;-0,1586;-0,2908;-0,1344;0,5577;-0,0362;-0,1613;-0,7731;-0,4051;0,5771;0,3583;1,0887;-0,3943;-0,8109;-1,4894;-0,3224;-0,8109;-0,4367;-0,5079;-1,2223;0,4195;-1,9596;-1,2305;0,8658;12,3597;-3,9353
"diffusion";-0,0114;-0,0046;-0,024;-0,0178;-0,0326;-0,0151;-0,0507;-0,0041;-0,0181;4,5077;-0,0454;0,4074;-0,1197;-0,0496;0,2887;0,504;2,3103;-0,086;-0,1633;-0,1055;-0,1171;-0,1371;-0,3971;-0,408;-0,138;-0,67;-0,6751;-0,5678
"dernier";-0,0528;-0,0213;-0,1113;-0,0825;-0,1513;-0,0699;-0,2351;-0,0189;-0,0839;0,219;1,0746;0,7277;0,4427;0,3858;-0,4402;0,6109;1,2386;0,2212;-0,7572;-0,4894;-0,1877;0,3716;0,4147;-0,6964;-0,2429;-0,3079;-3,1309;1,6245
"leçon";-0,0145;-0,0058;-0,0305;-0,0226;-0,0415;-0,0192;-0,0645;-0,0052;-0,023;-0,1104;-0,0578;-0,2745;-0,1524;-0,0632;0,6531;-0,2078;-0,4312;-0,1095;-0,2078;0,5751;-0,149;0,4803;-0,5054;0,495;-0,1757;-0,8527;-0,8592;4,4008
"grandir";-0,089;-0,0359;-0,1877;-0,1392;-0,2552;-0,1179;-0,3965;-0,0318;-0,1415;-0,6784;-0,3555;-1,687;-0,9364;-0,3882;-2,4542;-1,2772;-2,6502;-0,673;0,4848;-0,8255;-0,9159;-1,0725;2,0993;-3,1919;-0,2555;3,6895;14,0164;-3,3673
"plan";-0,0269;-0,0109;-0,0567;-0,0421;-0,0771;-0,0356;-0,1198;-0,0096;-0,0428;0,4245;-0,1074;0,4956;1,5895;-0,1173;1,6543;-0,3859;-0,8008;0,4272;0,23;-0,2495;-0,2768;0,2791;-0,4263;-0,9645;0,7732;-0,4943;0,5979;-0,3662
"toujours";-0,0403;-0,0163;-0,0851;-0,0631;-0,1157;-0,0535;0,4699;-0,0144;-0,0642;-0,3075;-0,1611;1,5589;0,6;3,1567;0,6307;0,4217;-0,3052;0,8142;-0,2067;-0,3742;1,8428;-0,4862;-0,7666;-0,4309;-0,1583;0,3946;-1,5537;-1,2408
"ahmed";-0,0103;-0,0042;-0,0218;-0,0162;-0,0297;-0,0137;-0,0461;-0,0037;-0,0164;-0,0788;-0,0413;-0,196;-0,1088;-0,0451;-0,2852;-0,1484;-0,308;-0,0782;-0,1484;-0,0959;-0,1064;-0,1246;-0,361;-0,3709;-0,1255;-0,609;-0,6137;9,5084
"secte";-0,0155;-0,0063;-0,0327;-0,0243;-0,0445;-0,0206;-0,0691;-0,0055;-0,0247;-0,1183;-0,062;4,5842;-0,1632;-0,0677;7,2289;-0,2226;-0,462;-0,1173;-0,2226;-0,1439;-0,1597;-0,187;-0,5415;-0,5564;-0,1882;-0,9136;-0,9206;-0,7743
"croire";-0,029;-0,0117;-0,0611;1,0042;-0,083;1,0728;-0,129;-0,0103;-0,0461;-0,2208;-0,1157;0,9052;0,2973;1,4717;-0,3361;-0,4156;-0,3769;1,0522;0,6162;-0,2687;3,292;-0,349;0,4104;-1,0387;0,2559;-1,7056;-0,3133;-0,4218
"ses";-0,4222;-0,1705;-0,8904;-0,2575;-1,2107;-0,5595;0,8481;-0,1509;-0,6716;-0,8463;-0,9951;0,5817;1,3144;-0,4061;-2,1834;-3,2865;-3,783;0,3557;-0,4114;-0,4768;-4,3458;-1,246;3,5136;-8,5676;-0,2942;5,6287;23,5939;-16,6921
"notamment";-0,0114;-0,0046;-0,024;-0,0178;-0,0326;-0,0151;-0,0507;-0,0041;-0,0181;-0,0867;2,3326;-0,2156;-0,1197;-0,0496;0,2887;-0,1633;0,7669;-0,086;-0,1633;-0,1055;-0,1171;0,5675;0,2224;-0,408;0,565;-0,2457;-0,6751;0,4512
"europe";-0,0155;-0,0063;-0,0327;-0,0243;-0,0445;-0,0206;-0,0691;-0,0055;-0,0247;-0,1183;-0,062;-0,2941;-0,1632;-0,0677;-0,4278;0,3968;-0,462;-0,1173;-0,2226;-0,1439;-0,1597;0,4562;0,9501;0,9246;-0,1882;1,4315;-0,9206;0,2895
"incident";-0,09;-0,0363;-0,1898;-0,1408;-0,2581;-0,1193;-0,4011;-0,0322;-0,1432;0,6851;0,2494;-1,7066;-0,9473;-0,3927;-2,4827;-1,2921;-2,681;-0,6808;-1,2921;-0,3659;-0,9266;-1,085;-3,1428;75,6289;-1,0923;-5,3022;-4,1896;-2,6376
