"";"X.chaine_6ter";"X.chaine_ARTE";"X.chaine_C8";"X.chaine_Canal";"X.chaine_France2";"X.chaine_France3";"X.chaine_France4";"X.chaine_France5";"X.chaine_Gulli";"X.chaine_LaCinquième";"X.chaine_M6";"X.chaine_MonteCarloTMC";"X.chaine_NRJ12";"X.chaine_NT1";"X.chaine_Numéro23";"X.chaine_RMCDécouverteHD24";"X.chaine_RMCStory";"X.chaine_TF1";"X.chaine_TFX"
"passer";-0,0628;-0,2093;-1,601;0,4792;-1,124;-0,4063;-3,2922;0,2268;-0,3193;-0,0251;-0,5721;0,6574;-0,8868;0,4386;-0,1714;0,2705;7,5484;0,5278;-0,0502
"professeur";-0,0258;-0,2395;-0,659;-0,3706;1,1318;-0,7773;-1,355;-0,3607;1,4456;-0,0103;1,004;-0,4164;-0,365;1,8348;-0,0706;-0,1374;-1,1755;2,7886;-0,0207
"dans";0,4447;-0,7375;-8,4278;-0,8216;-0,3889;2,2317;-3,6455;0,3367;-0,6281;0,4006;-0,2692;-0,8408;2,5113;0,2557;0,348;0,3021;6,7834;0,3751;-0,1348
"maison";-0,0246;-0,2281;-0,6276;-0,353;0,2907;-0,7403;-0,6668;0,7431;-0,1252;-0,0098;0,3943;-0,3867;-0,3476;-0,0771;-0,0672;-0,1309;-0,2533;4,6443;-0,0197
"arriver";-0,0197;-0,1825;-0,502;-0,2824;1,2468;1,438;-1,0323;-0,2748;0,6863;-0,0079;0,4706;-0,2736;0,3253;-0,0617;-0,0538;-0,1047;-0,3902;-0,2374;-0,0157
"tourner";-0,0123;-0,114;-0,3137;0,4764;0,2433;0,712;-0,6452;0,486;-0,0626;-0,0049;-0,1121;1,1891;-0,1738;-0,0385;-0,0336;-0,0654;-0,5597;0,2184;-0,0098
"vincent";-0,0148;-0,1369;4,1373;-0,2118;-1,0541;-0,4441;-0,7742;-0,2061;-0,0751;-0,0059;-0,1345;1,6392;-0,2085;2,3147;-0,0403;-0,0785;-0,6716;-0,4839;-0,0118
"matin";-0,0148;-0,1369;-0,3765;-0,2118;1,2825;-0,4441;-0,7742;0,4227;-0,0751;-0,0059;-0,1345;0,9885;-0,2085;-0,0463;-0,0403;-0,0785;-0,6716;1,0781;-0,0118
"raconter";-0,0369;-0,3422;-0,9415;0,4727;2,8705;0,6448;-1,936;-0,5153;-0,1878;-0,0148;0,2683;-0,7015;-0,5215;-0,1157;-0,1008;-0,1963;-0,3002;1,3458;-0,0295
"année";-0,0628;-0,5819;1,6218;-0,9005;0,8941;0,6287;-3,2922;-0,3906;-0,3193;-0,0251;-0,5721;-1,4446;-0,8868;-0,1967;-0,1714;-0,3339;5,4427;-0,4858;-0,0502
"c";0,7283;0,5322;-1,4808;0,7814;-0,3889;1,8309;-4,7139;4,6448;0,5519;-0,0359;0,5451;1,3286;-1,2697;0,3213;-0,2454;-0,478;-1,2998;-0,4402;-0,0719
"moins";-0,0135;-0,1254;-0,3451;-0,1941;0,486;0,2159;-0,7097;0,4526;-0,0688;-0,0054;-0,1233;-0,4862;-0,1912;-0,0424;-0,037;-0,072;2,1982;0,1939;-0,0108
"plateau";-0,0455;-0,4221;-0,2852;0,3601;0,9023;2,0524;-2,388;-0,2388;-0,2316;-0,0182;0,6145;-0,5349;-0,6432;-0,1427;-0,1243;-0,2422;-2,0716;2,9586;-0,0364
"rien";1,5131;-0,1254;-0,3451;-0,1941;0,486;2,0372;-0,7097;-0,1889;-0,0688;-0,0054;-0,1233;-0,4862;-0,1912;-0,0424;-0,037;-0,072;-0,6156;1,1745;-0,0108
"réveiller";-0,0542;-0,502;-1,3812;-0,3255;-3,8669;-1,6291;-2,8401;-0,3124;-0,2755;-0,0216;-0,4936;-1,9458;56,3785;-0,1697;-0,1479;-0,288;-2,4637;-1,775;-0,0433
"anne";-0,0271;-0,2509;-0,2673;-0,3883;-0,6885;-0,8143;-1,4196;0,6795;-0,1377;-0,0108;-0,2467;11,6168;-0,3824;-0,0848;-0,0739;-0,144;-1,2315;-0,3901;-0,0217
"savoir";-0,0283;-0,2623;-0,7218;0,2166;0,3808;0,2434;-0,8134;0,2238;-0,144;-0,0113;-0,2579;-0,4771;-0,3998;1,7589;4,5652;-0,1505;0,5227;-0,1766;-0,0226
"question";-0,0381;2,0925;0,434;-0,188;1,0043;-0,5725;-2,0006;2,1955;-0,194;-0,0152;-0,3477;0,2305;-0,5389;-0,1195;-0,1042;-0,2029;0,497;-1,2503;-0,0305
"long";-0,016;-0,1483;-0,4079;0,3868;0,6935;-0,4811;-0,8387;-0,2232;-0,0814;-0,0064;-0,1458;-0,5747;-0,2259;0,9626;-0,0437;1,8068;1,206;-0,1691;-0,0128
"présentation";-0,0209;1,1514;-0,1766;0,302;1,6189;-0,2291;-1,0969;0,8562;-0,1064;-0,0084;-0,1906;0,6514;-0,2955;-0,0655;-0,0571;-0,1112;-0,9515;-0,6855;-0,0167
"nasa";-0,0172;-0,1597;-0,4393;0,3627;-1,2298;-0,5181;-0,9033;0,3715;-0,0876;-0,0069;-0,157;6,0282;0,3676;-0,054;-0,047;0,7209;-0,3173;-0,5645;-0,0138
"yves";-0,0221;-0,2053;-0,5648;-0,3177;3,3621;0,7502;-1,1614;0,2931;-0,1127;-0,0089;-0,2018;-0,7957;-0,3128;-0,0694;-0,0605;-0,1178;-1,0075;1,1609;-0,0177
"théâtre";-0,0148;-0,1369;0,2367;-0,2118;1,8987;0,1936;-0,7742;-0,2061;-0,0751;-0,0059;-0,1345;-0,1714;-0,2085;0,9955;-0,0403;-0,0785;0,3611;-0,4839;-0,0118
"chose";-0,0135;-0,1254;0,261;-0,1941;-0,4264;0,2159;-0,2685;-0,1889;-0,0688;-0,0054;-0,1233;-0,4862;-0,1912;-0,0424;-0,037;-0,072;-0,6156;4,9899;-0,0108
"olivier";-0,0221;1,9753;-0,1939;3,2585;1,0222;-0,251;-1,1614;0,2931;-0,1127;-0,0089;-0,2018;-0,329;-0,3128;-0,0694;-0,0605;-0,1178;-1,0075;-0,7259;-0,0177
"claviere";-0,0185;-0,1711;-0,4707;21,0293;-1,3177;-0,5552;-0,9678;-0,2576;-0,0939;-0,0074;-0,1682;-0,6631;-0,2607;-0,0578;-0,0504;-0,0981;-0,8396;-0,6049;-0,0148
"figure";-0,0369;-0,3422;-0,9415;-0,5295;-2,636;-1,1106;18,1934;-0,5153;-0,1878;-0,0148;-0,3364;-0,7015;-0,5215;-0,1157;-0,1008;1,1323;-0,9694;-1,21;-0,0295
"patron";-0,0172;-0,1597;10,2584;-0,2471;-1,2298;-0,5181;-0,9033;-0,2404;-0,0876;-0,0069;1,317;-0,2209;-0,2433;-0,054;-0,047;-0,0916;-0,7836;-0,5645;-0,0138
"fédération";-0,0135;-0,1254;12,7339;-0,1941;-0,9663;-0,4071;-0,7097;-0,1889;-0,0688;-0,0054;-0,1233;-0,4862;-0,1912;-0,0424;-0,037;-0,072;-0,6156;-0,4435;-0,0108
"nuit";-0,0135;-0,1254;-0,3451;-0,1941;0,486;0,2159;-0,2685;-0,1889;-0,0688;-0,0054;0,6069;-0,148;-0,1912;-0,0424;-0,037;0,8161;-0,2154;0,5945;-0,0108
"permettre";-0,0246;-0,2281;0,3862;0,2546;0,8413;-0,2963;-0,6668;0,2624;-0,1252;-0,0098;-0,2243;-0,8842;-0,3476;-0,0771;1,9891;0,5847;0,6645;-0,3372;-0,0197
"tsoukalos";-0,0221;-0,2053;-0,5648;-0,3177;-1,5813;-0,6662;-1,1614;-0,3091;-0,1127;-0,0089;-0,2018;-0,7957;-0,3128;-0,0694;-0,0605;-0,1178;16,5297;-0,7259;-0,0177
"polémiste";-0,0172;-0,1597;10,2584;-0,2471;-1,2298;-0,5181;-0,9033;-0,2404;-0,0876;-0,0069;-0,157;0,8316;-0,2433;-0,054;-0,047;-0,0916;-0,7836;-0,5645;-0,0138
"galley";-0,0123;-0,114;-0,3137;-0,1765;7,3756;-0,3701;-0,6452;-0,1717;-0,0626;-0,0049;-0,1121;-0,442;-0,1738;-0,0385;-0,0336;-0,0654;-0,5597;-0,4032;-0,0098
"pomart";-0,0185;-0,1711;17,3691;-0,2647;-1,3177;-0,5552;-0,9678;-0,2576;-0,0939;-0,0074;-0,1682;-0,6631;-0,2607;-0,0578;-0,0504;-0,0981;-0,8396;-0,6049;-0,0148
"encore";-0,0172;-0,1597;-0,4393;-0,2471;-1,2298;0,9977;-0,9033;0,9981;-0,0876;-0,0069;-0,157;-0,6189;-0,2433;-0,054;0,9887;-0,0916;2,4054;0,4484;-0,0138
"xavier";-0,0123;0,6365;-0,3137;-0,1765;0,2433;-0,3701;-0,6452;-0,1717;-0,0626;-0,0049;-0,1121;1,9434;-0,1738;-0,0385;-0,0336;-0,0654;-0,5597;1,284;-0,0098
"durant";-0,0591;-0,5477;-0,844;0,2405;-4,2187;-1,0551;-3,0984;-0,8247;-0,3005;-0,0236;-0,5385;-1,334;52,3315;-0,1851;-0,1613;-0,3142;-2,6879;-1,1824;-0,0473
"rendre";2,1782;-0,4906;-0,7239;-0,3143;0,8239;-0,5134;-1,2827;-0,7387;3,4422;-0,0212;-0,1548;-0,6975;-0,7476;0,4984;-0,1445;-0,2815;0,5867;1,4784;-0,0423
"qu";1,1501;-1,0509;-3,7416;-1,853;3,1968;0,422;-4,9989;-0,3495;-0,2066;-0,0759;3,2109;-4,6336;-0,8482;1,3166;-0,5183;-1,0095;0,5059;7,269;-0,1518
"partie";-0,0246;-0,2281;-0,2298;-0,353;0,2907;-0,2963;-1,2905;0,2624;-0,1252;-0,0098;-0,2243;0,9154;-0,3476;-0,0771;-0,0672;-0,1309;2,1579;-0,3372;1,3535
"partir";-0,032;2,3713;0,2601;-0,4589;-0,5641;-0,1925;-0,9646;1,108;0,5051;-0,0128;-0,2916;1,4608;-0,4519;-0,1002;-0,0874;1,2421;-0,7948;-0,5007;-0,0256
"marier";-0,0185;-0,1711;-0,4707;-0,2647;1,9525;-0,1869;-0,9678;0,3493;0,7113;-0,0074;-0,1682;0,3629;-0,2607;-0,0578;-0,0504;-0,0981;-0,8396;0,8474;-0,0148
"joe";-0,0185;-0,1711;15,0631;-0,2647;-1,3177;-0,5552;-0,9678;-0,2576;-0,0939;-0,0074;-0,1682;-0,2468;-0,2607;-0,0578;-0,0504;-0,0981;-0,8396;-0,6049;-0,0148
"certaines";-0,0209;-0,1939;-0,1766;-0,3;-0,8111;-0,6292;-1,0969;-0,2919;-0,1064;-0,0084;-0,1906;-0,301;-0,2955;-0,0655;2,1277;-0,1112;6,3103;-0,2615;-0,0167
"disciple";-0,0283;-0,2623;-0,7218;-0,4059;-2,0207;-0,8513;19,7993;-0,395;-0,144;-0,0113;-0,2579;-1,0168;-0,3998;-0,0887;-0,0773;-0,1505;-1,2875;-0,9275;-0,0226
"préparer";-0,0123;-0,114;-0,3137;-0,1765;0,5657;0,2415;-0,6452;1,26;-0,0626;-0,0049;-0,1121;-0,442;-0,1738;1,0709;-0,0336;-0,0654;-0,1839;0,2184;1,6497
"mère";-0,0123;-0,114;-0,3137;-0,1765;1,0316;-0,3701;-0,6452;0,486;-0,0626;-0,0049;-0,1121;0,5997;-0,1738;-0,0385;-0,0336;-0,0654;-0,5597;1,284;-0,0098
"américain";-0,0394;1,307;-1,0043;0,8747;-0,8618;-0,2938;-2,0651;0,4514;-0,2003;1,4487;-0,3589;2,5819;-0,5563;-0,1234;-0,1075;1,0836;1,0767;-1,2907;-0,0315
"conquérant";-0,032;-0,2966;-0,8159;-0,4589;-2,2844;-0,9624;22,3847;-0,4466;-0,1627;-0,0128;-0,2916;-1,1495;-0,4519;-0,1002;-0,0874;-0,1701;-1,4555;-1,0486;-0,0256
"val";-0,0197;-0,1825;16,1942;-0,2824;-0,744;-0,5922;-1,0323;-0,2748;-0,1001;-0,0079;-0,1794;-0,7073;-0,2781;-0,0617;-0,0538;-0,1047;-0,8955;-0,6452;-0,0157
"humain";-0,0468;-0,4335;-1,1927;0,7172;-1,1926;-0,4089;-2,4526;-0,6528;-0,2379;-0,0187;1,808;-0,9749;-0,6606;-0,1465;-0,1277;0,9571;4,1037;2,2928;-0,0374
"courant";-0,0148;0,5682;-0,3765;-0,2118;-0,2085;6,1428;-0,7742;-0,2061;-0,0751;-0,0059;-0,1345;-0,5304;-0,2085;-0,0463;-0,0403;-0,0785;-0,6716;-0,1479;-0,0118
"décrire";-0,0148;-0,1369;-0,3765;0,4135;-0,2085;1,164;-0,3085;-0,2061;-0,0751;-0,0059;-0,1345;0,4867;-0,2085;-0,0463;-0,0403;-0,0785;0,3611;-0,1479;-0,0118
"fantôme";-0,0135;-0,1254;-0,3451;-0,1941;-0,9663;-0,4071;-0,7097;-0,1889;-0,0688;-0,0054;-0,1233;-0,4862;-0,1912;-0,0424;-0,037;-0,072;0,4078;7,8068;-0,0108
