"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7"
"igor";-0,73;0,269;4,901;-0,314;-0,298;-0,244;-0,557
"hypnose";4,274;-0,808;-0,654;-0,314;2,18;-0,244;-0,557
"harbour";12,448;-0,808;-0,654;-0,314;-0,298;-0,244;-0,557
"gérard";12,448;-0,808;-0,654;-0,314;-0,298;-0,244;-0,557
"guérison";-0,73;0,269;-0,654;2,011;2,18;-0,244;-0,557
"groupe";0,368;-0,808;4,901;-0,314;-0,298;-0,244;-0,557
"grichka";-0,73;0,269;4,901;-0,314;-0,298;-0,244;-0,557
"georges";12,448;-0,808;-0,654;-0,314;-0,298;-0,244;-0,557
"futuriste";-0,73;-0,808;13,878;-0,314;-0,298;-0,244;-0,557
"franck";-0,73;-0,808;-0,654;-0,314;30,487;-0,244;-0,557
"fou";-0,73;-0,808;13,878;-0,314;-0,298;-0,244;-0,557
"forme";0,368;-0,808;4,901;-0,314;-0,298;-0,244;-0,557
"fondateur";-0,73;-0,808;13,878;-0,314;-0,298;-0,244;-0,557
"fils";-0,73;-0,808;13,878;-0,314;-0,298;-0,244;-0,557
"fabrice";-0,73;0,269;0,493;-0,314;2,18;-0,244;-0,557
"extraordinaire";0,368;-0,808;0,493;-0,314;2,18;-0,244;-0,557
"expert";-0,73;0,269;4,901;-0,314;-0,298;-0,244;-0,557
"enigmes";-0,73;0,269;-0,654;-0,314;12,244;-0,244;-0,557
"donner";0,368;-0,808;4,901;-0,314;-0,298;-0,244;-0,557
"dominique";-0,73;11,242;-0,654;-0,314;-0,298;-0,244;-0,557
"dieu";-0,73;-0,808;0,493;-0,314;12,244;-0,244;-0,557
"deïmian";-0,73;3,747;-0,654;-0,314;2,18;-0,244;-0,557
"deuxième";-0,73;3,747;0,493;-0,314;-0,298;-0,244;-0,557
"degorges";12,448;-0,808;-0,654;-0,314;-0,298;-0,244;-0,557
"dark";-0,73;-0,808;-0,654;-0,314;-0,298;-0,244;16,314
"crâne";-0,73;3,747;-0,654;-0,314;2,18;-0,244;-0,557
"couple";-0,73;-0,808;0,493;11,536;-0,298;-0,244;-0,557
"corps";-0,73;0,269;4,901;-0,314;-0,298;-0,244;-0,557
"continuer";-0,73;3,747;0,493;-0,314;-0,298;-0,244;-0,557
"confirmer";-0,73;0,269;0,493;2,011;-0,298;-0,244;-0,557
"commencer";-0,73;0,269;0,493;-0,314;2,18;-0,244;-0,557
"colares";-0,73;-0,808;-0,654;28,892;-0,298;-0,244;-0,557
"claude";-0,73;3,747;0,493;-0,314;-0,298;-0,244;-0,557
"bonheur";4,274;-0,808;0,493;-0,314;-0,298;-0,244;-0,557
"bogdanov";-0,73;0,269;4,901;-0,314;-0,298;-0,244;-0,557
"behind";-0,73;0,269;-0,654;-0,314;-0,298;-0,244;5,973
"autorité";-0,73;0,269;4,901;-0,314;-0,298;-0,244;-0,557
"atterrissage";0,368;-0,808;4,901;-0,314;-0,298;-0,244;-0,557
"archeologia";-0,73;-0,808;-0,654;-0,314;-0,298;-0,244;16,314
"antérieur";-0,73;3,747;-0,654;-0,314;2,18;-0,244;-0,557
"ancient";-0,73;-0,808;-0,654;28,892;-0,298;-0,244;-0,557
"analyse";-0,73;0,269;-0,654;-0,314;12,244;-0,244;-0,557
"agir";0,368;-0,808;4,901;-0,314;-0,298;-0,244;-0,557
"action";0,368;-0,808;4,901;-0,314;-0,298;-0,244;-0,557
"abduction";0,368;0,269;-0,654;2,011;-0,298;-0,244;-0,557
"38z";-0,73;-0,808;13,878;-0,314;-0,298;-0,244;-0,557
"37z";-0,73;-0,808;13,878;-0,314;-0,298;-0,244;-0,557
"de";-2,246;2,941;0,001;-0,161;-5,711;126,925;-39,525
"ne";-3,969;-0,734;16,499;1,659;0,246;-1,328;-3,028
"la";-11,608;21,162;3,011;0,053;-5,731;-3,657;-0,039
"les";0,08;-5,276;4,423;-2,204;-0,001;113,174;-41,482
"l";-11,203;0,147;-0,006;-5,333;-3,308;160,568;-6,737
"le";-4,61;0,036;20,914;-0,608;0,02;-0,007;-4,49
"et";-2,663;32,453;2,15;-1,446;0,913;-5,611;-17,995
"sur";-20,467;147,455;-0,388;-0,005;-3;-5,921;-23,805
"d";-4,131;-0,047;85,764;-1,116;-3,772;-4,858;-11,073
"un";0,437;-1,887;12,647;-0,429;-2,292;-2,963;0,002
"être";-13,938;11,799;33,787;0;-1,918;-4,666;-10,636
"en";0,241;-5,326;0,812;-6,375;-1,31;120,566;-15,375
"des";-6,421;0,343;4,116;9,39;3,3;-1,501;-9,283
"à";-3,99;-0,747;8,126;0,291;-1,509;19,581;-6,413
"1";-2,535;-16,921;-1,635;-0,981;-0,771;3,982;60,215
"avoir";0,028;-0,262;16,876;1,159;-1,604;-2,903;-6,618
"2";-0,53;-10,573;-2,942;-1,124;-0,896;8,227;33,454
"3";-2,629;-4,975;-0,367;-1,039;-0,849;-0,319;47,318
"du";11,529;0,807;0,256;-1,039;-0,181;-1,219;-10,854
"une";-0,416;-3,023;63,69;-0,465;-3,432;-2,813;-6,413
"avec";-9,351;-0,131;-0,137;-1,696;163,348;-3,412;-12,627
"pour";-3,972;8,142;5,843;-0,9;0,286;-2,105;-4,798
"dans";2,193;-0,537;1,522;1,116;-0,876;0,001;-4,998
"12";25,281;-10,66;-1,638;-5,153;-2,809;-4,004;17,135
"4";1,001;-13,865;-1,945;-0,075;-3,019;-2,185;52,331
"on";-9,987;47,864;0,029;0,057;-0,476;-2,185;-9,554
"vous";-7,34;17,012;8,348;-0,23;-1,14;-2,457;-5,601
"que";-4,223;-4,676;40,909;0,11;0,163;-1,414;-3,222
"nous";-1,608;-1,928;40,448;-1,601;-0,102;-1,244;-2,835
"5";-1,259;-3,183;0,009;2,708;-2,781;4,93;2,283
"10";-0,265;-3,222;6,907;-2,151;-2,038;-1,671;9,333
"il";-2,997;-1,755;13,117;-0,556;-2,143;-0,234;2,775
"v";-0,974;-1,079;8,969;-0,42;1,259;-0,326;-0,743
"s";-0,969;-3,276;13,669;-0,018;3,824;-0,99;-2,257
"qui";-2,059;0,716;19,989;-0,259;-1,724;-1,414;-3,222
"11";13,496;-3,758;0,371;-2,373;-0,55;0,083;-0,731
"7";-4,478;-4,959;3,029;-0,327;-0,267;-0,1;16,641
"par";1,536;-0,189;9,169;0,801;-2,889;-2,368;-5,399
"9";-2,759;-3,222;-0,114;-0,476;-2,038;-0,185;38,243
"e";0,003;0,281;5,14;0,271;-1,517;-1,244;-2,835
"6";-4,22;-7,252;0,506;-0,992;-2,674;-2,192;59,143
"au";-1,001;-1,321;27,4;0,027;-0,333;-1,585;-3,613
"cette";-2,708;3,967;5,818;-0,002;-1,106;-0,906;-2,066
"ce";-0,142;-1,438;23,887;-1,383;-0,028;-1,074;-2,449
"8";-3,725;-6,674;-0,485;-0,811;-2,461;0,025;57,725
"t";0,109;0,03;7,251;-0,048;-1,311;-1,074;-2,449
"faire";-0,583;-0,756;3,401;0,004;1,502;0,092;-1,875
"si";-6,027;43,323;-0,023;-0,811;-0,709;-2,017;-4,599
"16";-3,715;-4,113;-0,213;1,999;-1,517;-0,015;22,993
"pas";0,109;-1,438;3,846;2,88;-0,028;-1,074;-2,449
"se";-0,969;-0,147;19,874;-0,018;-1,208;-0,99;-2,257
"04";7,562;-0,55;1,494;-0,952;-0,902;-0,739;-1,685
"17";-0,247;-0,403;1,123;6,116;-0,06;-1,159;-0,776
"son";-1,466;0,54;9,847;-0,632;-0,598;-0,491;-1,118
"plus";-0,771;-0,974;22,986;-1,167;0;-0,906;-2,066
"ou";-1,96;-0,363;11,017;0,088;-0,8;-0,656;-0,059
"2011";-1,466;-1,623;4,272;-0,632;0,435;-0,491;1,448
"06";17,332;-3,276;2,001;-1,275;-1,208;-0,99;-2,257
"03";11,75;-3,276;4,732;-1,275;-1,208;-0,99;-2,257
"pouvoir";-2,458;-0,008;18,843;-1,059;0,013;-0,823;-1,875
"2012";-2,458;-2,721;0,032;0,004;46,153;-0,823;-1,875
"13";0,088;-2,695;1,246;-1,93;-0,267;0,349;2,087
"01";1,674;-0,363;5,713;-0,845;-0,8;-0,656;-1,496
"y";1,674;-2,171;11,017;-0,845;-0,8;-0,656;-1,496
"ses";-2,209;0,814;8,853;-0,952;0,05;-0,739;-1,685
"c";-0,583;0,478;3,401;0,004;0,013;-0,823;-1,875
"2015";-0,252;-0,363;5,713;0,088;0,121;-0,656;-1,496
"mais";0,372;0,234;3,02;-0,738;-0,699;-0,573;-1,307
"dire";-3,21;0,03;23,887;-1,383;-1,311;0,001;-2,449
"19";-1,466;-1,623;27,881;-0,632;-0,598;-0,491;-1,118
"qu";-1,466;-0,073;17,717;-0,632;-0,598;-0,491;-1,118
"point";-4,223;-4,676;69,242;-1,82;-0,207;-1,414;-3,222
"02";1,114;-2,446;4,405;-0,952;-0,902;-0,739;0,305
"tout";-1,466;-0,073;9,847;-0,632;-0,598;0,734;-1,118
"notre";-1,466;3,025;4,272;-0,632;-0,598;-0,491;-1,118
"nos";-1,713;-0,199;7,455;0,194;0,242;-0,573;-1,307
"j";4,803;-0,363;0,283;0,088;-0,8;-0,656;-1,496
"2019";-1,713;-1,896;32,577;-0,738;-0,699;-0,573;-1,307
"2018";-1,713;-1,896;32,577;-0,738;-0,699;-0,573;-1,307
"14";6,022;-0,008;0,032;-1,059;-1,004;-0,823;-0,241
"où";-1,466;-1,623;17,717;-0,632;0,435;-0,491;-1,118
"là";-3,969;16,822;0,573;-1,71;0,246;-1,328;-3,028
"comment";-2,209;-0,55;31,417;-0,952;-0,902;-0,739;-1,685
"aux";-2,209;-0,55;22,359;-0,952;0,05;-0,739;-1,685
"08";3,62;-2,446;4,405;-0,952;0,05;-0,739;-1,685
"05";1,35;-1,35;6,109;-0,525;-0,498;-0,408;-0,931
"très";-0,583;-0,756;26,76;-1,059;-1,004;-0,823;-1,875
"mieux";-3,715;57,245;-3,332;-1,601;-1,517;-1,244;-2,835
"ils";-0,969;-3,276;35,758;-0,018;-1,208;-0,99;-2,257
"07";1,35;-1,35;6,109;-0,525;-0,498;-0,408;-0,931
"tu";-0,73;-0,808;4,901;-0,314;-0,298;2,901;-0,557
"savoir";-2,209;0,006;8,853;-0,952;0,05;-0,739;-0,139
"croire";1,674;-0,363;0,283;2,29;-0,8;-0,656;-1,496
"2010";-0,974;-1,079;8,969;1,138;-0,398;-0,326;-0,743
"toute";-2,458;5,072;7,163;-1,059;-1,004;-0,823;-1,875
"tous";-1,22;-1,35;13,279;0,656;-0,498;-0,408;-0,931
"comme";-0,974;-1,079;18,531;-0,42;-0,398;-0,326;-0,743
"alerte";49,054;-3,833;-1,117;-1,492;-1,414;-1,159;-2,642
"2013";-1,22;-1,35;13,279;-0,525;0,745;-0,408;-0,931
"20";-0,122;-1,896;7,455;0,194;-0,699;-0,573;-0,009
"vouloir";-0,73;-0,808;13,878;-0,314;-0,298;-0,244;-0,557
"m";-1,22;-0,004;0,016;5,499;-0,498;1,136;-0,931
"in";-1,22;-1,35;6,109;5,499;-0,498;-0,408;-0,931
"51";-2,209;0,006;1,494;6,087;-0,902;0,172;-1,685
"2020";-1,466;-1,623;17,717;-0,632;0,435;-0,491;-1,118
"15";0,001;-1,35;13,279;-0,525;-0,498;-0,408;-0,931
"to";-0,73;-0,808;13,878;-0,314;-0,298;-0,244;-0,557
"o";-0,974;-1,079;18,531;-0,42;-0,398;-0,326;-0,743
"an";-1,713;0,234;7,455;-0,738;0,242;-0,573;-1,307
"29";0,372;-1,896;7,455;0,194;-0,699;-0,573;-1,307
"00";0,078;-1,079;8,969;-0,42;-0,398;-0,326;-0,743
"sans";-0,73;-0,808;13,878;-0,314;-0,298;-0,244;-0,557
"quelle";-0,73;-0,808;13,878;-0,314;-0,298;-0,244;-0,557
"elle";-0,974;-1,079;18,531;-0,42;-0,398;-0,326;-0,743
"depuis";-0,974;0,036;8,969;-0,42;-0,398;-0,326;-0,743
"30";0,157;0,072;5,713;-0,845;-0,8;-0,656;-1,496
"09";4,803;-2,171;2,135;-0,845;0,121;-0,656;-1,496
"ça";-1,466;3,025;0,991;-0,632;0,435;-0,491;-1,118
"je";-1,22;-0,004;13,279;-0,525;-0,498;-0,408;-0,931
"elles";-1,22;-1,35;23,199;-0,525;-0,498;-0,408;-0,931
"ces";-1,22;-1,35;13,279;0,656;-0,498;-0,408;-0,931
"alors";-0,73;-0,808;13,878;-0,314;-0,298;-0,244;-0,557
"2016";-1,22;-0,004;13,279;-0,525;-0,498;-0,408;-0,931
"1990";8,587;-1,623;0,991;-0,632;-0,598;-0,491;-1,118
"18";0,078;-1,079;8,969;-0,42;-0,398;-0,326;-0,743
"or";-1,466;-1,623;-0,006;-0,632;-0,598;-0,491;21,11
"f";-1,22;-1,35;6,109;0,656;-0,498;-0,408;0,074
"autres";-1,22;-1,35;13,279;-0,525;0,745;-0,408;-0,931
"après";-1,713;2,001;7,455;-0,738;-0,699;-0,573;-1,307
"24";1,35;-1,35;1,688;-0,525;-0,498;1,136;-0,931
"21";0,157;-0,363;2,135;0,088;-0,8;0,292;-1,496
"2021";-0,73;-0,808;4,901;-0,314;2,18;-0,244;-0,557
"2017";-0,73;-0,808;13,878;-0,314;-0,298;-0,244;-0,557
"sa";-1,466;0,54;9,847;-0,632;-0,598;-0,491;-1,118
"personne";-0,73;-0,808;13,878;-0,314;-0,298;-0,244;-0,557
"mon";6,392;-1,896;0,556;0,194;-0,699;-0,573;-1,307
"falloir";-1,22;-1,35;13,279;-0,525;-0,498;1,136;-0,931
"contre";-0,73;-0,808;13,878;-0,314;-0,298;-0,244;-0,557
"autre";-1,22;1,075;1,688;-0,525;0,745;-0,408;-0,931
"36";-1,22;-1,35;13,279;-0,525;-0,498;1,136;-0,931
"2022";-0,73;-0,808;13,878;-0,314;-0,298;-0,244;-0,557
"quoi";-0,73;0,269;0,493;-0,314;2,18;-0,244;-0,557
"pourquoi";-0,73;-0,808;13,878;-0,314;-0,298;-0,244;-0,557
"plein";0,001;-0,004;6,109;-0,525;-0,498;-0,408;-0,931
"chaque";-0,974;0,036;8,969;-0,42;-0,398;-0,326;-0,743
"47";-0,974;-1,079;8,969;-0,42;-0,398;1,778;-0,743
"46";-0,73;-0,808;4,901;-0,314;-0,298;2,901;-0,557
"28";0,001;-1,35;1,688;0,656;0,745;-0,408;-0,931
"25";2,387;-1,079;2,839;-0,42;-0,398;-0,326;-0,743
"1995";15,727;-1,623;-0,006;-0,632;-0,598;-0,491;-1,118
"votre";-0,73;-0,808;4,901;-0,314;2,18;-0,244;-0,557
"vos";-0,974;0,036;8,969;-0,42;-0,398;-0,326;-0,743
"moins";-0,73;-0,808;13,878;-0,314;-0,298;-0,244;-0,557
"lui";-0,73;-0,808;13,878;-0,314;-0,298;-0,244;-0,557
"ici";-0,73;-0,808;13,878;-0,314;-0,298;-0,244;-0,557
"grâce";-0,73;0,269;4,901;-0,314;-0,298;-0,244;-0,557
"certains";-0,73;0,269;4,901;-0,314;-0,298;-0,244;-0,557
"attention";-0,73;-0,808;4,901;-0,314;-0,298;2,901;-0,557
"ailleurs";-0,73;-0,808;13,878;-0,314;-0,298;-0,244;-0,557
"70";0,078;2,011;0,141;-0,42;-0,398;-0,326;-0,743
"57";-0,974;-1,079;18,531;-0,42;-0,398;-0,326;-0,743
"35";-0,73;-0,808;13,878;-0,314;-0,298;-0,244;-0,557
"33";-0,974;-1,079;8,969;-0,42;-0,398;1,778;-0,743
"22";-0,73;-0,808;13,878;-0,314;-0,298;-0,244;-0,557
"2009";-0,73;-0,808;13,878;-0,314;-0,298;-0,244;-0,557
"000";-0,974;0,036;8,969;-0,42;-0,398;-0,326;-0,743
"voici";-0,73;-0,808;13,878;-0,314;-0,298;-0,244;-0,557
"non";0,368;-0,808;4,901;-0,314;-0,298;-0,244;-0,557
"loin";-0,73;-0,808;4,901;2,011;-0,298;-0,244;-0,557
"hors";-0,974;-1,079;18,531;-0,42;-0,398;-0,326;-0,743
"ha";-0,974;-1,079;0,141;-0,42;-0,398;-0,326;10,791
"déjà";-0,73;-0,808;4,901;2,011;-0,298;-0,244;-0,557
"car";-0,73;-0,808;13,878;-0,314;-0,298;-0,244;-0,557
"bien";-0,73;0,269;4,901;-0,314;-0,298;-0,244;-0,557
"52";-0,974;-1,079;2,839;-0,42;-0,398;10,484;-0,743
"50";-0,73;-0,808;4,901;-0,314;-0,298;2,901;-0,557
"49";-0,73;-0,808;4,901;-0,314;-0,298;2,901;-0,557
"32";-0,974;-1,079;18,531;-0,42;-0,398;-0,326;-0,743
"27";0,368;-0,808;0,493;-0,314;2,18;-0,244;-0,557
"23";0,368;-0,808;4,901;-0,314;-0,298;-0,244;-0,557
"100";-0,73;0,269;4,901;-0,314;-0,298;-0,244;-0,557
"vers";-0,73;0,269;4,901;-0,314;-0,298;-0,244;-0,557
"leur";-0,73;-0,808;13,878;-0,314;-0,298;-0,244;-0,557
"deux";-0,73;-0,808;13,878;-0,314;-0,298;-0,244;-0,557
"80";-0,73;-0,808;13,878;-0,314;-0,298;-0,244;-0,557
"42";-0,73;-0,808;13,878;-0,314;-0,298;-0,244;-0,557
"*provider_wat";13,878;-59,321;-35,399;-17,44;-1,633;-7,915;299,16
"*user_BTLVRadioTV";-1,831;22,29;0,009;-1,71;-0,151;-1,328;-3,028
"*user_NURÉATVAucoeurdelinexpliqué";-9,212;-3,744;-2,347;-3,969;256,88;-3,084;-7,029
"*user_BTLVNuméro1surleMystèreetlInexpliqué";10,022;4,205;0,238;-1,779;-1,56;-4,286;-7,379
"*user_shamballah13";5,269;-1,35;1,688;-0,525;-0,498;-0,408;-0,931
"*user_Gentside";12,448;-0,808;-0,654;-0,314;-0,298;-0,244;-0,557
"*user_ÉNIGMESEN7SECONDES";-0,486;-0,538;1,415;3,857;-0,198;-0,163;-0,371
"*user_ExtraterrestresTV";-1,466;-1,623;-1,315;23,178;-0,598;5,829;-1,118
"*user_INTROCRATE";15,9;-0,363;-1,758;0,088;-0,8;-0,656;-1,496
"*user_LesZinzinsdelespace";-11,127;-12,321;-9,981;-4,794;-4,543;567,185;-8,491
"*user_androbate";-0,974;-1,079;0,141;20,219;-0,398;-0,326;-0,743
"*user_Lavéritéestailleurs";-0,627;-3,689;78,153;-3,162;-2,997;-2,457;-5,601
"*user_noriko";23,766;-2,957;0,138;-0,4;-0,333;-1,585;-3,613
"*user_MikeCrissBlog";-28,478;-31,534;-25,545;-12,27;-11,628;-9,533;636,822
"*user_BTLVBobVousDitTouteLaVérité";-7,34;61,541;-2,478;-3,162;0,852;-2,457;-5,601
"*user_secureteam10";-2,958;-1,202;-2,654;61,397;-1,208;-0,99;0,011
"*provider_dailymotion";7,803;-0,001;-1,535;11,321;-2,461;-2,017;-4,599
"*user_bySankahOfficiel";-0,486;1,002;1,415;-0,209;-0,198;-0,163;-0,371
"*user_MrSamPointdinterrogation";-3,481;-4,029;87,707;-2,485;-2,355;-1,93;-4,4
"*user_Introcrate";-1,466;7,528;-1,315;4,039;-0,598;-0,491;-1,118
"*user_Shamballahtreize";46,2;-2,998;-2,429;-1,167;-1,106;-0,906;-2,066
"*user_Brut";-0,486;1,002;1,415;-0,209;-0,198;-0,163;-0,371
"*user_LeHuffPost";0,372;-1,896;13,859;-0,738;-0,699;-0,573;-1,307
"*provider_youtube";-22,259;55,279;38,846;7,092;3,479;10,788;-249,511
"*user_ODHTv";90,867;-15,315;-9,713;-2,985;6,698;0,048;-12,402
"*user_TrèsCurieuxYouCuriousFrench";-2,523;-5,242;58,771;0,027;-1,933;-1,585;-3,613
"*user_odezenne";0;0;0;0;0;0;0
"*user_BTLVLemédiacomplémentaire";-9,714;39,982;3,325;-1,592;-0,422;-4,097;-6,965
"*user_FuriousJumper";-1,22;-1,35;-1,094;48,299;-0,498;-0,408;-0,931
"*user_Scicos";-0,416;-9,306;-5,196;212,607;-3,432;-2,813;-6,413
"*user_BobVousDitTouteLaVérité";-10,426;110,165;-2,616;-5,386;0,874;-5,936;-13,531
"*user_GillusZG";56,323;-3,758;-0,274;-2,373;-2,249;-1,844;-4,203
