"";"X.audiencefemme_0";"X.audiencefemme_01";"X.audiencefemme_02";"X.audiencefemme_03";"X.audiencefemme_04";"X.audiencefemme_05";"X.audiencefemme_06";"X.audiencefemme_07";"X.audiencefemme_08";"X.audiencefemme_09";"X.audiencefemme_1";"X.audiencefemme_103";"X.audiencefemme_11";"X.audiencefemme_112";"X.audiencefemme_116";"X.audiencefemme_12";"X.audiencefemme_128";"X.audiencefemme_13";"X.audiencefemme_135";"X.audiencefemme_14";"X.audiencefemme_141";"X.audiencefemme_147";"X.audiencefemme_15";"X.audiencefemme_16";"X.audiencefemme_17";"X.audiencefemme_18";"X.audiencefemme_19";"X.audiencefemme_199";"X.audiencefemme_2";"X.audiencefemme_22";"X.audiencefemme_23";"X.audiencefemme_27";"X.audiencefemme_28";"X.audiencefemme_29";"X.audiencefemme_3";"X.audiencefemme_31";"X.audiencefemme_34";"X.audiencefemme_35";"X.audiencefemme_36";"X.audiencefemme_38";"X.audiencefemme_41";"X.audiencefemme_47";"X.audiencefemme_49";"X.audiencefemme_55";"X.audiencefemme_61";"X.audiencefemme_62";"X.audiencefemme_63";"X.audiencefemme_69";"X.audiencefemme_76";"X.audiencefemme_79";"X.audiencefemme_8";"X.audiencefemme_83";"X.audiencefemme_85";"X.audiencefemme_89";"X.audiencefemme_9";"X.audiencefemme_96"
"jacques";-0,4837;-0,1987;-0,855;-0,6072;-0,2687;-0,3878;-0,0722;-0,1132;-0,0109;-0,0463;-0,1115;-0,0262;-0,1618;-0,0182;0,4556;0,3938;-0,016;-0,5725;4,1864;0,5184;-0,0158;-0,0712;-0,3183;2,8519;0,7037;0,7323;-0,0211;-0,0203;-0,0097;-0,1794;-0,0738;-0,0172;-0,1837;-0,0406;-0,0195;-0,2303;1,376;-0,1306;-0,2284;-0,0144;-0,0091;0,6899;-0,029;-0,0195;-0,0209;0,8346;-0,0142;-0,0174;-0,0152;-0,0193;-0,0184;-0,0663;-0,0579;-0,0156;-0,072;-0,0144
"loin";-0,2687;-0,5534;0,5563;-0,3373;-0,1493;-0,2154;-0,0401;-0,0629;-0,0061;-0,0257;-0,0619;-0,0145;-0,0899;-0,0101;-0,104;-0,1248;-0,0089;-0,318;-0,0192;-0,0871;-0,0088;1,0604;-0,1768;-0,1243;0,9384;-0,0494;-0,0117;-0,0113;-0,0054;0,6882;-0,041;-0,0096;-0,1021;-0,0225;-0,0108;1,4889;0,7735;-0,0726;-0,1269;-0,008;-0,0051;-0,0551;-0,0161;-0,0108;1,5792;1,075;-0,0079;-0,0097;-0,0084;-0,0107;-0,0102;-0,0368;-0,0322;-0,0087;-0,04;-0,008
"connaître";-0,7256;-0,8251;-0,6675;0,484;-0,4032;0,4223;-0,1083;-0,1698;-0,0164;3,2719;-0,1673;-0,0392;-0,2427;-0,0274;0,8751;0,7513;-0,024;-0,3742;-0,0517;0,3786;-0,0237;-0,1068;-0,4776;0,2689;-0,1436;-0,1335;-0,0316;-0,0304;-0,0146;-0,2691;-0,1108;-0,0258;-0,2756;-0,0609;-0,0292;0,7349;2,857;-0,196;0,7403;-0,0216;-0,0137;0,5374;-0,0435;-0,0292;-0,0313;-0,1031;-0,0213;-0,0261;-0,0228;1,1915;-0,0277;-0,0994;-0,0869;-0,0234;-0,108;-0,0216
"peupler";-0,6987;-0,4162;3,807;5,9709;0,6599;-0,5602;-0,1043;-0,1635;-0,0158;-0,0669;-0,1611;-0,0378;-0,2337;-0,0263;-0,2705;-0,3245;-0,0231;-0,827;-0,0498;0,391;-0,0228;-0,1028;-0,4599;-0,3233;-0,1383;-0,1285;-0,0305;-0,0293;-0,014;-0,2591;-0,1067;-0,0249;-0,2654;-0,0586;-0,0281;-0,3327;-0,2084;-0,1887;-0,33;-0,0208;-0,0132;-0,1433;-0,0419;-0,0281;-0,0302;-0,0993;-0,0205;-0,0252;-0,022;-0,0278;-0,0266;-0,0957;-0,0837;-0,0225;-0,104;-0,0208
"commencer";-0,4031;-0,3475;0,3279;-0,1612;0,3948;-0,3232;-0,0602;-0,0943;-0,0091;-0,0386;-0,0929;-0,0218;-0,1348;-0,0152;-0,156;0,4557;-0,0133;0,5427;-0,0287;-0,1307;-0,0132;-0,0593;-0,2653;0,457;-0,0798;-0,0741;-0,0176;-0,0169;-0,0081;0,5358;-0,0615;-0,0144;-0,1531;-0,0338;-0,0162;3,1275;-0,1202;-0,1089;-0,1903;-0,012;-0,0076;-0,0827;-0,0242;-0,0162;1,406;-0,0573;-0,0118;-0,0145;-0,0127;-0,016;-0,0154;-0,0552;-0,0483;-0,013;-0,06;-0,012
"archive";0,2806;-0,6641;-0,57;-0,4048;-0,1791;-0,2585;-0,0481;0,7974;-0,0073;-0,0309;-0,0743;-0,0174;-0,1078;-0,0122;0,6024;0,5351;-0,0107;-0,3816;-0,023;-0,1045;-0,0105;-0,0474;-0,2122;-0,1492;-0,0638;-0,0593;-0,0141;-0,0135;-0,0065;-0,1196;-0,0492;-0,0115;-0,1225;1,2189;-0,013;-0,1535;-0,0962;-0,0871;1,3455;-0,0096;-0,0061;-0,0661;-0,0193;-0,013;-0,0139;0,9995;-0,0095;-0,0116;-0,0101;-0,0128;-0,0123;-0,0442;4,0797;-0,0104;0,9804;-0,0096
"sujet";-0,359;-0,9988;-0,8114;-1,0459;-0,4629;-0,2568;-0,1244;-0,1949;-0,0188;-0,0797;1,1482;1,0064;2,4512;-0,0314;-0,3225;1,2471;1,211;0,7637;-0,0594;0,3343;1,2164;-0,1226;0,9031;-0,3855;-0,1649;0,5268;-0,0363;-0,0349;-0,0167;-0,309;-0,1272;-0,0297;-0,3165;0,8277;-0,0335;-0,3967;-0,2485;-0,225;1,23;-0,0248;-0,0157;0,4877;-0,05;-0,0335;-0,036;-0,1184;-0,0244;-0,03;-0,0262;-0,0332;-0,0318;-0,1142;0,6878;-0,0269;-0,124;-0,0248
"zone";-0,2956;-0,6088;-0,5225;0,7071;-0,1642;-0,237;-0,0441;-0,0691;-0,0067;-0,0283;-0,0681;-0,016;0,6913;-0,0111;0,6352;-0,1373;-0,0098;-0,3498;-0,0211;0,7033;-0,0097;-0,0435;0,4425;-0,1368;-0,0585;2,1828;-0,0129;-0,0124;-0,0059;0,6516;-0,0451;-0,0105;-0,1123;-0,0248;-0,0119;-0,1407;0,7359;-0,0798;0,5609;-0,0088;-0,0056;-0,0606;-0,0177;-0,0119;-0,0128;-0,042;-0,0087;-0,0106;-0,0093;-0,0118;-0,0113;-0,0405;-0,0354;-0,0095;-0,044;-0,0088
"donner";-0,4864;0,3159;-0,3608;-0,6724;-0,5675;-0,3514;-0,1525;0,9857;-0,0231;-0,0977;-0,2355;-0,0552;-0,3416;-0,0385;0,6445;-0,1504;-0,0338;-0,619;-0,0728;-0,3312;-0,0334;0,5338;-0,6722;-0,4726;2,9388;3,0556;-0,0445;-0,0428;-0,0205;-0,3788;1,3046;-0,0364;-0,388;-0,0857;-0,0411;1,0116;0,8157;-0,2759;-0,4823;-0,0304;-0,0192;-0,2095;-0,0612;-0,0411;-0,0441;0,5466;1,1763;-0,0368;-0,0321;-0,0407;-0,0389;-0,1399;2,5575;-0,0329;-0,152;-0,0304
"quelques";-0,2414;-1,3285;-0,5632;-0,8097;-0,3583;-0,1705;1,6915;-0,1509;-0,0146;-0,0617;-0,1487;-0,0349;-0,2157;-0,0243;1,7338;3,3097;-0,0213;-0,3125;-0,046;-0,2091;-0,0211;-0,0949;0,205;0,8349;0,594;0,6216;-0,0281;-0,027;-0,013;-0,2392;-0,0984;-0,023;-0,245;-0,0541;-0,0259;1,5039;-0,1923;-0,1742;-0,3046;-0,0192;-0,0122;0,5807;-0,0387;-0,0259;-0,0278;-0,0916;-0,0189;-0,0232;1,3411;-0,0257;-0,0246;-0,0884;-0,0772;-0,0208;-0,096;-0,0192
"urgentiste";-0,3224;-0,6641;-0,57;-0,4048;-0,1791;-0,2585;-0,0481;-0,0754;-0,0073;-0,0309;-0,0743;-0,0174;-0,1078;-0,0122;-0,1248;-0,1498;-0,0107;11,6211;-0,023;-0,1045;-0,0105;-0,0474;-0,2122;-0,1492;-0,0638;-0,0593;-0,0141;-0,0135;-0,0065;0,6186;-0,0492;-0,0115;-0,1225;-0,0271;-0,013;-0,1535;-0,0962;-0,0871;-0,1523;-0,0096;-0,0061;-0,0661;-0,0193;-0,013;-0,0139;-0,0458;-0,0095;-0,0116;-0,0101;-0,0128;-0,0123;-0,0442;-0,0386;-0,0104;-0,048;-0,0096
"gilet";-0,5643;-1,1624;-0,9976;-0,7084;-0,3135;-0,4525;-0,0842;-0,132;-0,0128;-0,054;-0,1301;-0,0305;-0,1888;-0,0213;-0,2185;-0,2621;-0,0187;24,2063;-0,0402;-0,183;-0,0184;-0,083;-0,3714;-0,2611;-0,1117;-0,1038;-0,0246;-0,0236;-0,0113;-0,2093;-0,0861;-0,0201;-0,2143;-0,0474;-0,0227;-0,2687;-0,1683;-0,1524;-0,2665;-0,0168;-0,0106;-0,1157;-0,0338;-0,0227;-0,0244;-0,0802;-0,0165;-0,0203;-0,0177;-0,0225;-0,0215;-0,0773;-0,0676;-0,0182;-0,084;-0,0168
"ciel";-0,3072;-1,55;2,2139;1,8062;0,2089;-0,2187;1,5654;-0,1761;-0,017;-0,072;1,2262;-0,0407;-0,2517;-0,0284;-0,2913;0,2574;-0,0249;-0,8906;-0,0537;-0,244;-0,0246;-0,1107;-0,4953;0,2585;0,5372;-0,1384;-0,0328;-0,0315;1,4656;-0,2791;-0,1149;-0,0268;-0,2858;-0,0631;-0,0303;-0,3583;0,3941;-0,2032;-0,3553;-0,0224;-0,0142;1,3158;-0,0451;-0,0303;-0,0325;-0,1069;-0,0221;-0,0271;-0,0236;-0,03;-0,0287;-0,1031;-0,0901;-0,0243;-0,112;-0,0224
"cas";-0,8601;-1,7715;-0,4659;-1,0797;-0,4778;-0,2698;0,5919;0,4309;-0,0195;-0,0823;-0,1983;-0,0465;-0,2877;-0,0324;4,034;0,2208;-0,0285;-1,0179;-0,0613;-0,2789;-0,0281;-0,1266;3,6535;-0,398;-0,1702;0,5153;-0,0375;-0,036;-0,0173;-0,3189;0,5836;-0,0306;-0,3267;-0,0722;-0,0346;-0,4095;-0,2565;0,3827;6,6922;-0,0256;-0,0162;-0,1764;-0,0516;-0,0346;-0,0371;0,6104;-0,0252;-0,031;-0,027;-0,0342;-0,0328;-0,1178;-0,103;-0,0277;-0,128;-0,0256
"discussion";-0,4031;-0,8302;-0,7125;-0,506;-0,2239;-0,3232;-0,0602;-0,0943;-0,0091;-0,0386;-0,0929;-0,0218;0,5737;-0,0152;-0,156;-0,1872;-0,0133;6,8369;-0,0287;-0,1307;-0,0132;-0,0593;0,926;-0,1865;-0,0798;-0,0741;-0,0176;-0,0169;-0,0081;-0,1495;-0,0615;-0,0144;-0,1531;-0,0338;-0,0162;-0,1919;-0,1202;-0,1089;0,45;-0,012;-0,0076;-0,0827;-0,0242;-0,0162;-0,0174;0,9082;-0,0118;-0,0145;-0,0127;-0,016;-0,0154;0,923;-0,0483;-0,013;-0,06;-0,012
"cours";-0,5106;-1,0517;0,2219;0,7813;-0,2837;-0,4094;-0,0762;-0,1195;-0,0115;-0,0489;-0,1177;-0,0276;-0,1708;-0,0193;-0,1976;-0,2371;-0,0169;-0,6043;1,0947;-0,1655;-0,0167;-0,0751;0,2686;-0,2363;-0,101;-0,0939;-0,0223;1,3181;-0,0103;-0,1893;-0,0779;-0,0182;-0,1939;1,0271;-0,0205;0,3679;2,3246;3,6245;-0,2411;-0,0152;-0,0096;-0,1047;-0,0306;-0,0205;-0,022;0,813;-0,015;-0,0184;-0,016;-0,0203;-0,0195;-0,07;0,8818;-0,0165;-0,076;-0,0152
"découvrir";-0,3247;-0,2816;0,4681;0,5878;0,3341;-0,2116;3,0735;0,3131;-0,028;0,6225;-0,2851;-0,0669;-0,4136;-0,0466;-0,4787;-0,2047;-0,0409;-0,4431;-0,0882;-0,4009;-0,0404;1,1852;-0,8138;0,4271;-0,2447;0,3897;-0,0539;0,949;-0,0249;-0,4586;-0,1887;-0,044;-0,4697;-0,1038;0,9657;0,4119;0,6875;-0,334;-0,5839;1,0905;-0,0233;0,3542;-0,0741;-0,0497;-0,0534;-0,1757;-0,0363;-0,0446;-0,0389;-0,0492;-0,0471;-0,1694;0,5393;1,0567;-0,184;-0,0368
"forme";-0,359;-1,7162;2,4829;2,7969;0,5499;0,3503;-0,1244;-0,1949;-0,0188;1,8412;0,4468;-0,0451;0,3246;-0,0314;0,2805;-0,387;-0,0276;-0,9861;-0,0594;0,3343;-0,0272;-0,1226;-0,5483;-0,3855;-0,1649;-0,1532;-0,0363;-0,0349;-0,0167;-0,309;-0,1272;-0,0297;-0,3165;-0,0699;-0,0335;0,2227;0,3609;-0,225;-0,3934;-0,0248;-0,0157;0,4877;-0,05;-0,0335;-0,036;-0,1184;-0,0244;-0,03;-0,0262;-0,0332;-0,0318;-0,1142;-0,0997;-0,0269;-0,124;-0,0248
"nom";-0,2687;0,4681;-0,475;0,7733;-0,1493;1,0897;-0,0401;-0,0629;-0,0061;-0,0257;-0,0619;-0,0145;0,7283;-0,0101;-0,104;-0,1248;-0,0089;-0,318;-0,0192;-0,0871;-0,0088;-0,0395;-0,1768;-0,1243;-0,0532;-0,0494;-0,0117;-0,0113;-0,0054;-0,0996;-0,041;-0,0096;-0,1021;1,2959;-0,0108;-0,1279;-0,0801;-0,0726;-0,1269;-0,008;-0,0051;0,9238;-0,0161;-0,0108;-0,0116;1,075;-0,0079;-0,0097;-0,0084;-0,0107;-0,0102;-0,0368;-0,0322;-0,0087;-0,04;-0,008
"non";1,9625;-1,7715;0,9691;1,0618;-0,1515;-0,2698;-0,1284;-0,2012;-0,0195;0,7628;-0,1983;-0,0465;-0,2877;-0,0324;0,7574;-0,3995;-0,0285;-1,0179;-0,0613;-0,2789;-0,0281;0,5973;-0,1985;-0,398;-0,1702;-0,1582;-0,0375;1,0989;-0,0173;-0,3189;0,5836;-0,0306;-0,3267;-0,0722;-0,0346;-0,4095;0,3507;-0,2323;0,2165;-0,0256;-0,0162;-0,1764;-0,0516;-0,0346;1,0866;0,6104;-0,0252;-0,031;-0,027;-0,0342;1,1383;-0,1178;-0,103;1,2084;-0,128;-0,0256
"nos";0,566;-0,9409;0,5934;0,8883;0,354;-0,3663;-0,0682;-0,1069;-0,0103;-0,0437;0,6669;-0,0247;-0,1528;-0,0172;-0,1768;1,9412;-0,0151;-0,1805;-0,0326;-0,1481;-0,0149;-0,0672;-0,3006;0,4141;-0,0904;-0,084;-0,0199;-0,0191;-0,0092;-0,1694;0,8288;-0,0163;-0,1735;-0,0383;-0,0184;-0,2175;0,5699;-0,1234;-0,2157;-0,0136;-0,0086;-0,0937;-0,0274;-0,0184;-0,0197;-0,0649;-0,0134;-0,0165;-0,0144;-0,0182;-0,0174;-0,0626;-0,0547;-0,0147;-0,068;-0,0136
"en";-4,0157;-11,1928;-1,2944;2,1914;-0,6671;-2,5579;0,2904;0,3893;0,2327;2,3756;-0,4686;10,4292;-1,2418;-0,2427;2,9668;1,2677;-0,5594;-6,8054;6,1021;0,5824;-0,5523;-1,1151;0,7693;0,9247;1,6599;-0,3578;0,2988;-0,2856;-0,3397;0,7456;0,2724;0,3979;-1,3421;0,6509;-0,2682;1,5677;2,873;3,4438;2,5859;-0,5027;-0,3185;1,26;1,5365;0,3365;0,3032;1,3052;-0,1628;0,3918;0,4657;-0,6728;-0,6444;-0,6458;1,3637;-0,5452;-0,4932;-0,5027
"ex";-0,5643;-1,1624;-0,4625;0,3258;-0,3135;-0,4525;-0,0842;-0,132;-0,0128;-0,054;-0,1301;-0,0305;-0,1888;-0,0213;-0,2185;-0,2621;-0,0187;7,4127;-0,0402;-0,183;-0,0184;-0,083;-0,3714;-0,2611;-0,1117;-0,1038;-0,0246;-0,0236;-0,0113;0,4175;-0,0861;-0,0201;4,0011;-0,0474;-0,0227;-0,2687;-0,1683;0,5287;-0,2665;-0,0168;-0,0106;-0,1157;-0,0338;-0,0227;-0,0244;-0,0802;-0,0165;-0,0203;-0,0177;-0,0225;-0,0215;-0,0773;-0,0676;-0,0182;-0,084;-0,0168
"et";-1,3158;1,1871;0,632;-0,4998;-1,7137;2,3614;-1,9618;2,7388;1,784;0,7422;0,592;-0,2825;-2,8618;-0,5437;-0,5284;3,3935;-0,9612;-1,6018;-0,5133;0,922;-0,4414;0,4276;-2,7045;1,7024;0,271;-0,6345;0,4905;0,2809;-0,5838;-1,3157;-0,3436;-0,2347;-4,1807;-0,7104;-0,2979;1,2166;-0,3737;1,2699;-0,6548;-0,3839;-0,1896;-0,2808;0,6905;-0,2979;0,2647;2,8937;0,2372;-1,0464;-0,1821;0,5727;1,3952;0,3849;0,5778;-0,1922;-1,4996;0,5056
"album";-0,4568;-0,9409;-0,8075;-0,5735;-0,2538;4,0032;-0,0682;0,6613;-0,0103;-0,0437;-0,1053;-0,0247;-0,1528;-0,0172;-0,1768;-0,2122;-0,0151;3,1123;-0,0326;-0,1481;-0,0149;-0,0672;-0,3006;0,4141;-0,0904;-0,084;-0,0199;-0,0191;-0,0092;-0,1694;-0,0697;-0,0163;-0,1735;-0,0383;-0,0184;-0,2175;-0,1362;-0,1234;1,0722;-0,0136;-0,0086;-0,0937;1,2138;-0,0184;-0,0197;-0,0649;-0,0134;-0,0165;-0,0144;-0,0182;-0,0174;-0,0626;-0,0547;-0,0147;-0,068;-0,0136
"marine";-0,2956;-0,6088;2,4932;0,2408;-0,1642;-0,237;-0,0441;-0,0691;-0,0067;-0,0283;-0,0681;-0,016;-0,0989;-0,0111;-0,1144;-0,1373;-0,0098;-0,3498;-0,0211;1,716;-0,0097;-0,0435;1,1618;-0,1368;-0,0585;-0,0544;-0,0129;-0,0124;-0,0059;-0,1096;-0,0451;-0,0105;0,6425;-0,0248;-0,0119;-0,1407;-0,0881;-0,0798;-0,1396;-0,0088;-0,0056;-0,0606;-0,0177;-0,0119;-0,0128;-0,042;-0,0087;-0,0106;-0,0093;-0,0118;-0,0113;-0,0405;-0,0354;-0,0095;-0,044;-0,0088
"toulouse";5,7752;-0,6641;-0,57;-0,4048;-0,1791;0,3482;-0,0481;-0,0754;-0,0073;-0,0309;-0,0743;-0,0174;-0,1078;-0,0122;-0,1248;-0,1498;-0,0107;-0,3816;-0,023;-0,1045;-0,0105;-0,0474;-0,2122;0,5365;-0,0638;-0,0593;1,497;-0,0135;-0,0065;-0,1196;-0,0492;-0,0115;-0,1225;-0,0271;-0,013;-0,1535;-0,0962;-0,0871;-0,1523;-0,0096;-0,0061;0,85;-0,0193;-0,013;-0,0139;-0,0458;-0,0095;-0,0116;-0,0101;-0,0128;-0,0123;1,0145;-0,0386;-0,0104;-0,048;-0,0096
"message";-0,2687;-0,5534;0,5563;-0,3373;-0,1493;-0,2154;2,4425;-0,0629;-0,0061;-0,0257;-0,0619;-0,0145;-0,0899;-0,0101;-0,104;-0,1248;-0,0089;0,2847;-0,0192;-0,0871;-0,0088;-0,0395;-0,1768;-0,1243;0,9384;0,9684;-0,0117;-0,0113;-0,0054;-0,0996;-0,041;-0,0096;-0,1021;1,2959;-0,0108;-0,1279;-0,0801;-0,0726;-0,1269;-0,008;-0,0051;-0,0551;-0,0161;-0,0108;-0,0116;-0,0382;-0,0079;-0,0097;-0,0084;-0,0107;-0,0102;2,5149;-0,0322;-0,0087;-0,04;-0,008
"incroyable";-0,4837;-0,4588;0,9648;1,3888;2,5661;-0,3878;-0,0722;-0,1132;-0,0109;-0,0463;-0,1115;-0,0262;-0,1618;1,3859;2,0828;0,3938;-0,016;-0,5725;-0,0345;-0,1568;-0,0158;-0,0712;-0,3183;-0,2238;-0,0957;-0,089;-0,0211;-0,0203;-0,0097;-0,1794;-0,0738;-0,0172;-0,1837;-0,0406;-0,0195;-0,2303;-0,1442;-0,1306;-0,2284;-0,0144;-0,0091;-0,0992;-0,029;-0,0195;-0,0209;-0,0687;-0,0142;-0,0174;-0,0152;-0,0193;-0,0184;-0,0663;-0,0579;-0,0156;-0,072;-0,0144
"premier";-0,7827;-2,935;0,512;-0,6335;-0,7916;-0,5743;1,068;-0,3334;-0,0322;-0,1364;-0,3285;-0,0771;1,024;-0,0537;-0,5516;0,3516;-0,0472;1,1085;-0,1016;2,3998;-0,0466;0,4169;1,2249;0,7256;0,3209;0,3438;-0,0621;-0,0597;-0,0286;-0,1798;-0,2175;-0,0507;-0,5412;-0,1196;-0,0573;-0,2657;0,2048;-0,3848;3,1072;-0,0424;-0,0268;0,31;-0,0854;0,9078;-0,0615;-0,2024;-0,0418;-0,0513;-0,0448;-0,0567;-0,0543;-0,1952;-0,1706;-0,046;-0,2121;-0,0424
"déguiser";-0,4031;-0,8302;0,7033;-0,506;1,0478;-0,3232;-0,0602;-0,0943;-0,0091;-0,0386;-0,0929;13,6068;-0,1348;-0,0152;-0,156;-0,1872;-0,0133;-0,4771;-0,0287;-0,1307;-0,0132;-0,0593;-0,2653;-0,1865;-0,0798;-0,0741;-0,0176;-0,0169;-0,0081;-0,1495;-0,0615;-0,0144;-0,1531;-0,0338;-0,0162;-0,1919;-0,1202;-0,1089;-0,1903;-0,012;-0,0076;-0,0827;1,2666;-0,0162;-0,0174;-0,0573;-0,0118;-0,0145;-0,0127;-0,016;-0,0154;-0,0552;-0,0483;-0,013;2,09;-0,012
"deux";-0,2848;-0,2297;-2,0432;-0,435;-0,6422;-0,4231;-0,1725;-0,2704;-0,0261;-0,1106;-0,2665;-0,0625;-0,3866;1,02;-0,1371;-0,5369;-0,0383;0,4425;-0,0824;1,271;-0,0378;-0,1701;-0,3153;2,1535;0,3878;1,0697;-0,0504;0,9766;-0,0232;0,2025;-0,1764;-0,0412;0,1965;-0,097;0,9934;-0,1911;-0,3447;0,2902;0,8988;-0,0344;-0,0218;0,9904;0,8312;0,9934;-0,0499;0,5019;-0,0339;-0,0416;-0,0363;-0,046;-0,0441;-0,1584;-0,1384;1,0848;-0,172;-0,0344
"ligne";-0,3224;-0,6641;0,4468;-0,4048;0,4711;0,3482;-0,0481;-0,0754;-0,0073;-0,0309;-0,0743;-0,0174;-0,1078;-0,0122;-0,1248;0,5351;-0,0107;-0,3816;-0,023;0,6697;3,5813;-0,0474;0,4128;0,5365;-0,0638;-0,0593;-0,0141;-0,0135;-0,0065;-0,1196;-0,0492;-0,0115;-0,1225;-0,0271;-0,013;-0,1535;-0,0962;-0,0871;-0,1523;-0,0096;-0,0061;0,85;-0,0193;-0,013;-0,0139;-0,0458;-0,0095;-0,0116;-0,0101;-0,0128;-0,0123;1,0145;-0,0386;-0,0104;-0,048;-0,0096
"étrange";-0,6611;-1,1646;1,6926;3,2533;1,1325;2,1506;1,1581;-0,2956;-0,0286;-0,1209;1,5389;-0,0683;-0,4226;0,9834;-0,1586;0,4135;-0,0418;-1,4954;-0,0901;-0,4096;-0,0413;0,4581;-0,8315;-0,5846;-0,25;-0,2324;-0,0551;-0,0529;-0,0254;-0,4685;-0,1928;-0,045;-0,4799;-0,106;-0,0508;-0,6015;-0,3768;-0,3412;-0,5966;-0,0376;-0,0238;-0,2591;-0,0758;-0,0508;0,9281;0,4704;-0,037;-0,0455;-0,0397;-0,0503;-0,0482;-0,1731;-0,1513;-0,0408;-0,188;-0,0376
"secrétaire";-0,7794;-1,6054;-1,3777;-0,9784;-0,433;9,6009;-0,1163;-0,1823;-0,0176;-0,0746;-0,1797;-0,0421;-0,2607;-0,0294;-0,3017;-0,362;-0,0258;8,6815;-0,0556;-0,2527;-0,0255;-0,1147;-0,513;-0,3607;0,5244;-0,1434;1,1236;-0,0327;-0,0157;-0,289;-0,119;-0,0278;-0,296;-0,0654;-0,0314;-0,3711;-0,2324;-0,2105;-0,368;-0,0232;-0,0147;-0,1599;-0,0467;-0,0314;-0,0336;-0,1107;-0,0229;-0,0281;-0,0245;-0,031;-0,0297;-0,1068;-0,0933;-0,0251;-0,116;-0,0232
"bruno";-0,5374;-1,107;-0,95;-0,6747;-0,2986;-0,4309;-0,0802;0,5997;-0,0122;-0,0514;-0,1239;-0,0291;-0,1798;-0,0203;-0,2081;-0,2496;-0,0178;13,2409;-0,0383;-0,1743;-0,0176;-0,0791;0,254;-0,2487;-0,1064;-0,0989;-0,0234;-0,0225;-0,0108;-0,1993;-0,082;-0,0191;1,1095;-0,0451;-0,0216;-0,2559;-0,1603;-0,1452;-0,2538;-0,016;-0,0101;0,6494;-0,0322;-0,0216;-0,0232;-0,0764;-0,0158;-0,0194;-0,0169;-0,0214;-0,0205;-0,0736;-0,0643;-0,0173;-0,08;-0,016
"leur";3,0123;10,9328;0,4256;-2,6194;-0,8303;-1,1779;0,6519;2,3714;1,5923;-0,4561;-0,5481;0,3491;-1,5942;-0,1797;-0,404;-0,5875;-0,1577;-2,9348;-0,3398;-0,8823;-0,1557;-0,282;-3,1369;-1,4157;-0,9433;-0,8766;-0,2077;0,4334;-0,0958;-1,7675;1,0634;0,4901;-1,092;-0,4;0,4474;1,4628;-0,7867;-0,3604;-0,6072;0,5552;0,7286;-0,212;-0,2858;0,4474;0,4233;-0,2673;-0,1398;2,135;-0,1497;-0,1897;2,0677;0,7241;-0,5706;0,5256;-0,7094;0,5552
"sport";-0,2687;-0,5534;-0,475;-0,3373;-0,1493;-0,2154;-0,0401;-0,0629;-0,0061;-0,0257;-0,0619;-0,0145;0,7283;-0,0101;-0,104;0,6025;-0,0089;-0,318;-0,0192;-0,0871;-0,0088;-0,0395;0,4756;2,6349;-0,0532;-0,0494;-0,0117;-0,0113;-0,0054;-0,0996;-0,041;-0,0096;-0,1021;-0,0225;-0,0108;-0,1279;-0,0801;0,8128;1,4953;-0,008;-0,0051;-0,0551;-0,0161;-0,0108;-0,0116;-0,0382;-0,0079;-0,0097;-0,0084;-0,0107;-0,0102;-0,0368;-0,0322;-0,0087;1,0557;-0,008
"3";-0,4837;-0,9963;-0,3663;-0,6072;-0,2687;-0,3878;-0,0722;0,6394;-0,0109;-0,0463;-0,1115;-0,0262;0,5072;-0,0182;0,4556;-0,2247;-0,016;0,4362;-0,0345;-0,1568;-0,0158;-0,0712;0,2844;0,395;-0,0957;-0,089;-0,0211;-0,0203;-0,0097;0,4706;0,8059;-0,0172;1,1905;-0,0406;-0,0195;0,3856;-0,1442;0,5854;0,3883;-0,0144;-0,0091;0,6899;1,1898;-0,0195;-0,0209;-0,0687;-0,0142;-0,0174;-0,0152;-0,0193;-0,0184;0,8492;-0,0579;-0,0156;-0,072;-0,0144
"près_de";0,6912;0,6381;-0,247;-0,4722;-0,209;0,3005;-0,0561;-0,088;-0,0085;-0,036;-0,0867;-0,0203;-0,1258;-0,0142;-0,1456;-0,1747;-0,0125;-0,4452;-0,0268;0,6111;-0,0123;-0,0554;0,362;-0,1741;-0,0744;0,8319;-0,0164;-0,0158;-0,0076;-0,1395;-0,0574;-0,0134;-0,1429;-0,0316;-0,0151;-0,1791;-0,1122;-0,1016;0,474;-0,0112;-0,0071;-0,0772;1,2958;-0,0151;1,4354;-0,0534;-0,011;-0,0136;-0,0118;-0,015;1,4883;-0,0515;-0,045;-0,0121;-0,056;-0,0112
"tropical";-0,5027;19,6349;10,3936;-1,7403;-1,1505;-1,6602;-0,3091;-0,4845;-0,0468;-0,1982;-0,4774;-0,112;-0,6926;-0,0781;-0,8016;-0,9618;-0,0685;-2,4509;-0,1476;-0,6714;-0,0677;-0,3047;-1,3628;-0,9582;-0,4098;-0,3809;-0,0902;-0,0868;-0,0416;-0,7679;-0,3161;-0,0737;-0,7865;-0,1738;-0,0833;-0,9859;-0,6175;-0,5593;-0,9778;-0,0616;-0,039;-0,4247;-0,1242;-0,0833;-0,0894;-0,2942;-0,0607;-0,0746;-0,0651;-0,0824;-0,079;-0,2837;-0,2479;-0,0668;-0,3082;-0,0616
