"";"X.audiencefemme_0";"X.audiencefemme_01";"X.audiencefemme_02";"X.audiencefemme_03";"X.audiencefemme_04";"X.audiencefemme_05";"X.audiencefemme_06";"X.audiencefemme_07";"X.audiencefemme_08";"X.audiencefemme_09";"X.audiencefemme_1";"X.audiencefemme_103";"X.audiencefemme_11";"X.audiencefemme_112";"X.audiencefemme_116";"X.audiencefemme_12";"X.audiencefemme_128";"X.audiencefemme_13";"X.audiencefemme_135";"X.audiencefemme_14";"X.audiencefemme_141";"X.audiencefemme_147";"X.audiencefemme_15";"X.audiencefemme_16";"X.audiencefemme_17";"X.audiencefemme_18";"X.audiencefemme_19";"X.audiencefemme_199";"X.audiencefemme_2";"X.audiencefemme_22";"X.audiencefemme_23";"X.audiencefemme_27";"X.audiencefemme_28";"X.audiencefemme_29";"X.audiencefemme_3";"X.audiencefemme_31";"X.audiencefemme_34";"X.audiencefemme_35";"X.audiencefemme_36";"X.audiencefemme_38";"X.audiencefemme_41";"X.audiencefemme_47";"X.audiencefemme_49";"X.audiencefemme_55";"X.audiencefemme_61";"X.audiencefemme_62";"X.audiencefemme_63";"X.audiencefemme_69";"X.audiencefemme_76";"X.audiencefemme_79";"X.audiencefemme_8";"X.audiencefemme_83";"X.audiencefemme_85";"X.audiencefemme_89";"X.audiencefemme_9";"X.audiencefemme_96"
"jaune";-0,5643;-1,1624;-0,9976;-0,7084;-0,3135;-0,4525;-0,0842;-0,132;-0,0128;-0,054;-0,1301;-0,0305;-0,1888;-0,0213;-0,2185;-0,2621;-0,0187;24,2063;-0,0402;-0,183;-0,0184;-0,083;-0,3714;-0,2611;-0,1117;-0,1038;-0,0246;-0,0236;-0,0113;-0,2093;-0,0861;-0,0201;-0,2143;-0,0474;-0,0227;-0,2687;-0,1683;-0,1524;-0,2665;-0,0168;-0,0106;-0,1157;-0,0338;-0,0227;-0,0244;-0,0802;-0,0165;-0,0203;-0,0177;-0,0225;-0,0215;-0,0773;-0,0676;-0,0182;-0,084;-0,0168
"nous";-0,7655;-4,0991;1,11;1,0017;0,9781;-0,5244;0,3051;-0,1473;-0,045;0,4498;-0,4588;-0,1076;-0,6656;-0,075;-0,7703;5,1353;-0,0659;0,8235;-0,1419;-0,2469;-0,065;2,3342;-1,3097;-0,4221;-0,3938;-0,366;-0,0867;-0,0834;-0,04;-0,738;0,8136;-0,0709;-0,3145;0,4959;-0,08;-0,1964;-0,2168;-0,5375;0,7838;-0,0592;-0,0375;-0,4082;-0,1193;-0,08;-0,0859;1,5642;-0,0583;-0,0717;0,8726;-0,0792;-0,0759;0,3314;-0,2382;-0,0642;-0,2962;-0,0592
"médecin";-0,5106;-1,0517;-0,9025;-0,6409;-0,2837;-0,4094;-0,0762;-0,1195;-0,0115;0,973;-0,1177;-0,0276;-0,1708;-0,0193;-0,1976;-0,2371;-0,0169;9,3255;-0,0364;-0,1655;-0,0167;0,799;-0,336;-0,2363;-0,101;-0,0939;1,3015;-0,0214;-0,0103;0,4518;-0,0779;-0,0182;-0,1939;-0,0428;-0,0205;0,3679;0,5291;0,5653;-0,2411;-0,0152;-0,0096;-0,1047;-0,0306;-0,0205;-0,022;-0,0725;-0,015;-0,0184;-0,016;-0,0203;-0,0195;-0,07;-0,0611;-0,0165;-0,076;-0,0152
"réaliser";-0,3762;1,1156;-0,665;0,5503;0,4179;-0,3016;-0,0561;-0,088;-0,0085;2,5211;-0,0867;-0,0203;0,5994;-0,0142;-0,1456;0,4799;-0,0125;0,193;-0,0268;-0,122;-0,0123;-0,0554;-0,2476;-0,1741;-0,0744;-0,0692;-0,0164;-0,0158;-0,0076;0,5611;-0,0574;-0,0134;-0,1429;-0,0316;-0,0151;-0,1791;-0,1122;-0,1016;-0,1776;-0,0112;-0,0071;0,7884;-0,0226;-0,0151;-0,0162;-0,0534;-0,011;-0,0136;-0,0118;-0,015;-0,0143;-0,0515;-0,045;-0,0121;-0,056;-0,0112
"trouver";-0,3766;0,2651;-0,4659;1,0618;0,5308;2,4088;-0,1284;-0,2012;-0,0195;-0,0823;1,1241;-0,0465;-0,2877;-0,0324;-0,3329;-0,3995;-0,0285;-1,0179;-0,0613;-0,2789;-0,0281;0,5973;-0,566;-0,398;-0,1702;1,2951;-0,0375;-0,036;-0,0173;-0,3189;-0,1313;-0,0306;-0,3267;-0,0722;-0,0346;0,6241;0,3507;-0,2323;-0,4061;-0,0256;-0,0162;-0,1764;-0,0516;-0,0346;1,0866;1,4967;-0,0252;-0,031;-0,027;-0,0342;-0,0328;0,6241;-0,103;-0,0277;-0,128;-0,0256
"mohammed";-0,2956;-0,6088;-0,5225;-0,371;-0,1642;-0,237;-0,0441;-0,0691;-0,0067;-0,0283;-0,0681;-0,016;-0,0989;-0,0111;-0,1144;-0,1373;-0,0098;12,6713;-0,0211;-0,0958;-0,0097;-0,0435;-0,1945;-0,1368;-0,0585;-0,0544;-0,0129;-0,0124;-0,0059;-0,1096;-0,0451;-0,0105;-0,1123;-0,0248;-0,0119;-0,1407;-0,0881;-0,0798;-0,1396;-0,0088;-0,0056;-0,0606;-0,0177;-0,0119;-0,0128;-0,042;-0,0087;-0,0106;-0,0093;-0,0118;-0,0113;-0,0405;-0,0354;-0,0095;-0,044;-0,0088
"preuve";-1,0214;-0,8211;0,7087;4,8947;3,6035;-0,3514;-0,1525;0,3735;-0,0231;-0,0977;-0,2355;-0,0552;-0,3416;-0,0385;-0,3954;-0,4744;-0,0338;-0,619;-0,0728;-0,3312;-0,0334;-0,1503;-0,6722;-0,1495;-0,2021;-0,1879;-0,0445;-0,0428;-0,0205;-0,3788;-0,1559;-0,0364;-0,388;-0,0857;-0,0411;-0,1565;0,2975;-0,2759;-0,4823;-0,0304;-0,0192;-0,2095;-0,0612;-0,0411;-0,0441;1,36;1,1763;-0,0368;-0,0321;-0,0407;-0,0389;1,3883;-0,1223;-0,0329;-0,152;-0,0304
"luc";-0,8601;-1,043;-1,5203;-1,0797;-0,4778;23,0428;-0,1284;-0,2012;-0,0195;-0,0823;-0,1983;-0,0465;-0,2877;-0,0324;-0,3329;0,2208;-0,0285;-1,0179;0,8805;0,8781;-0,0281;-0,1266;0,4354;-0,398;-0,1702;-0,1582;-0,0375;-0,036;-0,0173;-0,3189;-0,1313;-0,0306;-0,3267;-0,0722;-0,0346;-0,4095;0,3507;-0,2323;-0,4061;-0,0256;-0,0162;-0,1764;-0,0516;-0,0346;-0,0371;-0,1222;-0,0252;-0,031;-0,027;-0,0342;-0,0328;0,6241;-0,103;-0,0277;-0,128;-0,0256
"lui";-0,5962;-0,3048;0,4648;-0,5433;0,7688;0,426;-0,2568;0,2188;-0,0389;0,5009;-0,3968;-0,0931;-0,5756;-0,0649;-0,259;-0,7993;-0,057;-0,7927;-0,1227;-0,5579;-0,0562;2,5614;-0,5686;0,2655;-0,3406;-0,3165;-0,075;-0,0721;-0,0346;-0,2424;0,9149;-0,0613;-0,6536;-0,1444;-0,0692;0,9389;-0,5132;0,5426;0,9483;-0,0512;-0,0324;0,714;-0,1032;1,9527;-0,0743;-0,2445;-0,0505;-0,062;0,9316;-0,0685;-0,0656;0,9919;1,0905;-0,0555;-0,2561;2,2049
"ukrainien";-0,2956;-0,6088;-0,5225;-0,371;-0,1642;-0,237;-0,0441;-0,0691;-0,0067;-0,0283;-0,0681;-0,016;-0,0989;-0,0111;-0,1144;-0,1373;-0,0098;-0,3498;-0,0211;-0,0958;-0,0097;-0,0435;0,4425;-0,1368;-0,0585;-0,0544;-0,0129;-0,0124;-0,0059;-0,1096;-0,0451;-0,0105;-0,1123;-0,0248;-0,0119;-0,1407;-0,0881;-0,0798;14,3949;-0,0088;-0,0056;-0,0606;-0,0177;-0,0119;-0,0128;-0,042;-0,0087;-0,0106;-0,0093;-0,0118;-0,0113;-0,0405;-0,0354;-0,0095;-0,044;-0,0088
"carrière";-0,2956;-0,6088;-0,5225;-0,371;-0,1642;-0,237;-0,0441;0,8321;-0,0067;-0,0283;0,838;-0,016;-0,0989;-0,0111;-0,1144;-0,1373;-0,0098;-0,3498;-0,0211;-0,0958;-0,0097;-0,0435;-0,1945;-0,1368;-0,0585;-0,0544;-0,0129;-0,0124;-0,0059;-0,1096;-0,0451;-0,0105;-0,1123;-0,0248;-0,0119;1,41;-0,0881;-0,0798;1,4164;-0,0088;-0,0056;-0,0606;-0,0177;-0,0119;-0,0128;-0,042;-0,0087;-0,0106;-0,0093;-0,0118;-0,0113;-0,0405;8,0265;-0,0095;-0,044;-0,0088
"examiner";-0,4299;-0,8856;5,1034;1,5629;0,9993;-0,3447;-0,0642;-0,1006;-0,0097;-0,0411;-0,0991;-0,0233;-0,1438;-0,0162;-0,1664;-0,1997;-0,0142;-0,5089;-0,0307;-0,1394;-0,014;-0,0633;-0,283;-0,1989;-0,0851;-0,0791;-0,0187;-0,018;-0,0086;-0,1594;-0,0656;-0,0153;-0,1633;-0,0361;-0,0173;-0,2047;-0,1282;-0,1161;-0,203;-0,0128;-0,0081;-0,0882;-0,0258;-0,0173;1,3785;-0,0611;-0,0126;-0,0155;-0,0135;-0,0171;-0,0164;-0,0589;-0,0515;-0,0139;-0,064;-0,0128
"femme";-0,7256;-1,4946;-1,2827;-0,9109;0,2184;-0,2063;-0,1083;-0,1698;-0,0164;-0,0694;-0,1673;-0,0392;-0,2427;-0,0274;0,3221;-0,337;-0,024;-0,8588;-0,0517;0,3786;-0,0237;0,6616;1,6717;0,2689;-0,1436;-0,1335;-0,0316;1,1699;-0,0146;-0,2691;-0,1108;-0,0258;0,328;0,8833;-0,0292;1,3716;-0,2164;1,135;2,1505;2,945;-0,0137;0,5374;-0,0435;-0,0292;-0,0313;-0,1031;1,3205;-0,0261;-0,0228;-0,0289;-0,0277;-0,0994;-0,0869;1,2801;-0,108;-0,0216
"journal";-0,3762;-0,7749;-0,665;-0,4722;-0,209;-0,3016;-0,0561;-0,088;-0,0085;-0,036;-0,0867;-0,0203;-0,1258;-0,0142;-0,1456;-0,1747;-0,0125;-0,4452;-0,0268;0,6111;-0,0123;-0,0554;0,362;-0,1741;1,9135;-0,0692;-0,0164;-0,0158;-0,0076;-0,1395;-0,0574;-0,0134;-0,1429;-0,0316;-0,0151;0,4712;-0,1122;-0,1016;-0,1776;-0,0112;-0,0071;-0,0772;-0,0226;-0,0151;-0,0162;-0,0534;-0,011;-0,0136;-0,0118;-0,015;-0,0143;-0,0515;-0,045;-0,0121;15,1011;-0,0112
"persuader";0,6041;-0,3838;1,1195;-0,5397;-0,2389;0,2613;-0,0642;-0,1006;-0,0097;-0,0411;-0,0991;-0,0233;-0,1438;-0,0162;0,4971;-0,1997;-0,0142;-0,5089;-0,0307;-0,1394;-0,014;0,8679;-0,283;-0,1989;-0,0851;-0,0791;-0,0187;1,3911;-0,0086;-0,1594;-0,0656;-0,0153;-0,1633;-0,0361;-0,0173;-0,2047;-0,1282;0,6296;-0,203;1,5374;-0,0081;-0,0882;-0,0258;-0,0173;-0,0186;-0,0611;1,5435;-0,0155;-0,0135;-0,0171;-0,0164;-0,0589;-0,0515;-0,0139;-0,064;3,4055
"général";-0,8869;-1,8269;-1,5679;-1,1134;-0,4928;8,7533;-0,1324;-0,2075;-0,0201;-0,0849;-0,2045;-0,048;-0,2967;-0,0334;-0,3433;-0,4119;-0,0294;7,7751;-0,0632;-0,2876;-0,029;-0,1305;-0,5837;0,2137;-0,1755;-0,1631;1,0698;-0,0372;-0,0178;-0,3289;-0,1354;-0,0316;-0,3369;-0,0744;-0,0357;0,6048;0,3409;-0,2396;-0,4188;-0,0264;-0,0167;-0,1819;-0,0532;-0,0357;-0,0383;0,5988;-0,026;-0,032;-0,0279;-0,0353;-0,0338;-0,1215;-0,1062;-0,0286;-0,132;-0,0264
"he";-0,3224;-0,6641;-0,1921;-0,4048;-0,1791;-0,2585;0,9792;0,7974;-0,0073;2,6572;-0,0743;-0,0174;-0,1078;-0,0122;-0,1248;-0,1498;-0,0107;-0,3816;1,2877;5,6676;-0,0105;-0,0474;-0,2122;-0,1492;0,8644;-0,0593;-0,0141;-0,0135;-0,0065;-0,1196;-0,0492;-0,0115;-0,1225;-0,0271;-0,013;-0,1535;-0,0962;-0,0871;-0,1523;-0,0096;-0,0061;-0,0661;-0,0193;-0,013;-0,0139;-0,0458;-0,0095;-0,0116;-0,0101;-0,0128;-0,0123;-0,0442;-0,0386;-0,0104;-0,048;-0,0096
"étude";1,7858;-0,9409;-0,8075;-0,5735;-0,2538;-0,3663;-0,0682;-0,1069;-0,0103;-0,0437;-0,1053;-0,0247;0,5278;-0,0172;1,2207;-0,2122;-0,0151;-0,5407;-0,0326;-0,1481;-0,0149;-0,0672;-0,3006;-0,2114;-0,0904;0,7547;-0,0199;-0,0191;-0,0092;-0,1694;-0,0697;-0,0163;-0,1735;-0,0383;-0,0184;1,0662;3,6618;-0,1234;-0,2157;-0,0136;-0,0086;-0,0937;-0,0274;-0,0184;-0,0197;-0,0649;1,5175;-0,0165;-0,0144;-0,0182;1,4055;0,8722;-0,0547;-0,0147;-0,068;-0,0136
"laporte";-0,3224;-0,6641;-0,57;-0,4048;-0,1791;0,3482;-0,0481;-0,0754;-0,0073;-0,0309;-0,0743;-0,0174;-0,1078;-0,0122;-0,1248;-0,1498;-0,0107;11,6211;-0,023;-0,1045;-0,0105;-0,0474;-0,2122;-0,1492;-0,0638;-0,0593;-0,0141;-0,0135;-0,0065;-0,1196;-0,0492;-0,0115;-0,1225;-0,0271;-0,013;-0,1535;-0,0962;-0,0871;-0,1523;-0,0096;-0,0061;-0,0661;-0,0193;-0,013;-0,0139;-0,0458;-0,0095;-0,0116;-0,0101;-0,0128;-0,0123;-0,0442;-0,0386;-0,0104;-0,048;-0,0096
"chercher";0,2018;0,9386;-0,76;0,949;-0,2389;0,2613;-0,0642;0,6846;-0,0097;-0,0411;0,6902;-0,0233;-0,1438;-0,0162;0,4971;0,4335;-0,0142;-0,5089;-0,0307;-0,1394;-0,014;-0,0633;-0,283;-0,1989;-0,0851;-0,0791;-0,0187;-0,018;-0,0086;-0,1594;-0,0656;-0,0153;-0,1633;-0,0361;-0,0173;-0,2047;-0,1282;-0,1161;-0,203;-0,0128;1,7333;0,7357;-0,0258;1,4085;-0,0186;-0,0611;-0,0126;-0,0155;-0,0135;-0,0171;-0,0164;-0,0589;-0,0515;-0,0139;-0,064;-0,0128
"eric";-1,1559;-2,3809;-2,0432;-1,451;-0,6422;-0,1842;-0,1725;-0,2704;-0,0261;-0,1106;-0,2665;-0,0625;0,2296;-0,0436;-0,1371;-0,1837;-0,0383;13,9705;-0,0824;-0,3748;-0,0378;-0,1701;2,1626;-0,5349;-0,2288;-0,2126;-0,0504;-0,0484;-0,0232;-0,4286;-0,1764;-0,0412;6,2804;-0,097;-0,0465;-0,5503;-0,3447;-0,3122;-0,5458;-0,0344;-0,0218;-0,2371;-0,0693;-0,0465;-0,0499;0,5019;-0,0339;-0,0416;-0,0363;-0,046;-0,0441;-0,1584;-0,1384;-0,0373;-0,172;-0,0344
"homme";1,1797;-1,6687;0,3252;0,7746;-1,0757;-0,4993;0,3134;-0,1409;-0,0438;-0,1853;-0,1376;-0,1047;-0,6476;0,8104;2,8028;-0,4075;-0,0641;0,3989;-0,1381;0,3768;-0,0633;-0,2849;-0,6725;1,7943;-0,3832;0,7077;-0,0844;1,8217;-0,0389;0,3115;-0,2955;-0,0689;0,3004;-0,1625;-0,0779;-0,1857;-0,2076;-0,5229;-0,4176;-0,0576;-0,0365;0,6381;0,6298;0,7847;-0,0836;-0,2751;-0,0568;-0,0698;-0,0608;-0,0771;-0,0738;-0,2653;-0,2318;-0,0625;-0,2882;-0,0576
"star";0,237;-0,312;0,3628;-0,4722;-0,209;-0,3016;-0,0561;-0,088;1,7122;-0,036;-0,0867;-0,0203;-0,1258;-0,0142;-0,1456;2,1852;-0,0125;-0,4452;-0,0268;-0,122;-0,0123;-0,0554;-0,2476;-0,1741;-0,0744;1,9738;-0,0164;-0,0158;-0,0076;0,5611;-0,0574;-0,0134;-0,1429;-0,0316;-0,0151;-0,1791;-0,1122;0,6807;1,2223;-0,0112;-0,0071;-0,0772;-0,0226;-0,0151;-0,0162;-0,0534;-0,011;-0,0136;-0,0118;-0,015;-0,0143;-0,0515;-0,045;-0,0121;-0,056;-0,0112
"fois";-0,5912;-1,2178;-1,0451;-0,2985;-0,3285;1,7016;-0,0882;-0,1383;-0,0134;-0,0566;-0,1363;-0,032;-0,1977;-0,0223;1,0239;0,8939;-0,0196;0,3311;-0,0422;-0,1917;-0,0193;-0,087;0,6608;0,8965;-0,117;-0,1087;-0,0258;-0,0248;-0,0119;-0,2192;-0,0902;-0,0211;-0,2246;-0,0496;-0,0238;-0,2815;0,4767;-0,1597;0,8824;-0,0176;-0,0111;0,6133;-0,0354;-0,0238;-0,0255;3,0438;-0,0173;-0,0213;-0,0186;-0,0235;-0,0225;-0,081;-0,0708;-0,0191;-0,088;-0,0176
"aider";0,336;-0,1807;0,5563;1,474;-0,1493;-0,2154;-0,0401;-0,0629;-0,0061;1,2404;-0,0619;-0,0145;-0,0899;-0,0101;-0,104;-0,1248;-0,0089;-0,318;-0,0192;-0,0871;-0,0088;-0,0395;-0,1768;0,6039;-0,0532;-0,0494;-0,0117;-0,0113;-0,0054;-0,0996;-0,041;-0,0096;-0,1021;-0,0225;-0,0108;-0,1279;-0,0801;-0,0726;-0,1269;-0,008;-0,0051;-0,0551;-0,0161;-0,0108;-0,0116;-0,0382;-0,0079;-0,0097;-0,0084;-0,0107;-0,0102;-0,0368;-0,0322;1,7042;-0,04;-0,008
"aux";0,4114;-1,5386;-1,0226;-0,34;-0,3535;-0,5535;1,3259;0,4511;-0,0895;0,6666;1,2318;-0,214;-0,1905;0,5365;-0,8712;1,6108;0,5845;-2,1998;-0,2821;0,2511;-0,1293;-0,2113;1,824;0,6268;0,5753;-0,2983;1,2226;-0,1658;-0,0795;1,294;-0,2238;-0,1409;0,3508;0,2721;-0,1592;-1,1506;-0,6062;0,643;1,5714;-0,1177;-0,0746;-0,8116;-0,2372;-0,1592;-0,1708;-0,1999;-0,116;-0,1426;0,6039;-0,1575;1,3254;2,0768;-0,4737;0,5941;-0,5889;-0,1177
"siècle";-0,2956;-0,6088;-0,1662;3,1361;1,2904;-0,237;-0,0441;-0,0691;-0,0067;-0,0283;-0,0681;-0,016;-0,0989;-0,0111;0,6352;-0,1373;-0,0098;-0,3498;-0,0211;-0,0958;-0,0097;-0,0435;-0,1945;-0,1368;-0,0585;-0,0544;-0,0129;-0,0124;-0,0059;-0,1096;-0,0451;-0,0105;-0,1123;1,2556;-0,0119;-0,1407;-0,0881;-0,0798;-0,1396;-0,0088;-0,0056;-0,0606;-0,0177;-0,0119;1,5384;-0,042;-0,0087;-0,0106;-0,0093;-0,0118;-0,0113;-0,0405;-0,0354;-0,0095;-0,044;-0,0088
"voix";-0,4568;-0,9409;-0,8075;-0,5735;0,354;0,7042;-0,0682;-0,1069;-0,0103;-0,0437;-0,1053;-0,0247;0,5278;1,4102;-0,1768;-0,2122;-0,0151;-0,1805;-0,0326;-0,1481;-0,0149;-0,0672;-0,3006;-0,2114;4,3427;-0,084;-0,0199;-0,0191;-0,0092;-0,1694;-0,0697;-0,0163;3,2675;1,0732;-0,0184;-0,2175;-0,1362;-0,1234;0,4073;-0,0136;-0,0086;-0,0937;-0,0274;-0,0184;-0,0197;-0,0649;-0,0134;-0,0165;-0,0144;-0,0182;-0,0174;-0,0626;0,9269;-0,0147;-0,068;-0,0136
"réputation";18,6145;-1,0517;-0,9025;-0,6409;-0,2837;-0,4094;-0,0762;-0,1195;-0,0115;-0,0489;-0,1177;-0,0276;-0,1708;-0,0193;-0,1976;-0,2371;-0,0169;-0,6043;-0,0364;-0,1655;-0,0167;-0,0751;-0,336;-0,2363;-0,101;-0,0939;-0,0223;-0,0214;-0,0103;-0,1893;-0,0779;-0,0182;-0,1939;-0,0428;-0,0205;-0,2431;-0,1523;-0,1379;-0,2411;-0,0152;-0,0096;-0,1047;-0,0306;-0,0205;-0,022;-0,0725;3,2655;-0,0184;-0,016;-0,0203;-0,0195;-0,07;-0,0611;-0,0165;-0,076;-0,0152
"voir";0,3229;-0,5581;-1,9104;0,8257;-0,3947;-0,6692;-0,2368;-0,3711;-0,0359;0,5302;-0,3657;-0,0858;-0,5306;-0,0598;0,3887;0,6311;-0,0525;-1,138;-0,1131;0,9489;-0,0518;-0,2334;-1,044;-0,3001;-0,3139;0,3105;-0,0691;-0,0665;-0,0319;-0,2133;-0,2421;-0,0565;-0,2214;-0,1331;-0,0638;1,0362;-0,1508;-0,4284;0,2927;0,9874;-0,0299;3,0494;0,7062;-0,0638;0,8361;2,746;0,9933;0,909;0,9649;0,8686;-0,0605;1,0515;0,4507;-0,0512;-0,2361;-0,0472
"légende";-0,3224;-0,244;0,4468;0,6487;0,4711;0,3482;-0,0481;-0,0754;-0,0073;-0,0309;-0,0743;-0,0174;-0,1078;-0,0122;-0,1248;-0,1498;3,5703;-0,3816;-0,023;-0,1045;1,6204;-0,0474;-0,2122;1,3612;-0,0638;-0,0593;-0,0141;-0,0135;-0,0065;-0,1196;-0,0492;-0,0115;-0,1225;-0,0271;-0,013;-0,1535;-0,0962;-0,0871;-0,1523;-0,0096;-0,0061;-0,0661;-0,0193;-0,013;-0,0139;-0,0458;-0,0095;-0,0116;-0,0101;-0,0128;-0,0123;-0,0442;-0,0386;-0,0104;-0,048;-0,0096
"force";0,3066;-0,2117;-0,1662;-0,371;-0,1642;-0,237;-0,0441;-0,0691;-0,0067;-0,0283;-0,0681;-0,016;-0,0989;-0,0111;0,6352;-0,1373;-0,0098;0,7456;-0,0211;0,7033;-0,0097;-0,0435;-0,1945;0,5684;-0,0585;-0,0544;-0,0129;-0,0124;-0,0059;0,6516;1,0058;-0,0105;-0,1123;-0,0248;-0,0119;-0,1407;-0,0881;-0,0798;-0,1396;-0,0088;-0,0056;-0,0606;-0,0177;-0,0119;1,5384;-0,042;-0,0087;-0,0106;-0,0093;-0,0118;-0,0113;-0,0405;-0,0354;-0,0095;-0,044;-0,0088
"histoire";-1,0214;-1,3136;1,8624;0,8209;0,8657;-0,8189;-0,1525;-0,239;-0,0231;0,6956;-0,2355;-0,0552;0,2639;2,4469;0,2236;-0,1504;-0,0338;-0,619;-0,0728;0,2729;-0,0334;-0,1503;0,3457;0,5358;-0,2021;-0,1879;-0,0445;-0,0428;-0,0205;0,2351;-0,1559;-0,0364;0,2286;-0,0857;-0,0411;-0,1565;0,2975;0,3277;0,524;-0,0304;-0,0192;0,4172;-0,0612;-0,0411;-0,0441;-0,1451;-0,0299;-0,0368;-0,0321;-0,0407;-0,0389;-0,1399;-0,1223;-0,0329;-0,152;-0,0304
"propre";2,0453;5,9275;0,639;-1,3497;-0,5974;-0,862;-0,1605;-0,2515;-0,0243;-0,1029;-0,2479;-0,0581;-0,3596;-0,0405;-0,4162;-0,4994;-0,0356;-0,666;-0,0767;-0,3486;-0,0351;0,5153;-0,7076;-0,4975;-0,2128;-0,1978;-0,0469;-0,0451;-0,0216;-0,3987;-0,1641;-0,0383;-0,4084;0,7268;-0,0433;0,4894;0,2823;0,3119;-0,1679;-0,032;-0,0203;1,0435;-0,0645;-0,0433;-0,0464;-0,1528;-0,0315;-0,0387;-0,0338;-0,0428;-0,041;-0,1473;-0,1287;-0,0347;-0,16;-0,032
"aujourd_hui";1,2064;3,9164;0,578;0,8257;-0,3947;-0,6692;-0,2368;0,2407;-0,0359;-0,1518;-0,3657;-0,0858;-0,5306;-0,0598;-0,6141;-0,3018;-0,0525;-1,138;-0,1131;-0,1725;-0,0518;-0,2334;-1,044;0,3019;0,2885;-0,2918;-0,0691;-0,0665;-0,0319;-0,2133;-0,2421;-0,0565;-0,6025;-0,1331;-0,0638;0,6112;-0,473;1,7806;-0,7491;-0,0472;-0,0299;0,7682;-0,0951;-0,0638;-0,0685;-0,2254;-0,0465;-0,0572;-0,0498;-0,0631;-0,0605;-0,2173;-0,1899;-0,0512;-0,2361;-0,0472
"mes";-0,2687;-0,5534;0,5563;1,474;-0,1493;-0,2154;-0,0401;-0,0629;-0,0061;-0,0257;0,8764;-0,0145;-0,0899;-0,0101;-0,104;-0,1248;-0,0089;-0,318;-0,0192;-0,0871;-0,0088;-0,0395;-0,1768;-0,1243;-0,0532;-0,0494;-0,0117;-0,0113;-0,0054;-0,0996;-0,041;-0,0096;-0,1021;-0,0225;-0,0108;-0,1279;-0,0801;-0,0726;1,4953;-0,008;-0,0051;-0,0551;-0,0161;-0,0108;-0,0116;2,4841;-0,0079;-0,0097;-0,0084;-0,0107;-0,0102;-0,0368;-0,0322;-0,0087;-0,04;-0,008
"omar";-0,3493;-0,7195;-0,6175;-0,4385;-0,1941;-0,2801;-0,0521;-0,0817;-0,0079;-0,0334;-0,0805;-0,0189;-0,1168;-0,0132;-0,1352;-0,1622;-0,0116;-0,4134;-0,0249;-0,1133;-0,0114;-0,0514;-0,2299;-0,1616;-0,0691;-0,0642;-0,0152;-0,0146;-0,007;21,4149;-0,0533;-0,0124;-0,1327;-0,0293;-0,0141;-0,1663;-0,1042;-0,0943;-0,1649;-0,0104;-0,0066;-0,0716;-0,0209;-0,0141;-0,0151;-0,0496;-0,0102;-0,0126;-0,011;-0,0139;-0,0133;-0,0479;-0,0418;-0,0113;-0,052;-0,0104
"dettinger";-1,1559;-2,3809;-2,0432;-1,451;-0,6422;-0,9267;-0,1725;-0,2704;-0,0261;-0,1106;-0,2665;-0,0625;-0,3866;-0,0436;-0,4475;-0,5369;-0,0383;49,6358;-0,0824;-0,3748;-0,0378;-0,1701;-0,7607;-0,5349;-0,2288;-0,2126;-0,0504;-0,0484;-0,0232;-0,4286;-0,1764;-0,0412;-0,439;-0,097;-0,0465;-0,5503;-0,3447;-0,3122;-0,5458;-0,0344;-0,0218;-0,2371;-0,0693;-0,0465;-0,0499;-0,1642;-0,0339;-0,0416;-0,0363;-0,046;-0,0441;-0,1584;-0,1384;-0,0373;-0,172;-0,0344
"quotidien";0,237;-0,7749;-0,665;-0,4722;-0,209;0,3005;-0,0561;-0,088;-0,0085;2,5211;-0,0867;-0,0203;-0,1258;-0,0142;-0,1456;3,2921;-0,0125;1,1474;-0,0268;-0,122;-0,0123;-0,0554;-0,2476;-0,1741;-0,0744;-0,0692;-0,0164;-0,0158;-0,0076;-0,1395;0,9071;-0,0134;0,5523;-0,0316;-0,0151;0,4712;-0,1122;-0,1016;-0,1776;-0,0112;-0,0071;-0,0772;-0,0226;-0,0151;-0,0162;-0,0534;-0,011;-0,0136;-0,0118;-0,015;-0,0143;-0,0515;-0,045;-0,0121;-0,056;-0,0112
"géant";0,237;-0,7749;1,9714;1,7707;0,4179;-0,3016;-0,0561;-0,088;-0,0085;-0,036;-0,0867;-0,0203;-0,1258;-0,0142;-0,1456;-0,1747;-0,0125;-0,4452;-0,0268;-0,122;-0,0123;-0,0554;-0,2476;2,1896;-0,0744;-0,0692;-0,0164;-0,0158;-0,0076;-0,1395;-0,0574;-0,0134;-0,1429;-0,0316;-0,0151;-0,1791;-0,1122;-0,1016;-0,1776;-0,0112;-0,0071;-0,0772;-0,0226;-0,0151;-0,0162;-0,0534;-0,011;-0,0136;-0,0118;-0,015;-0,0143;-0,0515;-0,045;-0,0121;-0,056;-0,0112
